game_id,team,q1_fg,q1_3p,q1_ft,q2_fg,q2_3p,q2_ft,q3_fg,q3_3p,q3_ft,q4_fg,q4_3p,q4_ft,ot1_fg,ot1_3p,ot1_ft,ot2_fg,ot2_3p,ot2_ft,ot3_fg,ot3_3p,ot3_ft,total_fg,total_3p,total_ft,technical_fouls,second_chance_pts,scores_tied,pts_in_paint,fast_break_pts,lead_changes,pts_off_turnovers,bench_pts
2025-11-23_oregon_st_long_beach_st,Long Beach St.,5-19,3-14,3-4,7-15,3-8,0-2,7-19,1-7,0-0,3-12,1-4,0-0,,,,,,,,,,22-65,8-33,3-6,0,14,7,18,5,16,10,26
2025-11-23_oregon_st_long_beach_st,Oregon St.,7-13,2-6,0-0,5-19,1-9,4-10,4-8,0-1,8-12,7-12,2-4,8-10,,,,,,,,,,23-52,5-20,20-32,0,10,7,34,8,16,15,20
2025-11-23_idaho_csun,CSUN,5-15,1-8,0-0,7-17,2-6,1-2,8-22,3-9,2-4,2-15,2-10,1-2,,,,,,,,,,22-69,8-33,4-8,0,9,3,26,9,1,14,30
2025-11-23_idaho_csun,Idaho,12-24,2-9,2-3,6-16,1-7,3-4,9-15,3-3,9-13,5-19,2-8,3-4,,,,,,,,,,32-74,8-27,17-24,0,14,3,46,20,1,18,30
2025-11-23_pacific_cal_st_fullerton,Cal St. Fullerton,7-16,2-4,3-4,3-12,0-3,3-6,5-19,0-5,3-4,9-13,0-1,9-11,,,,,,,,,,24-60,2-13,18-25,0,13,7,38,7,9,22,6
2025-11-23_pacific_cal_st_fullerton,Pacific,4-12,2-8,2-3,5-12,2-5,9-10,2-12,0-6,6-6,5-13,1-6,2-2,,,,,,,,,,16-49,5-25,19-21,0,16,7,18,3,9,7,14
2025-11-23_boise_st_uc_riverside,UC Riverside,5-15,3-7,0-0,5-10,1-4,5-8,4-13,2-10,0-2,5-12,2-7,5-6,,,,,,,,,,19-50,8-28,10-16,0,13,2,22,10,7,18,13
2025-11-23_boise_st_uc_riverside,Boise St.,4-17,1-2,5-6,7-11,3-4,2-4,7-13,2-3,0-2,7-11,2-4,2-2,,,,,,,,,,25-52,8-13,9-14,0,9,2,28,4,7,29,16
2025-11-24_sacramento_st_uc_davis,UC Davis,4-18,1-11,1-2,6-15,1-7,0-0,6-17,1-6,1-1,8-15,4-9,5-8,1-4,0-2,6-10,,,,,,,25-69,7-35,13-21,0,4,5,36,5,7,20,12
2025-11-24_sacramento_st_uc_davis,Sacramento St.,5-12,2-4,4-4,2-13,2-3,0-0,7-13,4-6,0-0,8-14,1-3,5-6,1-5,1-2,2-2,,,,,,,23-57,10-18,11-12,0,8,5,22,6,7,5,8
2025-11-24_uc_san_diego_occidental,Occidental,5-13,2-5,0-0,2-13,2-9,1-2,3-12,1-5,1-2,4-21,2-8,2-4,,,,,,,,,,14-59,7-27,4-8,0,5,1,8,4,2,11,9
2025-11-24_uc_san_diego_occidental,UC San Diego,10-17,2-5,3-3,7-16,1-5,1-3,12-18,2-7,4-4,7-13,0-4,2-4,,,,,,,,,,36-64,5-21,10-14,0,16,1,54,20,2,21,27
2025-11-24_cal_poly_chapman,Chapman,3-14,2-10,2-3,1-13,0-6,4-7,2-12,0-4,1-2,3-12,2-8,2-4,,,,,,,,,,9-51,4-28,9-16,0,9,3,4,0,5,3,11
2025-11-24_cal_poly_chapman,Cal Poly,3-14,1-6,9-13,7-18,2-7,1-4,9-15,1-4,0-0,3-11,0-3,1-2,,,,,,,,,,22-58,4-20,11-19,0,19,3,36,12,5,15,24
2025-11-26_csun_life_pacific,LIFE Pacific,3-14,1-6,1-1,4-15,2-8,0-2,3-14,1-6,3-6,6-14,0-3,3-3,,,,,,,,,,16-57,4-23,7-12,0,0,0,12,0,0,8,1
2025-11-26_csun_life_pacific,CSUN,11-21,3-10,3-5,13-25,6-15,2-3,9-17,4-10,0-0,9-21,3-14,1-1,,,,,,,,,,42-84,16-49,6-9,0,32,0,44,19,0,23,60
2025-11-28_jacksonville_st_uc_davis,UC Davis,9-13,4-5,2-2,6-12,0-3,5-5,7-15,1-5,3-7,4-7,0-1,2-5,,,,,,,,,,26-47,5-14,12-19,0,4,0,40,0,1,6,21
2025-11-28_jacksonville_st_uc_davis,Jacksonville St.,6-16,1-5,3-3,4-15,1-5,1-2,3-14,1-5,5-6,7-13,3-5,4-5,,,,,,,,,,20-58,6-20,13-16,0,8,0,26,4,1,14,29
2025-11-28_hawaii_vermont,Vermont,6-17,2-9,0-0,8-16,3-3,0-1,9-17,3-4,3-4,5-11,1-4,5-8,,,,,,,,,,28-61,9-20,8-13,0,7,5,34,4,8,11,10
2025-11-28_hawaii_vermont,Hawaii,4-13,0-4,4-4,8-15,3-7,3-4,3-11,1-5,6-6,6-14,0-5,8-10,,,,,,,,,,21-53,4-21,21-24,0,12,5,34,4,8,10,42
2025-11-28_uc_irvine_wichita_st,Wichita St.,4-14,0-6,0-0,4-13,3-7,0-0,4-13,2-4,1-3,10-16,1-4,1-2,,,,,,,,,,22-56,6-21,2-5,0,10,1,28,5,2,10,9
2025-11-28_uc_irvine_wichita_st,UC Irvine,6-17,3-12,2-2,5-15,3-9,7-8,2-15,0-7,1-2,3-10,2-4,8-10,,,,,,,,,,16-57,8-32,18-22,0,7,1,16,0,2,8,11
2025-11-28_washington_uc_san_diego,UC San Diego,8-16,4-8,1-1,4-14,1-3,0-0,6-10,2-5,1-3,2-12,0-7,1-8,,,,,,,,,,20-52,7-23,3-12,0,3,0,20,7,2,14,2
2025-11-28_washington_uc_san_diego,Washington,5-17,2-4,0-0,6-15,2-4,1-3,9-18,4-8,4-5,4-11,0-2,6-7,,,,,,,,,,24-61,8-18,11-15,0,11,0,30,10,2,21,32
2025-11-28_california_baptist_uc_santa_barbara,UC Santa Barbara,7-17,4-10,0-0,7-17,4-7,0-0,7-16,6-11,0-0,6-12,2-5,4-6,,,,,,,,,,27-62,16-33,4-6,0,11,0,16,5,1,17,19
2025-11-28_california_baptist_uc_santa_barbara,California Baptist,3-15,0-5,3-4,5-17,2-8,2-6,7-17,1-9,0-0,5-16,0-3,1-3,,,,,,,,,,20-65,3-25,6-13,0,5,0,34,9,1,10,17
2025-11-29_milwaukee_uc_davis,UC Davis,9-15,8-12,0-0,6-12,3-5,0-0,8-12,3-5,7-8,4-12,2-8,4-4,,,,,,,,,,27-51,16-30,11-12,0,5,0,16,4,0,8,21
2025-11-29_milwaukee_uc_davis,Milwaukee,5-17,1-7,0-1,7-14,1-4,4-4,6-15,1-7,6-8,8-19,4-10,3-4,,,,,,,,,,26-65,7-28,13-17,0,16,0,32,1,0,20,34
2025-11-29_hawaii_lindenwood,Lindenwood,5-14,3-8,3-4,7-17,1-5,0-0,8-16,1-5,2-3,4-10,3-6,7-12,,,,,,,,,,24-57,8-24,12-19,0,15,6,28,17,9,24,6
2025-11-29_hawaii_lindenwood,Hawaii,6-12,3-6,1-2,4-16,1-5,0-0,3-10,1-3,4-5,7-16,1-4,8-14,,,,,,,,,,20-54,6-18,13-21,0,5,6,24,6,9,11,19
2025-11-29_uc_irvine_colgate,Colgate,4-11,2-3,0-0,4-14,2-7,3-3,4-11,2-6,2-4,4-13,2-9,3-4,,,,,,,,,,16-49,8-25,8-11,0,2,0,6,0,0,4,11
2025-11-29_uc_irvine_colgate,UC Irvine,7-13,4-7,6-6,9-17,3-7,0-0,7-15,2-8,3-5,8-17,2-5,0-0,,,,,,,,,,31-62,11-27,9-11,0,8,0,34,11,0,29,28
2025-11-29_uc_santa_barbara_chattanooga,Chattanooga,6-13,0-4,4-4,6-16,1-8,1-2,7-21,3-7,0-0,5-13,2-5,5-6,,,,,,,,,,24-63,6-24,10-12,0,15,10,36,2,10,10,11
2025-11-29_uc_santa_barbara_chattanooga,UC Santa Barbara,6-13,1-7,7-8,5-11,3-5,2-2,2-9,1-4,6-8,9-16,2-4,0-1,,,,,,,,,,22-49,7-20,15-19,0,3,10,30,4,10,12,3
2025-11-29_cal_st_fullerton_lmu_ca,LMU (CA),9-17,2-3,1-1,5-13,1-3,7-8,6-14,2-4,1-2,4-10,1-2,10-12,,,,,,,,,,24-54,6-12,19-23,0,6,8,28,15,3,11,8
2025-11-29_cal_st_fullerton_lmu_ca,Cal St. Fullerton,8-13,0-1,2-3,6-13,1-2,0-1,4-11,2-4,5-8,7-20,0-1,2-3,,,,,,,,,,25-57,3-8,9-15,0,5,8,40,7,3,17,19
2025-11-29_arizona_csu_bakersfield,CSU Bakersfield,5-16,1-8,2-4,6-18,2-7,0-0,7-17,3-8,8-11,4-14,3-7,0-0,,,,,,,,,,22-65,9-30,10-15,0,11,1,16,2,1,20,17
2025-11-29_arizona_csu_bakersfield,Arizona,9-16,2-4,2-5,5-14,0-1,3-4,8-15,1-5,10-13,8-15,0-1,0-0,,,,,,,,,,30-60,3-11,15-22,0,9,1,50,18,1,20,16
2025-11-29_uc_riverside_cal_lutheran,Cal Lutheran,3-11,1-5,2-2,6-16,3-6,0-0,4-13,0-3,4-7,4-14,1-4,2-2,,,,,,,,,,17-54,5-18,8-11,0,6,2,14,0,3,8,5
2025-11-29_uc_riverside_cal_lutheran,UC Riverside,7-18,0-5,2-2,4-13,0-5,4-4,4-11,0-6,7-10,7-17,2-7,5-12,,,,,,,,,,22-59,2-23,18-28,0,15,2,32,11,3,26,17
2025-11-30_hawaii_santa_clara,Santa Clara,7-19,4-12,2-2,6-22,1-5,2-3,7-17,4-9,3-3,8-19,2-8,2-2,,,,,,,,,,28-77,11-34,9-10,0,12,1,32,25,1,28,10
2025-11-30_hawaii_santa_clara,Hawaii,3-13,0-1,2-2,6-13,2-2,3-5,7-12,2-4,2-2,5-17,2-6,2-2,,,,,,,,,,21-55,6-13,9-11,0,2,1,26,6,1,2,32
2025-11-30_portland_st_uc_san_diego,UC San Diego,12-22,3-5,3-3,6-18,3-7,0-0,10-17,5-9,2-2,8-15,0-3,6-8,,,,,,,,,,36-72,11-24,11-13,0,12,0,48,6,0,23,28
2025-11-30_portland_st_uc_san_diego,Portland St.,6-17,1-5,1-3,2-12,1-5,6-9,3-10,1-3,13-16,5-16,1-5,8-11,,,,,,,,,,16-55,4-18,28-39,0,9,0,18,2,0,5,9
2025-12-04_uc_davis_hawaii,Hawaii,6-15,2-5,1-1,7-11,3-7,1-1,5-14,3-10,0-0,6-13,2-8,3-4,,,,,,,,,,24-53,10-30,5-6,0,5,4,24,10,9,11,10
2025-12-04_uc_davis_hawaii,UC Davis,9-15,1-2,1-2,4-13,2-8,1-2,2-13,1-7,6-6,9-21,3-7,5-5,,,,,,,,,,24-62,7-24,13-15,0,8,4,32,8,9,27,0
2025-12-04_uc_riverside_uc_irvine,UC Irvine,6-17,4-10,4-4,5-14,1-9,5-6,6-17,2-10,2-2,8-12,2-3,7-9,,,,,,,,,,25-60,9-32,18-21,0,7,0,24,11,0,27,27
2025-12-04_uc_riverside_uc_irvine,UC Riverside,3-16,0-5,0-0,2-12,1-4,0-0,3-12,2-6,7-8,6-18,1-8,1-2,,,,,,,,,,14-58,4-23,8-10,1,1,0,14,6,0,8,4
2025-12-04_long_beach_st_uc_santa_barbara,UC Santa Barbara,7-16,5-8,1-2,8-15,4-5,1-2,5-15,4-10,5-8,3-15,1-5,0-0,,,,,,,,,,23-61,14-28,7-12,0,14,6,18,1,10,22,25
2025-12-04_long_beach_st_uc_santa_barbara,Long Beach St.,9-18,2-7,0-0,4-16,2-7,0-0,5-10,1-2,2-2,4-14,1-8,0-0,,,,,,,,,,22-58,6-24,2-2,0,13,6,28,4,10,11,17
2025-12-04_cal_poly_cal_st_fullerton,Cal St. Fullerton,8-20,1-5,0-1,8-14,4-7,2-2,10-20,0-1,11-12,7-14,2-5,10-12,,,,,,,,,,33-68,7-18,23-27,0,20,1,48,22,1,42,58
2025-12-04_cal_poly_cal_st_fullerton,Cal Poly,5-14,2-5,0-0,4-16,0-7,8-9,7-10,1-2,7-7,4-11,1-4,5-6,,,,,,,,,,20-51,4-18,20-22,0,15,1,26,6,1,20,15
2025-12-04_csu_bakersfield_csun,CSUN,4-16,1-4,0-0,5-11,4-7,4-6,5-12,3-6,2-4,7-15,1-5,2-3,,,,,,,,,,21-54,9-22,8-13,0,2,8,18,8,9,11,36
2025-12-04_csu_bakersfield_csun,CSU Bakersfield,2-19,0-7,2-4,8-14,2-2,3-4,4-13,0-6,4-4,5-14,2-2,6-8,,,,,,,,,,19-60,4-17,15-20,0,9,8,26,9,9,18,6
2025-12-06_gonzaga_uc_davis,UC Davis,3-13,1-5,2-2,6-11,2-6,1-1,8-14,4-8,10-10,7-18,2-6,2-2,,,,,,,,,,24-56,9-25,15-15,0,11,1,30,10,2,17,2
2025-12-06_gonzaga_uc_davis,Gonzaga,11-18,5-6,1-1,10-16,4-10,1-1,7-14,2-5,0-0,4-11,1-6,5-8,,,,,,,,,,32-59,12-27,7-10,0,11,1,28,6,2,21,17
2025-12-06_cal_st_fullerton_hawaii,Hawaii,6-17,2-8,2-2,8-14,2-3,4-4,5-11,2-4,6-8,9-14,3-5,3-4,,,,,,,,,,28-56,9-20,15-18,0,16,9,36,18,7,12,43
2025-12-06_cal_st_fullerton_hawaii,Cal St. Fullerton,7-23,1-4,2-2,10-22,0-3,2-5,11-19,1-2,4-7,5-16,0-1,6-8,,,,,,,,,,33-80,2-10,14-22,0,18,9,56,19,7,31,27
2025-12-06_csun_uc_irvine,UC Irvine,3-17,1-8,9-10,8-20,3-9,2-3,6-17,1-4,6-8,6-10,1-2,3-8,,,,,,,,,,23-64,6-23,20-29,0,22,0,28,7,1,22,8
2025-12-06_csun_uc_irvine,CSUN,5-11,1-5,0-0,2-14,0-6,0-0,6-14,2-6,1-4,5-15,2-10,4-5,,,,,,,,,,18-54,5-27,5-9,0,4,0,18,4,1,6,25
2025-12-06_uc_san_diego_long_beach_st,Long Beach St.,2-13,2-10,1-2,4-9,0-4,1-2,6-11,4-7,0-0,5-19,3-9,0-0,,,,,,,,,,17-52,9-30,2-4,0,8,1,14,12,1,10,7
2025-12-06_uc_san_diego_long_beach_st,UC San Diego,9-13,4-6,1-2,8-17,0-5,0-1,8-18,3-11,3-4,6-15,2-7,0-2,,,,,,,,,,31-63,9-29,4-9,0,14,1,34,16,1,32,12
2025-12-06_csu_bakersfield_uc_santa_barbara,UC Santa Barbara,5-13,2-6,4-6,5-15,2-5,4-4,7-10,2-2,6-9,6-11,1-3,0-0,,,,,,,,,,23-49,7-16,14-19,0,5,0,32,7,1,14,12
2025-12-06_csu_bakersfield_uc_santa_barbara,CSU Bakersfield,3-17,0-5,0-0,4-13,2-7,4-6,5-12,0-4,0-0,6-17,0-4,5-10,,,,,,,,,,18-59,2-20,9-16,0,6,0,24,7,1,15,7
2025-12-06_uc_riverside_cal_poly,Cal Poly,4-12,2-5,4-4,2-13,2-5,1-2,4-15,0-3,1-2,4-9,3-7,5-7,,,,,,,,,,14-49,7-20,11-15,0,8,2,12,0,4,10,16
2025-12-06_uc_riverside_cal_poly,UC Riverside,3-17,0-9,0-0,7-13,2-6,3-4,6-13,3-7,0-0,8-12,3-6,4-6,,,,,,,,,,24-55,8-28,7-10,0,5,2,24,12,4,22,13
2025-12-11_hawaii_hawaii_hilo,Hawaii Hilo,3-15,3-8,2-2,6-16,2-5,2-2,2-13,0-2,4-6,4-15,4-8,0-2,,,,,,,,,,15-59,9-23,8-12,0,2,0,10,3,2,14,30
2025-12-11_hawaii_hawaii_hilo,Hawaii,7-12,2-3,1-2,8-13,1-3,1-1,6-11,1-2,1-2,4-16,1-6,3-4,,,,,,,,,,25-52,5-14,6-9,0,11,0,40,7,2,14,32
2025-12-11_long_beach_st_portland,Portland,6-21,3-6,2-2,6-18,2-6,0-0,12-23,1-7,8-9,11-19,2-5,6-7,,,,,,,,,,35-81,8-24,16-18,0,21,1,50,11,3,26,48
2025-12-11_long_beach_st_portland,Long Beach St.,5-18,1-4,1-2,5-13,0-0,6-6,3-10,1-2,5-9,7-15,3-5,1-2,,,,,,,,,,20-56,5-11,13-19,0,4,1,22,3,3,4,9
2025-12-13_uc_irvine_california_baptist,California Baptist,4-13,2-8,0-0,4-14,2-8,6-9,3-13,0-7,6-10,7-17,1-4,4-5,,,,,,,,,,18-57,5-27,16-24,0,7,1,24,12,1,3,22
2025-12-13_uc_irvine_california_baptist,UC Irvine,5-15,2-8,8-8,7-16,5-6,2-6,7-19,1-6,4-5,6-13,1-4,4-4,,,,,,,,,,25-63,9-24,18-23,0,5,1,28,4,1,24,13
2025-12-13_utah_tech_uc_santa_barbara,UC Santa Barbara,8-19,4-10,2-4,5-16,1-8,3-3,6-17,2-8,1-1,5-16,3-9,4-6,,,,,,,,,,24-68,10-35,10-14,0,12,5,24,2,3,15,20
2025-12-13_utah_tech_uc_santa_barbara,Utah Tech,5-14,3-10,2-2,5-13,2-8,5-5,4-14,0-4,3-4,9-14,3-5,1-1,,,,,,,,,,23-55,8-27,11-12,0,9,5,30,11,3,10,12
2025-12-13_cal_poly_idaho_st,Idaho St.,7-16,1-5,2-2,4-14,3-8,5-6,5-12,2-2,2-5,6-10,1-4,2-3,,,,,,,,,,22-52,7-19,11-16,0,17,1,24,4,0,20,25
2025-12-13_cal_poly_idaho_st,Cal Poly,4-10,1-2,0-0,5-10,1-3,3-3,5-11,2-4,2-2,3-9,1-3,5-9,,,,,,,,,,17-40,5-12,10-14,0,7,1,18,1,0,9,0
2025-12-13_csun_san_jose_st,San Jose St.,5-14,4-8,3-5,5-17,1-7,3-5,5-14,3-4,1-2,4-16,2-8,0-0,,,,,,,,,,19-61,10-27,7-12,0,7,1,12,14,7,10,30
2025-12-13_csun_san_jose_st,CSUN,7-15,6-10,2-2,6-17,3-8,7-8,4-14,1-8,0-2,3-13,3-10,4-8,,,,,,,,,,20-59,13-36,13-20,0,8,1,10,12,7,17,22
2025-12-13_cal_st_fullerton_portland_st,Portland St.,5-10,1-4,4-4,6-13,2-7,4-4,5-17,1-4,6-7,4-17,2-9,6-10,,,,,,,,,,20-57,6-24,20-25,0,19,0,26,8,0,22,28
2025-12-13_cal_st_fullerton_portland_st,Cal St. Fullerton,10-16,2-2,3-3,4-15,0-4,9-10,10-17,1-2,3-3,7-14,0-1,1-2,,,,,,,,,,31-62,3-9,16-18,0,7,0,40,18,0,32,22
2025-12-13_seattle_u_csu_bakersfield,CSU Bakersfield,6-14,2-6,8-10,6-17,1-4,4-8,7-13,2-4,2-3,7-17,1-6,0-0,,,,,,,,,,26-61,6-20,14-21,0,15,6,36,8,3,17,27
2025-12-13_seattle_u_csu_bakersfield,Seattle U,5-13,0-4,5-6,7-14,1-3,1-1,4-16,0-5,1-1,5-14,1-6,0-0,,,,,,,,,,21-57,2-18,7-8,0,13,6,36,0,3,16,17
2025-12-14_uc_davis_chico_st,Chico St.,7-19,2-3,2-3,2-20,1-5,0-0,3-17,0-4,0-0,4-15,3-3,2-8,,,,,,,,,,16-71,6-15,4-11,0,6,1,12,4,7,13,18
2025-12-14_uc_davis_chico_st,UC Davis,6-14,4-10,0-0,8-14,3-6,2-2,9-21,3-13,2-4,5-16,3-10,1-2,,,,,,,,,,28-65,13-39,5-8,0,8,1,26,16,7,8,20
2025-12-14_san_diego_uc_riverside,UC Riverside,6-14,2-4,2-2,5-15,3-9,4-4,2-13,0-8,2-2,5-19,3-9,4-5,,,,,,,,,,18-61,8-30,12-13,0,15,2,16,0,2,9,14
2025-12-14_san_diego_uc_riverside,San Diego,9-18,4-7,0-0,5-13,1-4,3-4,5-13,1-2,3-3,4-8,1-1,4-6,,,,,,,,,,23-52,7-14,10-13,0,12,2,24,3,2,5,16
2025-12-15_california_baptist_uc_san_diego,UC San Diego,5-14,1-4,7-10,3-19,1-7,0-2,12-17,5-7,1-1,5-13,0-2,2-3,,,,,,,,,,25-63,7-20,10-16,0,8,1,32,8,1,19,9
2025-12-15_california_baptist_uc_san_diego,California Baptist,3-15,1-9,1-3,4-15,0-6,4-6,9-14,1-4,3-4,7-15,1-6,2-2,,,,,,,,,,23-59,3-25,10-15,0,3,1,40,12,1,19,23
2025-12-16_new_mexico_st_uc_irvine,UC Irvine,4-12,2-5,7-9,7-14,3-6,7-7,8-17,4-10,2-2,5-9,4-6,6-6,,,,,,,,,,24-52,13-27,22-24,0,4,6,18,10,5,8,28
2025-12-16_new_mexico_st_uc_irvine,New Mexico St.,8-18,0-3,2-2,5-10,0-1,4-6,3-8,2-4,8-10,7-17,4-7,0-1,,,,,,,,,,23-53,6-15,14-19,0,0,6,28,11,5,22,10
2025-12-16_ucla_cal_poly,Cal Poly,5-11,3-6,0-0,1-10,1-2,0-0,2-8,0-3,1-2,3-11,0-2,1-2,,,,,,,,,,11-40,4-13,2-4,0,0,0,12,0,0,3,12
2025-12-16_ucla_cal_poly,UCLA,10-20,3-8,2-3,13-22,4-10,5-8,12-20,5-9,2-4,7-11,1-3,9-11,,,,,,,,,,42-73,13-30,18-26,0,21,0,56,28,0,59,25
2025-12-16_csu_bakersfield_cal_st_east_bay,Cal St. East Bay,8-15,0-4,3-4,6-14,0-1,1-1,5-11,0-1,2-4,4-10,1-2,2-4,,,,,,,,,,23-50,1-8,8-13,0,4,2,32,8,4,9,21
2025-12-16_csu_bakersfield_cal_st_east_bay,CSU Bakersfield,6-22,3-8,1-2,4-26,0-9,2-3,8-24,2-6,2-2,6-12,1-4,8-11,,,,,,,,,,24-84,6-27,13-18,0,13,2,34,10,4,29,8
2025-12-17_utah_uc_riverside,UC Riverside,4-17,0-8,1-1,6-14,2-4,1-2,4-13,1-4,3-4,6-13,4-9,0-0,,,,,,,,,,20-57,7-25,5-7,0,10,5,20,7,7,18,15
2025-12-17_utah_uc_riverside,Utah,2-7,0-4,1-7,6-16,3-8,3-8,13-18,1-4,4-4,3-11,0-4,1-2,,,,,,,,,,24-52,4-20,9-21,0,10,5,36,10,7,16,15
2025-12-18_utep_uc_irvine,UC Irvine,8-15,2-5,3-4,7-13,4-7,4-4,11-15,2-5,8-8,4-10,1-1,9-13,,,,,,,,,,30-53,9-18,24-29,1,9,1,30,17,0,21,17
2025-12-18_utep_uc_irvine,UTEP,5-17,1-6,4-4,4-11,2-6,3-4,6-14,2-3,8-10,8-16,1-6,5-9,,,,,,,,,,23-58,6-21,20-27,1,8,1,28,16,0,18,15
2025-12-18_uc_santa_barbara_eastern_wash,Eastern Wash.,10-19,2-5,2-4,4-17,0-5,1-2,4-17,0-7,10-12,3-15,1-1,5-9,,,,,,,,,,21-68,3-18,18-27,0,10,3,36,3,5,5,13
2025-12-18_uc_santa_barbara_eastern_wash,UC Santa Barbara,9-16,2-5,2-2,12-20,3-7,3-4,5-14,2-6,6-9,5-16,2-7,7-9,,,,,,,,,,31-66,9-25,18-24,0,7,3,42,9,5,11,19
2025-12-18_southern_california_cal_poly,Cal Poly,4-15,2-6,0-0,5-9,1-2,2-4,1-8,0-3,3-6,4-12,1-4,2-2,,,,,,,,,,14-44,4-15,7-12,0,6,0,16,7,0,2,15
2025-12-18_southern_california_cal_poly,Southern California,9-17,3-9,4-6,9-20,2-8,0-0,9-22,3-10,5-8,7-19,1-9,0-0,,,,,,,,,,34-78,9-36,9-14,0,20,0,44,27,0,39,45
2025-12-18_csun_northern_ariz,Northern Ariz.,8-17,1-5,1-2,7-19,2-5,3-6,6-12,0-4,8-10,7-15,1-4,5-9,,,,,,,,,,28-63,4-18,17-27,0,13,1,38,24,1,27,18
2025-12-18_csun_northern_ariz,CSUN,4-17,2-10,1-3,4-12,2-8,2-7,3-10,1-6,5-5,5-20,3-13,8-10,,,,,,,,,,16-59,8-37,16-25,0,20,1,16,10,1,19,29
2025-12-19_liberty_hawaii,Hawaii,6-10,2-4,2-2,6-17,4-12,1-2,7-16,5-9,0-0,2-12,2-7,9-12,,,,,,,,,,21-55,13-32,12-16,0,6,3,16,10,8,15,35
2025-12-19_liberty_hawaii,Liberty,5-12,1-4,4-6,3-10,1-2,0-0,4-12,0-2,2-6,9-14,4-6,4-6,,,,,,,,,,21-48,6-14,10-18,0,8,3,18,7,8,13,35
2025-12-20_uc_davis_northern_colo,Northern Colo.,4-18,2-11,6-6,5-15,1-4,1-2,6-12,3-5,3-4,3-12,0-3,5-6,,,,,,,,,,18-57,6-23,15-18,0,13,1,24,5,1,19,26
2025-12-20_uc_davis_northern_colo,UC Davis,3-12,2-10,0-0,4-11,2-6,2-5,4-11,2-7,4-8,5-15,1-6,2-2,,,,,,,,,,16-49,7-29,8-15,0,8,1,18,5,1,9,6
2025-12-20_montana_st_hawaii,Hawaii,4-12,1-3,2-4,2-7,1-1,1-2,9-14,3-6,0-1,7-15,4-8,0-0,,,,,,,,,,22-48,9-18,3-7,0,12,2,22,2,6,11,39
2025-12-20_montana_st_hawaii,Montana St.,5-17,0-7,1-1,9-16,2-5,3-3,6-14,0-4,1-2,10-16,2-2,3-4,,,,,,,,,,30-63,4-18,8-10,0,16,2,50,13,6,31,15
2025-12-20_uc_san_diego_northern_ariz,Northern Ariz.,7-15,2-7,2-4,11-16,1-1,4-5,2-11,0-3,0-6,7-14,2-4,6-6,,,,,,,,,,27-56,5-15,12-21,0,13,1,40,11,0,10,14
2025-12-20_uc_san_diego_northern_ariz,UC San Diego,5-19,0-7,1-2,7-14,1-4,1-1,8-18,1-4,2-2,9-21,3-8,1-7,,,,,,,,,,29-72,5-23,5-12,0,12,1,42,9,0,22,6
2025-12-20_ucla_long_beach_st,Long Beach St.,4-12,0-2,3-4,5-14,2-4,0-0,3-12,1-3,1-2,5-14,1-6,2-2,,,,,,,,,,17-52,4-15,6-8,0,3,0,20,2,0,6,20
2025-12-20_ucla_long_beach_st,UCLA,11-18,4-9,3-5,12-16,1-3,3-4,7-20,2-9,5-7,12-22,2-8,2-4,,,,,,,,,,42-76,9-29,13-20,0,19,0,56,12,0,26,45
2025-12-20_pepperdine_csun,CSUN,4-15,2-5,1-2,3-13,0-5,1-4,10-17,3-6,2-2,7-17,3-6,3-6,,,,,,,,,,24-62,8-22,7-14,0,8,3,28,0,4,12,19
2025-12-20_pepperdine_csun,Pepperdine,5-18,1-5,1-2,9-19,1-3,0-0,5-17,1-9,2-3,7-14,4-8,7-8,,,,,,,,,,26-68,7-25,10-13,0,16,3,32,13,4,20,24
2025-12-20_san_diego_cal_st_fullerton,Cal St. Fullerton,6-14,1-1,3-4,2-10,1-3,2-6,6-23,0-6,3-6,7-20,1-5,2-3,,,,,,,,,,21-67,3-15,10-19,0,19,7,34,4,1,21,9
2025-12-20_san_diego_cal_st_fullerton,San Diego,6-13,1-4,3-3,6-12,4-6,0-0,1-6,0-1,7-10,6-14,2-5,1-1,,,,,,,,,,19-45,7-16,11-14,0,23,7,20,8,1,10,18
2025-12-20_csu_bakersfield_eastern_wash,Eastern Wash.,6-18,2-8,1-4,5-17,0-4,3-4,3-12,2-7,6-10,8-14,3-6,11-14,,,,,,,,,,22-61,7-25,21-32,0,18,2,22,8,0,7,2
2025-12-20_csu_bakersfield_eastern_wash,CSU Bakersfield,8-20,3-7,0-0,6-17,1-2,2-2,6-14,2-3,5-7,7-9,3-3,15-21,,,,,,,,,,27-60,9-15,22-30,0,10,2,22,6,0,7,11
2025-12-21_uc_riverside_gonzaga,Gonzaga,7-11,3-5,3-4,3-11,1-4,1-4,8-14,0-1,3-5,6-16,0-2,9-10,,,,,,,,,,24-52,4-12,16-23,0,8,8,38,11,13,17,15
2025-12-21_uc_riverside_gonzaga,UC Riverside,8-15,3-6,0-0,7-21,0-5,1-2,6-15,1-7,1-1,5-16,3-7,1-2,,,,,,,,,,26-67,7-25,3-5,0,8,8,24,7,13,20,7
2025-12-22_long_beach_st_toledo,Toledo,6-15,0-4,0-0,5-15,1-6,3-4,7-12,1-1,4-6,7-11,3-6,2-3,,,,,,,,,,25-53,5-17,9-13,0,6,3,36,8,3,17,17
