game_id,team,q1_fg,q1_3p,q1_ft,q2_fg,q2_3p,q2_ft,q3_fg,q3_3p,q3_ft,q4_fg,q4_3p,q4_ft,ot1_fg,ot1_3p,ot1_ft,ot2_fg,ot2_3p,ot2_ft,ot3_fg,ot3_3p,ot3_ft,total_fg,total_3p,total_ft,technical_fouls,second_chance_pts,scores_tied,pts_in_paint,fast_break_pts,lead_changes,pts_off_turnovers,bench_pts
2025-12-22_long_beach_st_toledo,Long Beach St.,6-13,1-4,1-1,3-14,0-3,0-0,2-15,0-3,2-4,5-13,1-4,6-11,,,,,,,,,,16-55,2-14,9-16,0,6,3,18,0,3,8,4
2025-12-28_california_cal_poly,Cal Poly,3-13,2-5,2-2,6-15,0-3,0-0,5-12,1-1,4-6,4-12,1-2,4-4,,,,,,,,,,18-52,4-11,10-12,0,8,0,22,2,2,6,18
2025-12-28_california_cal_poly,California,6-16,2-9,1-3,7-17,3-11,2-3,11-15,3-7,2-5,12-19,2-8,4-5,,,,,,,,,,36-67,10-35,9-16,0,10,0,50,16,2,32,41
2025-12-28_cal_st_fullerton_la_sierra,La Sierra,0-8,0-3,0-0,2-15,0-4,2-3,2-11,1-5,4-4,3-18,1-8,0-0,,,,,,,,,,7-52,2-20,6-7,0,0,0,6,6,0,5,12
2025-12-28_cal_st_fullerton_la_sierra,Cal St. Fullerton,14-25,0-4,3-4,13-21,3-7,4-6,10-20,0-2,6-6,7-21,0-4,6-7,,,,,,,,,,44-87,3-17,19-23,0,29,0,78,30,0,47,41
2025-12-29_long_beach_st_hope_intl,Hope Int'l,5-16,4-12,0-2,6-15,3-9,4-5,6-17,1-6,3-4,5-21,1-10,2-3,,,,,,,,,,22-69,9-37,9-14,0,4,1,22,4,7,7,6
2025-12-29_long_beach_st_hope_intl,Long Beach St.,7-19,0-3,1-2,7-16,1-5,2-2,9-24,3-8,2-4,4-15,1-2,4-6,,,,,,,,,,27-74,5-18,9-14,0,12,1,42,9,7,11,15
2025-12-30_uc_riverside_uc_merced,UC Merced,5-16,4-7,1-2,6-15,1-5,0-0,4-8,1-3,5-8,4-17,0-7,2-2,,,,,,,,,,19-56,6-22,8-12,0,7,1,20,7,2,6,15
2025-12-30_uc_riverside_uc_merced,UC Riverside,9-18,0-5,5-5,11-23,3-9,4-4,7-15,3-7,9-19,7-15,1-6,0-0,,,,,,,,,,34-71,7-27,18-28,0,17,1,42,27,2,34,19
2026-01-01_csun_uc_davis,UC Davis,10-17,2-5,1-1,6-16,2-10,2-2,10-16,4-8,1-1,10-16,1-5,0-2,,,,,,,,,,36-65,9-28,4-6,0,11,0,46,12,1,18,13
2026-01-01_csun_uc_davis,CSUN,5-14,3-7,2-2,3-15,1-9,4-6,9-16,3-6,1-2,7-18,2-7,2-4,,,,,,,,,,24-63,9-29,9-14,0,7,0,26,6,1,13,30
2026-01-01_hawaii_uc_riverside,UC Riverside,6-11,2-5,1-2,5-13,1-5,6-8,5-13,1-5,3-3,6-16,1-6,6-6,,,,,,,,,,22-53,5-21,16-19,0,4,3,28,8,10,11,3
2026-01-01_hawaii_uc_riverside,Hawaii,7-15,1-5,1-2,3-13,0-4,2-4,7-14,1-7,3-6,6-18,2-4,2-2,,,,,,,,,,23-60,4-20,8-14,0,6,3,36,6,10,18,28
2026-01-01_uc_irvine_csu_bakersfield,CSU Bakersfield,5-18,0-6,4-4,5-14,2-7,2-5,5-14,1-4,2-3,6-13,6-10,4-4,,,,,,,,,,21-59,9-27,12-16,0,7,2,16,5,4,8,19
2026-01-01_uc_irvine_csu_bakersfield,UC Irvine,5-19,2-9,4-4,6-11,1-4,7-8,9-15,4-7,1-2,4-11,2-5,13-14,,,,,,,,,,24-56,9-25,25-28,0,7,2,22,6,4,21,18
2026-01-01_uc_san_diego_cal_poly,Cal Poly,3-11,0-3,1-2,4-16,2-8,2-2,5-16,1-2,3-4,8-14,1-2,4-4,,,,,,,,,,20-57,4-15,10-12,0,10,1,26,6,0,3,13
2026-01-01_uc_san_diego_cal_poly,UC San Diego,6-17,1-7,1-2,7-15,3-7,3-4,8-15,3-8,4-6,8-18,1-7,1-1,,,,,,,,,,29-65,8-29,9-13,0,15,1,36,20,0,21,21
2026-01-01_uc_santa_barbara_cal_st_fullerton,Cal St. Fullerton,8-20,1-4,1-1,6-23,1-8,2-2,5-15,0-5,5-8,7-15,0-2,0-0,,,,,,,,,,26-73,2-19,8-11,0,16,7,44,8,10,20,13
2026-01-01_uc_santa_barbara_cal_st_fullerton,UC Santa Barbara,8-12,5-8,1-1,6-10,2-4,1-1,3-8,3-5,4-6,4-12,1-6,2-3,,,,,,,,,,21-42,11-23,8-11,0,6,7,18,8,10,14,20
2026-01-03_csu_bakersfield_uc_davis,UC Davis,5-14,1-6,4-4,5-12,2-5,4-5,8-11,1-4,5-8,4-10,2-6,6-11,,,,,,,,,,22-47,6-21,19-28,0,6,4,30,14,5,7,5
2026-01-03_csu_bakersfield_uc_davis,CSU Bakersfield,6-22,1-6,2-2,5-18,1-7,0-0,7-15,4-7,2-2,5-16,2-6,1-2,,,,,,,,,,23-71,8-26,5-6,0,7,4,20,7,5,17,14
2026-01-03_hawaii_uc_san_diego,UC San Diego,5-15,1-7,2-4,8-15,4-7,2-2,5-16,3-8,1-2,3-9,1-1,9-12,,,,,,,,,,21-55,9-23,14-20,0,3,3,20,8,2,16,10
2026-01-03_hawaii_uc_san_diego,Hawaii,6-11,2-4,2-2,4-9,2-5,3-4,5-15,2-8,0-0,4-13,0-7,5-5,,,,,,,,,,19-48,6-24,10-11,0,7,3,20,8,2,15,6
2026-01-03_uc_irvine_cal_st_fullerton,Cal St. Fullerton,5-22,1-5,0-2,3-15,0-8,3-6,4-20,0-4,6-6,7-14,0-4,3-11,,,,,,,,,,19-71,1-21,12-25,0,13,1,30,9,4,17,20
2026-01-03_uc_irvine_cal_st_fullerton,UC Irvine,5-14,2-6,2-3,4-9,1-3,10-14,4-8,2-5,9-13,4-15,1-7,3-4,,,,,,,,,,17-46,6-21,24-34,0,13,1,20,8,4,10,14
2026-01-03_uc_santa_barbara_csun,CSUN,3-12,2-6,5-8,8-15,1-3,1-3,6-12,1-5,8-9,6-11,3-5,3-8,,,,,,,,,,23-50,7-19,17-28,0,11,2,30,9,6,17,33
2026-01-03_uc_santa_barbara_csun,UC Santa Barbara,9-14,1-3,7-9,9-16,1-6,2-3,8-17,3-6,9-11,6-9,1-2,0-0,,,,,,,,,,32-56,6-17,18-23,0,10,2,50,13,6,26,15
2026-01-03_cal_poly_long_beach_st,Long Beach St.,2-14,0-5,0-0,4-14,4-10,2-2,3-9,2-5,10-12,5-10,3-4,0-4,,,,,,,,,,14-47,9-24,12-18,0,2,1,10,8,1,14,23
2026-01-03_cal_poly_long_beach_st,Cal Poly,4-12,1-1,3-4,6-13,0-3,2-2,4-13,0-5,8-8,8-16,1-4,4-4,,,,,,,,,,22-54,2-13,17-18,0,8,1,34,10,1,12,7
2026-01-08_uc_davis_uc_santa_barbara,UC Santa Barbara,6-16,0-6,1-2,7-16,1-4,1-2,5-16,1-8,0-0,3-13,1-4,8-8,,,,,,,,,,21-61,3-22,10-12,0,4,3,36,11,3,4,5
2026-01-08_uc_davis_uc_santa_barbara,UC Davis,5-18,1-9,2-2,4-16,1-7,2-2,4-15,1-7,1-2,6-16,1-4,0-0,,,,,,,,,,19-65,4-27,5-6,0,5,3,28,6,3,6,2
2026-01-08_long_beach_st_uc_irvine,UC Irvine,6-23,4-11,6-6,7-14,0-1,5-5,6-14,5-10,8-12,5-11,2-3,0-1,,,,,,,,,,24-62,11-25,19-24,0,18,2,16,9,5,27,24
2026-01-08_long_beach_st_uc_irvine,Long Beach St.,6-15,4-10,0-0,5-13,3-8,0-0,8-17,3-8,0-1,3-9,0-2,5-6,,,,,,,,,,22-54,10-28,5-7,0,5,2,18,7,5,19,8
2026-01-08_cal_st_fullerton_uc_san_diego,UC San Diego,7-12,2-4,3-4,6-14,2-5,2-3,9-16,5-10,2-2,3-14,0-5,0-2,5-6,1-2,4-4,,,,,,,30-62,10-26,11-15,0,5,3,34,23,5,31,6
2026-01-08_cal_st_fullerton_uc_san_diego,Cal St. Fullerton,5-15,1-4,2-2,7-16,2-4,3-4,6-12,0-2,4-5,6-15,0-2,6-8,1-10,0-2,1-2,,,,,,,25-68,3-14,16-21,0,16,3,36,10,5,24,15
2026-01-08_cal_poly_csun,CSUN,7-13,1-4,3-6,6-16,2-5,8-11,8-16,3-6,1-2,4-11,2-6,7-12,,,,,,,,,,25-56,8-21,19-31,0,21,2,30,12,1,20,12
2026-01-08_cal_poly_csun,Cal Poly,5-15,0-3,4-7,7-11,2-6,4-5,6-17,1-1,1-1,6-15,3-7,5-10,,,,,,,,,,24-58,6-17,14-23,0,8,2,26,5,1,21,8
2026-01-08_uc_riverside_csu_bakersfield,CSU Bakersfield,5-17,0-3,0-0,4-14,2-7,3-4,1-14,0-7,4-7,5-17,0-6,3-5,,,,,,,,,,15-62,2-23,10-16,1,5,0,20,5,0,11,16
2026-01-08_uc_riverside_csu_bakersfield,UC Riverside,4-14,2-7,6-6,5-13,3-7,5-6,3-12,0-4,5-5,6-12,2-7,5-8,,,,,,,,,,18-51,7-25,21-25,1,4,0,18,11,0,11,15
2026-01-10_uc_davis_cal_poly,Cal Poly,4-9,2-4,1-2,5-13,1-5,0-2,7-18,2-4,8-14,5-11,1-4,4-10,,,,,,,,,,21-51,6-17,13-28,0,8,0,18,7,0,9,19
2026-01-10_uc_davis_cal_poly,UC Davis,6-17,2-9,4-4,7-17,3-10,4-4,8-16,2-7,12-12,4-12,2-5,8-11,,,,,,,,,,25-62,9-31,28-31,0,12,0,28,20,0,28,24
2026-01-10_uc_irvine_hawaii,Hawaii,5-11,2-6,2-2,3-12,1-4,0-0,5-17,3-7,1-2,4-13,3-7,1-1,,,,,,,,,,17-53,9-24,4-5,0,11,5,14,0,5,0,18
2026-01-10_uc_irvine_hawaii,UC Irvine,4-13,0-4,3-5,2-15,1-5,2-4,5-14,1-5,4-5,6-15,3-8,2-2,,,,,,,,,,17-57,5-22,11-16,0,9,5,12,0,5,13,3
2026-01-10_uc_san_diego_uc_riverside,UC Riverside,4-16,2-11,0-0,5-12,4-9,2-2,3-17,1-8,2-2,8-17,2-8,1-2,,,,,,,,,,20-62,9-36,5-6,0,10,2,16,8,7,9,9
2026-01-10_uc_san_diego_uc_riverside,UC San Diego,5-16,1-5,0-0,9-14,3-4,1-1,7-15,2-2,1-1,10-18,0-1,0-1,,,,,,,,,,31-63,6-12,2-3,0,16,2,50,8,7,11,9
2026-01-10_csu_bakersfield_long_beach_st,Long Beach St.,7-21,1-7,1-4,0-14,0-6,1-2,5-17,0-5,1-2,7-17,4-7,2-2,,,,,,,,,,19-69,5-25,5-10,0,8,2,14,0,1,10,18
2026-01-10_csu_bakersfield_long_beach_st,CSU Bakersfield,10-17,3-7,2-2,8-16,2-6,4-5,5-11,1-4,4-4,5-14,3-10,0-0,,,,,,,,,,28-58,9-27,10-11,0,8,2,26,2,1,13,31
2026-01-10_csun_cal_st_fullerton,Cal St. Fullerton,4-20,0-1,8-9,7-20,3-6,6-8,8-20,0-4,5-7,5-10,0-1,3-6,,,,,,,,,,24-70,3-12,22-30,0,17,2,32,17,2,36,20
2026-01-10_csun_cal_st_fullerton,CSUN,6-12,1-5,1-2,1-10,0-3,2-2,6-11,2-6,6-9,8-16,2-5,2-2,,,,,,,,,,21-49,5-19,11-15,0,18,2,30,13,2,8,2
2026-01-15_cal_st_fullerton_uc_davis,UC Davis,6-11,4-7,1-2,5-19,3-10,4-4,6-16,4-11,2-2,6-18,2-8,7-9,,,,,,,,,,23-64,13-36,14-17,0,16,5,18,12,10,13,5
2026-01-15_cal_st_fullerton_uc_davis,Cal St. Fullerton,7-14,2-5,3-3,7-19,1-6,2-2,6-16,3-4,2-5,6-19,0-3,2-6,,,,,,,,,,26-68,6-18,9-16,0,12,5,38,14,10,12,17
2026-01-15_hawaii_cal_poly,Cal Poly,3-13,0-2,0-0,8-11,2-3,0-1,1-11,0-3,6-6,6-13,0-3,2-2,,,,,,,,,,18-48,2-11,8-9,0,0,1,24,4,1,2,8
2026-01-15_hawaii_cal_poly,Hawaii,11-16,3-4,3-3,8-19,3-8,4-4,7-14,1-3,2-2,8-23,1-8,1-1,,,,,,,,,,34-72,8-23,10-10,0,10,1,48,16,1,23,42
2026-01-15_csun_uc_san_diego,UC San Diego,6-16,2-5,0-0,2-9,1-2,1-2,6-20,1-7,6-6,7-15,2-4,5-8,,,,,,,,,,21-60,6-18,12-16,0,14,2,28,19,6,27,2
2026-01-15_csun_uc_san_diego,CSUN,2-11,0-6,1-2,6-13,1-4,5-6,2-12,1-6,3-3,7-16,3-8,0-0,,,,,,,,,,17-52,5-24,9-11,-1,6,2,16,5,6,19,18
2026-01-15_uc_santa_barbara_csu_bakersfield,CSU Bakersfield,7-18,2-7,0-0,6-17,2-5,3-4,7-18,1-5,7-12,4-14,1-5,3-4,,,,,,,,,,24-67,6-22,13-20,0,11,9,28,5,11,10,19
2026-01-15_uc_santa_barbara_csu_bakersfield,UC Santa Barbara,6-15,1-7,1-1,6-8,1-2,7-9,9-14,5-8,3-7,8-11,1-3,5-12,,,,,,,,,,29-48,8-20,16-29,0,6,9,38,9,11,7,8
2026-01-15_uc_riverside_long_beach_st,Long Beach St.,5-16,2-5,2-2,4-14,1-7,3-6,3-19,1-6,0-0,8-15,2-5,8-8,,,,,,,,,,20-64,6-23,13-16,0,10,2,24,2,4,8,17
2026-01-15_uc_riverside_long_beach_st,UC Riverside,7-15,2-6,2-2,7-18,2-9,0-0,8-19,2-9,3-4,7-12,4-7,4-6,,,,,,,,,,29-64,10-31,9-12,0,10,2,30,6,4,19,23
2026-01-17_uc_irvine_uc_davis,UC Davis,3-12,1-6,5-5,4-14,1-9,4-4,3-14,0-3,3-4,1-12,0-4,6-12,,,,,,,,,,11-52,2-22,18-25,0,10,1,14,0,2,9,6
2026-01-17_uc_irvine_uc_davis,UC Irvine,6-10,3-5,5-6,4-12,4-9,6-6,5-12,3-5,3-6,7-18,3-9,2-4,,,,,,,,,,22-52,13-28,16-22,1,6,1,10,4,2,20,14
2026-01-17_hawaii_uc_santa_barbara,UC Santa Barbara,5-17,0-5,0-0,5-15,2-8,1-2,6-16,4-9,1-2,4-10,2-6,0-0,,,,,,,,,,20-58,8-28,2-4,0,0,1,22,6,2,5,14
2026-01-17_hawaii_uc_santa_barbara,Hawaii,5-11,4-6,2-4,9-17,2-5,1-2,8-15,1-4,2-2,5-12,1-4,0-0,,,,,,,,,,27-55,8-19,5-8,0,4,1,34,8,2,12,23
2026-01-17_uc_san_diego_csu_bakersfield,CSU Bakersfield,5-16,4-9,0-0,5-12,0-2,2-2,9-16,4-7,2-2,6-19,2-5,2-2,,,,,,,,,,25-63,10-23,6-6,0,2,0,24,14,2,16,17
2026-01-17_uc_san_diego_csu_bakersfield,UC San Diego,8-19,2-4,0-0,6-10,3-4,5-8,7-13,0-2,8-10,9-15,3-6,3-3,,,,,,,,,,30-57,8-16,16-21,0,2,0,40,19,2,31,11
2026-01-17_long_beach_st_csun,CSUN,6-21,2-8,1-2,3-18,3-10,2-2,6-14,1-5,4-5,7-21,3-13,1-2,,,,,,,,,,22-74,9-36,8-11,0,16,4,26,7,1,18,28
2026-01-17_long_beach_st_csun,Long Beach St.,9-18,3-8,2-2,4-11,2-4,4-4,5-14,2-6,1-4,3-11,1-5,5-8,,,,,,,,,,21-54,8-23,12-18,0,12,4,24,12,1,6,8
2026-01-17_cal_st_fullerton_uc_riverside,UC Riverside,7-16,1-5,1-3,5-14,2-4,6-6,6-9,2-3,0-0,8-16,5-8,2-2,,,,,,,,,,26-55,10-20,9-11,0,6,4,30,8,0,15,27
2026-01-17_cal_st_fullerton_uc_riverside,Cal St. Fullerton,10-21,0-2,2-2,7-18,3-7,0-0,10-18,5-6,0-2,6-12,2-3,5-6,,,,,,,,,,33-69,10-18,7-10,1,2,4,42,19,0,27,19
2026-01-22_uc_san_diego_uc_davis,UC Davis,5-16,1-6,0-2,8-13,3-6,3-4,4-13,1-8,2-3,7-10,3-3,5-7,,,,,,,,,,24-52,8-23,10-16,0,3,3,28,11,2,9,8
2026-01-22_uc_san_diego_uc_davis,UC San Diego,8-16,1-2,4-5,6-16,2-4,3-4,4-16,0-6,2-2,5-20,3-14,1-2,,,,,,,,,,23-68,6-26,10-13,0,10,3,28,7,2,12,0
2026-01-22_csu_bakersfield_hawaii,Hawaii,4-16,1-6,1-2,7-14,1-6,4-6,10-16,3-6,2-2,2-8,1-3,5-6,,,,,,,,,,23-54,6-21,12-16,0,7,2,34,20,3,10,9
2026-01-22_csu_bakersfield_hawaii,CSU Bakersfield,3-15,1-4,0-0,4-13,2-3,5-8,4-15,2-7,4-4,5-20,1-5,5-5,,,,,,,,,,16-63,6-19,14-17,0,10,2,18,7,3,7,15
2026-01-22_uc_irvine_uc_riverside,UC Riverside,7-16,1-6,0-0,7-13,1-4,4-4,8-16,4-9,4-4,2-11,1-4,5-8,,,,,,,,,,24-56,7-23,13-16,0,14,6,20,8,17,13,2
2026-01-22_uc_irvine_uc_riverside,UC Irvine,6-13,3-7,1-2,6-14,3-6,2-4,6-13,0-4,9-10,6-14,3-6,5-6,,,,,,,,,,24-54,9-23,17-22,0,16,6,26,1,17,10,18
2026-01-22_cal_poly_uc_santa_barbara,UC Santa Barbara,4-14,4-13,3-4,10-15,3-7,0-0,5-13,1-7,0-0,2-9,0-6,8-14,,,,,,,,,,21-51,8-33,11-18,0,10,1,24,12,6,18,9
2026-01-22_cal_poly_uc_santa_barbara,Cal Poly,5-16,3-7,3-4,2-17,1-5,1-2,5-12,3-5,2-2,5-12,1-6,3-3,,,,,,,,,,17-57,8-23,9-11,0,14,1,16,2,6,13,23
2026-01-22_long_beach_st_cal_st_fullerton,Cal St. Fullerton,6-17,2-6,3-4,12-19,0-2,7-7,10-20,1-4,4-4,5-13,0-4,1-3,,,,,,,,,,33-69,3-16,15-18,1,16,1,54,13,5,43,11
2026-01-22_long_beach_st_cal_st_fullerton,Long Beach St.,10-14,4-6,0-0,4-13,2-6,4-4,6-9,2-4,4-6,4-12,0-4,2-4,,,,,,,,,,24-48,8-20,10-14,0,7,1,32,8,5,10,13
2026-01-24_uc_riverside_uc_davis,UC Davis,9-17,6-11,2-2,8-11,1-3,7-9,8-13,0-2,5-6,4-13,2-5,0-1,,,,,,,,,,29-54,9-21,14-18,0,15,0,38,4,0,16,11
2026-01-24_uc_riverside_uc_davis,UC Riverside,5-13,0-5,0-1,5-14,3-6,3-4,6-16,0-1,4-5,9-16,3-6,5-6,,,,,,,,,,25-59,6-18,12-16,0,8,0,26,4,0,24,11
2026-01-24_csun_hawaii,Hawaii,6-18,2-8,5-6,1-11,1-5,0-0,5-17,2-7,3-3,5-13,2-9,15-16,,,,,,,,,,17-59,7-29,23-25,0,10,1,18,17,2,18,13
2026-01-24_csun_hawaii,CSUN,4-14,1-8,0-0,9-14,1-4,1-1,2-10,2-6,4-6,4-15,2-8,6-9,,,,,,,,,,19-53,6-26,11-16,0,4,1,24,6,2,13,15
2026-01-24_uc_irvine_uc_san_diego,UC San Diego,5-15,0-3,5-6,6-15,2-5,3-3,8-16,2-6,0-0,4-10,3-4,7-10,,,,,,,,,,23-56,7-18,15-19,0,9,5,30,11,6,24,4
2026-01-24_uc_irvine_uc_san_diego,UC Irvine,8-15,3-8,1-1,3-13,1-2,2-4,6-15,2-4,0-0,6-11,3-7,8-9,,,,,,,,,,23-54,9-21,11-14,0,11,5,24,10,6,12,12
2026-01-24_uc_santa_barbara_long_beach_st,Long Beach St.,3-12,0-5,5-6,3-18,1-6,0-2,6-11,2-4,1-3,8-17,4-8,3-3,,,,,,,,,,20-58,7-23,9-14,0,2,3,14,5,4,5,0
2026-01-24_uc_santa_barbara_long_beach_st,UC Santa Barbara,6-16,2-9,5-6,6-14,4-11,2-3,6-14,2-7,6-7,5-12,3-9,2-3,,,,,,,,,,23-56,11-36,15-19,0,10,3,24,11,4,9,8
2026-01-24_cal_st_fullerton_cal_poly,Cal Poly,3-9,0-3,0-0,1-10,1-4,0-2,3-11,0-4,10-12,6-19,1-6,3-4,,,,,,,,,,13-49,2-17,13-18,0,5,0,18,7,0,9,5
2026-01-24_cal_st_fullerton_cal_poly,Cal St. Fullerton,10-19,2-3,1-1,9-24,1-6,2-2,3-15,0-2,8-10,5-11,1-2,4-8,,,,,,,,,,27-69,4-13,15-21,0,18,0,40,17,0,30,19
2026-01-29_uc_davis_csun,CSUN,5-15,2-6,0-0,2-13,0-6,2-4,3-17,2-5,1-2,9-18,2-7,4-5,,,,,,,,,,19-63,6-24,7-11,0,15,0,26,3,1,6,20
2026-01-29_uc_davis_csun,UC Davis,7-17,1-7,5-8,7-16,2-8,2-2,5-17,1-10,3-7,7-14,0-5,2-4,,,,,,,,,,26-64,4-30,12-21,0,10,0,30,7,1,17,17
2026-01-29_hawaii_uc_irvine,UC Irvine,4-12,2-5,0-0,3-12,0-4,1-2,3-12,0-3,2-2,8-19,4-12,5-6,,,,,,,,,,18-55,6-24,8-10,1,5,4,14,4,4,9,8
2026-01-29_hawaii_uc_irvine,Hawaii,2-12,0-4,2-2,4-16,2-10,1-2,6-17,2-4,2-3,5-10,2-3,10-13,,,,,,,,,,17-55,6-21,15-20,1,10,4,18,6,4,6,14
2026-01-29_uc_santa_barbara_uc_san_diego,UC San Diego,6-14,0-5,1-2,4-11,3-7,3-5,5-15,1-5,1-2,5-10,0-0,3-5,,,,,,,,,,20-50,4-17,8-14,0,2,5,28,6,7,7,6
2026-01-29_uc_santa_barbara_uc_san_diego,UC Santa Barbara,5-15,1-6,1-2,6-16,4-7,0-0,2-13,0-6,2-2,5-12,3-7,2-3,,,,,,,,,,18-56,8-26,5-7,0,6,5,18,2,7,8,20
2026-01-29_cal_poly_csu_bakersfield,CSU Bakersfield,3-14,1-5,0-0,5-14,2-4,7-10,6-19,0-6,6-8,5-12,0-2,8-12,,,,,,,,,,19-59,3-17,21-30,0,8,5,26,17,4,26,15
2026-01-29_cal_poly_csu_bakersfield,Cal Poly,11-16,1-3,1-2,2-15,0-5,5-6,4-12,0-2,1-2,4-8,0-1,8-12,,,,,,,,,,21-51,1-11,15-22,0,11,5,36,9,4,10,5
2026-01-29_long_beach_st_uc_riverside,UC Riverside,7-12,5-8,6-8,3-11,1-1,4-5,9-16,1-4,4-5,4-14,1-5,4-4,,,,,,,,,,23-53,8-18,18-22,1,10,3,20,9,9,18,21
2026-01-29_long_beach_st_uc_riverside,Long Beach St.,7-15,2-7,1-2,9-15,4-5,1-1,4-14,2-7,5-6,5-8,2-2,8-9,,,,,,,,,,25-52,10-21,15-18,0,4,3,26,8,9,26,19
2026-01-31_uc_davis_csu_bakersfield,CSU Bakersfield,6-16,3-6,0-0,3-16,2-6,4-4,7-17,2-4,3-3,7-14,1-6,7-9,,,,,,,,,,23-63,8-22,14-16,0,2,2,30,13,6,22,13
2026-01-31_uc_davis_csu_bakersfield,UC Davis,9-15,3-7,0-0,6-12,2-7,4-6,6-12,3-6,2-2,7-16,3-6,3-4,,,,,,,,,,28-55,11-26,9-12,0,5,2,32,7,6,15,18
2026-01-31_hawaii_long_beach_st,Long Beach St.,7-13,3-7,0-2,1-8,0-2,3-4,4-10,1-2,3-6,5-15,0-2,0-0,,,,,,,,,,17-46,4-13,6-12,1,6,1,20,2,5,10,0
2026-01-31_hawaii_long_beach_st,Hawaii,5-14,2-5,2-2,7-19,1-8,3-3,6-13,1-5,2-5,8-13,2-4,2-3,,,,,,,,,,26-59,6-22,9-13,0,14,1,36,9,5,30,32
2026-01-31_uc_san_diego_csun,CSUN,5-11,1-2,1-2,8-12,2-4,6-6,6-13,2-4,4-4,4-14,3-6,2-2,,,,,,,,,,23-50,8-16,13-14,0,7,2,30,12,0,11,35
2026-01-31_uc_san_diego_csun,UC San Diego,10-17,2-5,2-3,6-16,2-4,4-7,6-17,1-6,4-4,10-17,0-4,3-4,,,,,,,,,,32-67,5-19,13-18,0,6,2,54,34,0,33,7
2026-01-31_cal_st_fullerton_uc_santa_barbara,UC Santa Barbara,8-15,3-9,1-1,5-13,3-8,2-4,4-11,0-5,4-4,5-11,1-3,2-4,,,,,,,,,,22-50,7-25,9-13,0,8,5,30,3,5,19,6
2026-01-31_cal_st_fullerton_uc_santa_barbara,Cal St. Fullerton,8-19,2-5,0-0,4-16,0-4,2-3,7-17,0-2,3-3,5-13,1-3,6-7,,,,,,,,,,24-65,3-14,11-13,1,8,5,38,12,5,19,3
2026-01-31_cal_poly_uc_riverside,UC Riverside,7-15,1-5,1-3,7-14,2-8,0-0,7-13,3-7,1-4,6-16,1-4,7-11,,,,,,,,,,27-58,7-24,9-18,1,4,0,34,15,0,15,14
2026-01-31_cal_poly_uc_riverside,Cal Poly,5-15,1-6,2-2,5-15,0-4,0-2,7-14,1-2,2-2,7-20,2-5,10-16,,,,,,,,,,24-64,4-17,14-22,0,9,0,34,16,0,14,15
2026-02-05_uc_santa_barbara_uc_davis,UC Davis,5-15,2-10,2-2,3-14,1-6,2-2,5-11,2-7,3-4,7-23,1-9,8-10,,,,,,,,,,20-63,6-32,15-18,0,9,3,28,4,5,6,7
2026-02-05_uc_santa_barbara_uc_davis,UC Santa Barbara,5-19,2-8,0-0,7-17,5-11,0-0,7-16,2-10,0-0,5-10,2-6,10-14,,,,,,,,,,24-62,11-35,10-14,0,4,3,22,10,5,8,7
2026-02-05_csu_bakersfield_uc_irvine,UC Irvine,8-15,3-9,9-12,6-14,3-8,2-2,10-20,2-8,0-1,4-12,2-7,8-13,,,,,,,,,,28-61,10-32,19-28,0,19,0,30,5,0,27,29
2026-02-05_csu_bakersfield_uc_irvine,CSU Bakersfield,0-10,0-3,6-8,4-14,0-3,2-3,6-15,2-4,3-6,7-12,2-4,4-6,,,,,,,,,,17-51,4-14,15-23,0,5,0,18,6,0,9,15
2026-02-05_long_beach_st_uc_san_diego,UC San Diego,5-15,0-5,2-4,3-13,0-3,6-6,5-15,0-3,8-10,4-8,1-1,13-14,,,,,,,,,,17-51,1-12,29-34,0,14,10,26,8,8,20,4
2026-02-05_long_beach_st_uc_san_diego,Long Beach St.,5-15,3-8,3-7,4-15,2-7,0-0,5-14,0-4,0-1,8-14,0-3,1-2,,,,,,,,,,22-58,5-22,4-10,0,12,10,28,0,8,10,18
2026-02-05_csun_cal_poly,Cal Poly,4-11,0-3,4-6,5-11,0-2,4-4,6-15,1-5,2-2,3-14,1-4,2-2,,,,,,,,,,18-51,2-14,12-14,0,10,2,28,10,5,17,4
2026-02-05_csun_cal_poly,CSUN,4-17,1-9,1-2,2-15,0-6,1-4,10-17,1-4,4-6,8-12,2-4,7-9,,,,,,,,,,24-61,4-23,13-21,0,9,2,38,6,5,28,13
2026-02-05_uc_riverside_cal_st_fullerton,Cal St. Fullerton,7-12,0-1,2-4,6-15,1-2,0-0,7-17,1-1,1-3,10-18,1-1,6-12,,,,,,,,,,30-62,3-5,9-19,0,15,6,54,7,8,29,14
2026-02-05_uc_riverside_cal_st_fullerton,UC Riverside,4-15,0-4,2-3,8-16,3-7,6-7,9-14,2-5,4-4,5-9,2-3,1-2,,,,,,,,,,26-54,7-19,13-16,0,8,6,40,16,8,23,10
2026-02-07_cal_poly_uc_davis,UC Davis,4-15,1-6,3-4,7-15,6-12,2-2,4-9,2-3,1-4,4-14,1-10,5-6,,,,,,,,,,19-53,10-31,11-16,0,3,6,18,14,7,11,8
2026-02-07_cal_poly_uc_davis,Cal Poly,6-19,1-3,3-6,5-16,1-6,0-0,6-10,2-4,1-2,4-11,0-2,5-6,,,,,,,,,,21-56,4-15,9-14,0,11,6,16,2,7,11,12
