game_id,team,q1_fg,q1_3p,q1_ft,q2_fg,q2_3p,q2_ft,q3_fg,q3_3p,q3_ft,q4_fg,q4_3p,q4_ft,ot1_fg,ot1_3p,ot1_ft,total_fg,total_3p,total_ft,technical_fouls,second_chance_pts,scores_tied,pts_in_paint,fast_break_pts,lead_changes,pts_off_turnovers,bench_pts
2023-11-09_csun_seattle_u,CSUN,4-20,0-8,0-0,5-14,1-6,2-2,8-17,1-5,5-10,7-21,2-9,7-8,,,,24-72,4-28,14-20,0,16,2,36,25,1,30,31
2023-11-09_ucla_uc_riverside,UC Riverside,1-17,0-9,0-0,7-16,3-7,1-2,7-15,2-4,0-0,6-16,1-6,3-5,,,,21-64,6-26,4-7,0,4,0,18,6,0,7,13
2023-11-09_ucla_uc_riverside,UCLA,9-20,3-10,4-4,8-12,2-4,6-8,5-17,1-7,2-3,11-14,5-7,1-1,,,,33-63,11-28,13-16,0,22,0,42,15,0,11,12
2023-11-10_pacific_cal_st_fullerton,Cal St. Fullerton,6-18,1-3,4-4,5-17,0-4,2-5,7-17,1-4,2-3,4-14,0-3,3-4,,,,22-66,2-14,11-16,0,6,5,30,6,3,15,14
2023-11-10_pacific_cal_st_fullerton,Pacific,9-18,1-5,3-3,7-13,1-3,2-3,9-13,4-5,5-7,2-10,1-4,2-2,,,,27-54,7-17,12-15,0,3,5,32,3,3,10,26
2023-11-11_santa_clara_hawaii,Hawaii,4-9,2-6,0-0,4-11,1-2,5-6,3-12,2-7,3-8,5-8,2-2,4-4,,,,16-40,7-17,12-18,0,3,1,16,4,2,8,19
2023-11-11_santa_clara_hawaii,Santa Clara,7-12,1-1,9-9,3-11,0-4,0-0,5-13,0-1,3-6,6-16,2-5,5-6,,,,21-52,3-11,17-21,0,7,1,30,7,2,28,22
2023-11-11_uc_irvine_seattle_u,Seattle U,2-11,0-2,1-2,1-11,0-6,5-6,7-13,1-3,0-2,3-11,1-5,9-11,,,,13-46,2-16,15-21,0,9,1,20,7,0,20,13
2023-11-11_uc_irvine_seattle_u,UC Irvine,5-16,2-8,3-5,9-17,0-5,3-3,10-12,5-6,0-1,4-12,0-5,5-6,,,,28-57,7-24,11-15,0,13,1,40,13,0,31,36
2023-11-11_san_jose_st_cal_poly,Cal Poly,4-9,2-7,1-2,4-9,2-6,0-0,5-8,1-3,4-5,8-17,4-9,0-2,,,,21-43,9-25,5-9,1,3,6,20,3,3,19,24
2023-11-11_san_jose_st_cal_poly,San Jose St.,4-15,1-5,2-4,4-16,1-6,3-3,10-18,3-4,2-2,3-10,1-3,6-6,,,,21-59,6-18,13-15,0,15,6,30,6,3,23,21
2023-11-12_saint_marys_ca_uc_san_diego,UC San Diego,5-15,0-5,3-4,4-13,2-8,2-2,1-13,1-7,2-2,5-10,1-4,10-13,3-8,1-3,0-3,18-59,5-27,17-24,0,11,10,22,5,9,15,9
2023-11-12_saint_marys_ca_uc_san_diego,Saint Mary's (CA),4-12,3-9,1-2,7-12,2-3,2-2,5-11,0-5,0-0,3-10,0-3,5-6,3-7,0-1,4-5,22-52,5-21,12-15,0,6,10,34,7,9,11,26
2023-11-12_long_beach_st_nevada,Nevada,5-20,1-4,5-8,4-21,0-4,5-6,8-19,1-5,2-2,3-19,0-6,3-6,,,,20-79,2-19,15-22,0,13,5,32,10,13,19,29
2023-11-12_long_beach_st_nevada,Long Beach St.,3-12,1-4,7-11,5-11,1-3,5-8,9-16,0-3,5-5,10-17,1-4,5-6,,,,27-56,3-14,22-30,0,8,5,44,11,13,18,38
2023-11-12_sacramento_st_cal_st_fullerton,Cal St. Fullerton,5-13,0-4,5-6,6-14,2-5,4-4,4-15,0-5,7-10,4-12,2-5,3-4,,,,19-54,4-19,19-24,0,13,1,24,9,0,12,25
2023-11-12_sacramento_st_cal_st_fullerton,Sacramento St.,3-8,1-3,0-2,5-12,1-5,7-9,5-17,1-7,4-4,4-16,0-10,3-4,,,,17-53,3-25,14-19,1,12,1,28,2,0,11,23
2023-11-12_pacific_csu_bakersfield,CSU Bakersfield,7-19,1-7,1-1,3-14,2-6,1-2,5-17,2-5,1-4,6-15,3-10,1-2,,,,21-65,8-28,4-9,0,4,3,22,5,5,10,21
2023-11-12_pacific_csu_bakersfield,Pacific,4-20,0-4,6-9,8-18,0-4,1-1,8-14,2-5,3-4,5-14,1-4,4-5,,,,25-66,3-17,14-19,0,16,3,30,6,5,10,15
2023-11-13_san_diego_st_uc_davis,UC Davis,9-16,2-5,1-4,7-13,0-2,0-0,9-20,1-8,1-1,4-17,2-6,3-3,,,,29-66,5-21,5-8,0,12,8,48,9,8,8,7
2023-11-13_san_diego_st_uc_davis,San Diego St.,8-16,2-3,6-6,6-14,2-3,1-1,3-16,2-4,4-6,6-14,2-5,12-13,,,,23-60,8-15,23-26,0,5,8,24,15,8,13,15
2023-11-13_california_cal_poly,Cal Poly,6-10,0-1,0-0,2-8,1-3,5-6,7-17,2-7,4-7,7-13,1-2,3-3,,,,22-48,4-13,12-16,1,15,0,34,6,0,16,34
2023-11-13_california_cal_poly,California,10-17,7-9,2-2,4-16,2-8,3-4,1-14,0-6,8-9,9-15,1-3,3-4,,,,24-62,10-26,16-19,1,7,0,24,19,0,37,18
2023-11-14_saint_marys_ca_uc_irvine,UC Irvine,3-12,0-5,2-2,5-12,1-3,3-3,4-15,0-6,3-4,2-12,0-7,0-0,,,,14-51,1-21,8-9,0,9,0,22,4,0,8,19
2023-11-14_saint_marys_ca_uc_irvine,Saint Mary's (CA),8-13,1-3,2-2,3-11,0-2,1-2,5-10,3-6,4-6,4-11,0-3,1-2,,,,20-45,4-14,8-12,0,4,0,30,11,0,10,20
2023-11-14_santa_clara_csun,CSUN,3-17,1-7,1-2,5-16,1-5,1-2,5-13,0-3,0-2,3-11,1-6,2-4,,,,16-57,3-21,4-10,0,2,0,22,8,0,10,13
2023-11-14_santa_clara_csun,Santa Clara,8-20,5-10,2-2,6-13,3-6,3-4,6-15,1-7,4-4,4-18,2-5,3-5,,,,24-66,11-28,12-15,0,17,0,22,12,0,14,35
2023-11-15_uc_san_diego_la_sierra,La Sierra,4-14,1-7,0-0,6-14,1-7,1-1,2-8,1-2,3-4,3-9,1-3,2-2,,,,15-45,4-19,6-7,0,6,0,16,5,0,17,15
2023-11-15_uc_san_diego_la_sierra,UC San Diego,8-20,4-11,2-4,8-16,2-6,6-9,11-18,3-7,4-4,7-8,0-0,5-6,,,,34-62,9-24,17-23,0,11,0,50,14,0,49,45
2023-11-15_idaho_st_uc_santa_barbara,UC Santa Barbara,5-15,2-6,2-2,5-12,2-5,2-4,5-11,1-2,8-12,6-16,3-8,2-4,,,,21-54,8-21,14-22,1,8,16,20,11,15,23,18
2023-11-15_idaho_st_uc_santa_barbara,Idaho St.,5-15,0-2,3-3,6-20,0-2,1-2,7-16,2-3,5-5,6-11,1-1,10-11,,,,24-62,3-8,19-21,0,14,16,38,6,15,8,27
2023-11-15_california_baptist_long_beach_st,Long Beach St.,7-21,1-6,0-0,4-14,2-6,5-8,5-15,2-6,7-10,9-16,2-5,2-2,,,,25-66,7-23,14-20,0,4,2,34,12,3,19,32
2023-11-15_california_baptist_long_beach_st,California Baptist,6-18,1-8,4-6,7-16,1-9,8-8,9-24,5-14,0-0,5-11,3-7,6-11,,,,27-69,10-38,18-25,0,9,2,34,21,3,15,23
2023-11-15_boise_st_uc_riverside,UC Riverside,6-19,3-5,0-2,6-18,1-7,2-4,5-13,1-3,1-2,2-10,0-2,9-11,,,,19-60,5-17,12-19,0,17,2,20,4,5,17,15
2023-11-15_boise_st_uc_riverside,Boise St.,4-13,3-7,2-2,5-13,3-5,2-2,4-10,0-1,4-9,7-15,4-8,5-6,,,,20-51,10-21,13-19,0,12,2,18,4,5,13,12
2023-11-16_stanford_cal_poly,Cal Poly,4-13,0-2,0-0,3-18,1-6,0-0,3-17,1-6,0-0,5-18,0-3,0-0,,,,15-66,2-17,0-0,0,4,1,16,0,1,11,9
2023-11-16_stanford_cal_poly,Stanford,8-14,3-5,3-4,8-13,5-9,10-11,7-14,0-3,6-8,5-12,3-8,0-0,,,,28-53,11-25,19-23,0,14,1,28,16,1,15,40
2023-11-17_oregon_st_uc_davis,UC Davis,4-16,2-7,0-0,3-16,1-10,1-2,4-15,2-8,3-4,6-16,4-9,1-2,,,,17-63,9-34,5-8,0,0,1,12,0,3,15,12
2023-11-17_oregon_st_uc_davis,Oregon St.,8-15,3-7,4-6,9-14,1-2,4-5,8-16,3-5,4-4,7-13,3-4,0-0,,,,32-58,10-18,12-15,0,7,1,40,10,3,9,42
2023-11-17_hawaii_san_francisco,San Francisco,5-15,2-7,0-0,5-16,1-7,4-5,2-17,0-5,4-5,7-16,1-5,1-3,,,,19-64,4-24,9-13,0,7,2,24,5,2,12,14
2023-11-17_hawaii_san_francisco,Hawaii,5-15,3-9,1-4,5-16,3-8,2-2,5-16,2-9,4-9,6-12,4-6,4-6,,,,21-59,12-32,11-21,0,7,2,14,2,2,14,24
2023-11-17_idaho_cal_st_fullerton,Cal St. Fullerton,3-12,0-2,0-0,2-13,1-5,3-3,8-14,0-1,0-1,6-11,3-5,3-4,,,,19-50,4-13,6-8,0,0,4,22,8,2,19,5
2023-11-17_idaho_cal_st_fullerton,Idaho,2-13,1-5,4-4,5-9,3-3,0-0,8-15,1-6,0-0,5-12,2-6,5-6,,,,20-49,7-20,9-10,0,6,4,24,8,2,11,13
2023-11-18_csun_hope_intl,Hope Int'l,7-21,6-16,0-0,3-19,2-14,2-2,7-15,4-12,1-4,6-17,2-8,1-2,,,,23-72,14-50,4-8,0,10,3,14,12,5,13,11
2023-11-18_csun_hope_intl,CSUN,9-19,1-6,0-0,7-16,1-5,2-3,6-23,1-7,2-6,2-14,1-5,4-8,,,,24-72,4-23,8-17,0,18,3,32,10,5,8,28
2023-11-18_csu_bakersfield_fresno_st,Fresno St.,6-13,1-5,2-2,6-14,2-6,7-11,2-11,0-5,5-9,5-16,2-5,6-7,,,,19-54,5-21,20-29,0,8,9,24,10,12,19,33
2023-11-18_csu_bakersfield_fresno_st,CSU Bakersfield,5-16,1-5,0-0,4-9,1-2,6-8,8-18,0-4,3-4,8-13,3-7,1-4,,,,25-56,5-18,10-16,0,5,9,28,13,12,8,7
2023-11-18_uc_riverside_antelope_valley,Antelope Valley,4-14,1-5,0-0,5-13,1-5,1-2,3-8,0-4,3-4,6-16,1-5,4-4,,,,18-51,3-19,8-10,0,4,1,20,8,0,8,6
2023-11-18_uc_riverside_antelope_valley,UC Riverside,9-18,3-7,2-2,5-13,0-5,3-5,7-15,2-6,4-4,4-13,0-4,5-6,,,,25-59,5-22,14-17,0,15,1,32,8,0,21,30
2023-11-19_hawaii_idaho,Idaho,5-12,0-4,4-4,6-16,2-5,2-2,1-17,1-6,0-0,2-10,0-0,13-18,,,,14-55,3-15,19-24,0,10,0,16,11,0,11,17
2023-11-19_hawaii_idaho,Hawaii,2-12,1-6,2-4,3-13,1-2,3-4,5-13,1-6,1-2,5-17,1-7,0-0,,,,15-55,4-21,6-10,0,9,0,20,4,0,6,14
2023-11-19_uc_san_diego_northern_ariz,Northern Ariz.,6-13,1-3,3-4,9-19,4-6,4-6,5-17,3-11,2-3,3-10,2-4,9-11,,,,23-59,10-24,18-24,0,15,2,14,8,5,21,8
2023-11-19_uc_san_diego_northern_ariz,UC San Diego,8-13,2-2,1-2,5-13,1-5,2-2,8-17,0-6,3-5,6-15,2-5,4-8,,,,27-58,5-18,10-17,0,4,2,32,6,5,11,14
2023-11-19_uc_santa_barbara_southern_utah,Southern Utah,8-15,3-4,0-0,4-17,0-4,2-6,5-15,1-5,1-2,8-19,1-6,3-4,,,,25-66,5-19,6-12,0,20,5,28,4,2,14,10
2023-11-19_uc_santa_barbara_southern_utah,UC Santa Barbara,8-13,0-3,0-2,6-15,1-5,3-5,8-15,3-4,2-2,4-8,2-4,8-10,,,,26-51,6-16,13-19,0,2,5,34,21,2,23,12
2023-11-19_san_francisco_cal_st_fullerton,Cal St. Fullerton,6-17,4-8,3-6,3-13,1-6,0-0,4-17,0-3,2-2,4-11,0-0,10-13,,,,17-58,5-17,15-21,0,9,0,18,6,2,12,18
2023-11-19_san_francisco_cal_st_fullerton,San Francisco,3-17,0-6,2-2,4-17,2-5,0-1,7-13,2-4,3-4,5-20,1-8,0-1,,,,19-67,5-23,5-8,0,7,0,22,7,2,9,16
2023-11-20_uc_irvine_eastern_wash,Eastern Wash.,3-14,1-8,3-4,8-17,1-4,0-0,4-16,0-4,3-4,9-15,5-7,2-2,,,,24-62,7-23,8-10,0,14,1,24,3,2,13,9
2023-11-20_uc_irvine_eastern_wash,UC Irvine,8-16,1-2,1-1,6-14,2-6,2-2,5-14,0-5,4-5,7-13,3-4,6-10,,,,26-57,6-17,13-18,0,8,1,34,4,2,18,22
2023-11-21_sacramento_st_uc_davis,UC Davis,9-15,1-6,1-1,10-16,4-8,0-1,6-16,5-10,2-4,5-12,3-8,3-3,,,,30-59,13-32,6-9,0,6,4,30,6,0,20,14
2023-11-21_sacramento_st_uc_davis,Sacramento St.,5-12,0-2,1-2,4-13,3-4,2-4,7-15,2-6,1-2,4-11,0-1,8-12,,,,20-51,5-13,12-20,0,16,4,28,5,0,8,15
2023-11-21_seattle_u_cal_poly,Cal Poly,4-12,1-5,0-0,7-14,4-9,1-4,8-17,1-3,1-2,8-17,2-5,4-4,,,,27-60,8-22,6-10,0,7,0,36,6,2,27,14
2023-11-21_seattle_u_cal_poly,Seattle U,7-16,1-8,1-2,4-15,2-7,0-0,2-10,1-3,2-5,2-15,1-3,5-7,,,,15-56,5-21,8-14,0,13,0,18,1,2,16,16
2023-11-21_fresno_st_long_beach_st,Long Beach St.,4-14,1-5,6-10,8-16,4-5,1-4,6-14,0-2,1-2,7-13,1-2,0-2,,,,25-57,6-14,8-18,0,10,0,30,6,0,9,31
2023-11-21_fresno_st_long_beach_st,Fresno St.,11-22,3-8,2-3,5-17,2-8,4-8,3-15,1-5,5-8,7-17,1-5,4-4,,,,26-71,7-26,15-23,0,19,0,26,10,0,18,13
2023-11-22_minnesota_csun,CSUN,4-13,0-3,0-0,2-12,1-5,2-2,7-15,0-2,0-0,1-15,0-7,0-0,,,,14-55,1-17,2-2,0,0,1,16,4,0,10,6
2023-11-22_minnesota_csun,Minnesota,9-16,2-5,5-6,8-17,4-9,5-6,8-15,1-4,1-2,6-16,1-7,3-10,,,,31-64,8-25,14-24,0,15,1,40,9,0,29,29
2023-11-22_uc_riverside_utah_st,Utah St.,5-13,0-2,5-5,4-10,1-3,2-2,7-17,0-2,1-1,3-6,0-1,4-12,,,,19-46,1-8,12-20,0,6,4,30,5,5,15,12
2023-11-22_uc_riverside_utah_st,UC Riverside,3-13,1-6,2-2,3-14,0-5,3-4,10-16,1-5,0-1,5-12,0-1,3-4,,,,21-55,2-17,8-11,0,10,4,26,5,5,12,9
2023-11-24_hawaii_air_force,Air Force,3-16,0-5,3-4,4-14,1-6,2-2,6-15,2-6,2-2,5-10,2-5,6-6,,,,18-55,5-22,13-14,0,13,5,26,6,13,20,8
2023-11-24_hawaii_air_force,Hawaii,5-10,1-3,1-1,4-9,1-3,3-4,6-10,2-2,1-2,2-13,0-8,8-8,,,,17-42,4-16,13-15,0,11,5,26,4,13,7,23
2023-11-24_st_thomas_mn_uc_irvine,UC Irvine,6-17,2-7,1-2,9-16,4-5,0-0,8-14,2-3,5-6,3-10,0-3,8-9,,,,26-57,8-18,14-17,0,13,2,32,6,5,28,35
2023-11-24_st_thomas_mn_uc_irvine,St. Thomas (MN),8-12,1-3,0-0,5-11,1-5,1-2,6-12,0-1,3-5,4-13,2-10,9-12,,,,23-48,4-19,13-19,0,6,2,26,4,5,16,11
2023-11-24_uc_santa_barbara_unlv,UNLV,8-22,3-11,4-4,6-15,0-1,2-6,5-12,1-4,2-2,7-18,1-2,3-4,,,,26-67,5-18,11-16,0,18,0,36,10,0,7,23
2023-11-24_uc_santa_barbara_unlv,UC Santa Barbara,4-13,0-4,2-4,5-13,1-4,5-6,3-16,0-5,1-2,7-16,2-6,0-0,,,,19-58,3-19,8-12,0,10,0,30,4,0,9,15
2023-11-24_liu_csu_bakersfield,CSU Bakersfield,7-16,2-5,1-4,3-15,1-8,2-4,5-16,1-6,2-4,7-14,3-4,6-8,,,,22-61,7-23,11-20,0,13,4,20,4,7,25,5
2023-11-24_liu_csu_bakersfield,LIU,6-17,2-10,1-2,6-13,1-3,3-4,3-14,1-6,2-4,5-12,2-6,5-6,,,,20-56,6-25,11-16,0,6,4,18,9,7,11,10
2023-11-25_hawaii_idaho_st,Idaho St.,5-16,1-5,0-0,1-19,0-5,4-6,8-13,3-5,0-0,5-17,0-6,0-0,,,,19-65,4-21,4-6,0,12,0,20,0,1,11,17
2023-11-25_hawaii_idaho_st,Hawaii,4-9,3-7,2-2,5-14,4-10,2-2,6-13,4-7,4-4,0-7,0-3,9-10,,,,15-43,11-27,17-18,0,3,0,6,2,1,10,23
2023-11-25_pacific_uc_irvine,UC Irvine,7-14,1-3,0-1,6-15,3-5,2-2,7-11,1-1,5-6,4-13,0-3,6-8,,,,24-53,5-12,13-17,0,6,5,28,2,2,20,28
2023-11-25_pacific_uc_irvine,Pacific,5-11,1-5,0-0,4-14,1-7,1-1,7-13,1-4,7-10,4-10,3-6,6-8,,,,20-48,6-22,14-19,0,4,5,22,11,2,10,6
2023-11-25_uc_santa_barbara_weber_st,Weber St.,6-18,2-4,0-0,7-15,0-1,2-3,5-12,0-1,1-4,4-16,1-3,1-4,,,,22-61,3-9,4-11,0,11,1,32,3,0,9,11
2023-11-25_uc_santa_barbara_weber_st,UC Santa Barbara,8-15,3-7,2-2,5-15,3-8,1-4,7-13,2-3,1-3,1-6,0-3,7-8,,,,21-49,8-21,11-17,0,3,1,8,12,0,11,26
2023-11-25_csu_bakersfield_new_mexico_st,New Mexico St.,6-22,0-6,1-1,7-13,0-1,2-3,9-17,1-5,2-4,5-13,0-5,4-8,,,,27-65,1-17,9-16,0,18,0,36,17,4,14,15
2023-11-25_csu_bakersfield_new_mexico_st,CSU Bakersfield,4-15,3-8,1-2,5-14,0-3,0-0,5-20,1-8,1-2,8-13,6-11,3-5,,,,22-62,10-30,5-9,0,6,0,14,8,4,12,26
2023-11-26_hawaii_washington,Washington,5-13,2-7,3-4,4-11,1-5,1-2,8-13,2-5,0-1,6-13,2-4,1-2,,,,23-50,7-21,5-9,1,7,2,28,8,3,11,10
2023-11-26_hawaii_washington,Hawaii,3-12,3-10,3-4,4-14,2-9,1-2,3-8,2-6,2-2,3-13,1-7,1-2,,,,13-47,8-32,7-10,0,8,2,8,2,3,12,13
2023-11-26_uc_san_diego_penn,Penn,12-17,2-5,1-1,7-13,3-7,3-4,7-14,1-4,3-4,4-13,0-3,3-5,,,,30-57,6-19,10-14,0,5,1,38,10,0,8,15
2023-11-26_uc_san_diego_penn,UC San Diego,9-16,2-5,1-1,6-18,0-3,7-8,6-15,0-5,1-1,5-14,3-7,2-2,,,,26-63,5-20,11-12,0,12,1,36,2,0,12,25
2023-11-26_cal_st_fullerton_georgetown,Georgetown,7-14,1-3,2-3,3-17,1-6,0-0,8-19,0-4,1-2,5-11,3-6,11-12,,,,23-61,5-19,14-17,0,16,8,34,10,8,18,9
2023-11-26_cal_st_fullerton_georgetown,Cal St. Fullerton,6-10,1-1,2-2,3-11,0-1,2-3,9-15,1-4,1-1,5-13,2-6,0-0,,,,23-49,4-12,5-6,0,10,8,28,11,8,17,24
2023-11-27_pepperdine_long_beach_st,Long Beach St.,5-14,3-9,3-4,7-11,2-3,1-2,7-17,1-5,1-2,5-11,1-3,8-12,,,,24-53,7-20,13-20,1,5,4,34,22,2,26,25
2023-11-27_pepperdine_long_beach_st,Pepperdine,6-19,1-5,0-0,4-10,1-3,0-2,8-19,1-7,0-0,5-17,2-8,2-2,,,,23-65,5-23,2-4,0,11,4,26,4,2,11,23
2023-11-27_omaha_csu_bakersfield,CSU Bakersfield,5-14,3-10,0-2,6-15,3-8,1-2,7-16,3-7,0-0,8-15,2-4,7-10,4-8,0-2,0-0,30-68,11-31,8-14,0,8,1,34,6,0,18,38
2023-11-27_omaha_csu_bakersfield,Omaha,8-15,2-6,2-2,5-12,3-6,3-4,6-14,2-4,4-4,4-12,1-4,8-12,5-7,2-3,4-6,28-60,10-23,21-28,0,11,1,34,12,0,14,21
