game_id,team,q1_fg,q1_3p,q1_ft,q2_fg,q2_3p,q2_ft,q3_fg,q3_3p,q3_ft,q4_fg,q4_3p,q4_ft,ot1_fg,ot1_3p,ot1_ft,total_fg,total_3p,total_ft,technical_fouls,second_chance_pts,scores_tied,pts_in_paint,fast_break_pts,lead_changes,pts_off_turnovers,bench_pts
2021-01-15_csu_bakersfield_hawaii,Hawaii,4-14,3-7,0-0,2-11,0-3,3-4,8-12,2-5,0-0,7-11,3-7,4-5,,,,21-48,8-22,7-9,0,9,0,22,7,0,7,16
2021-01-15_csu_bakersfield_hawaii,CSU Bakersfield,8-12,4-5,0-0,6-12,2-7,1-2,6-13,1-3,0-0,5-15,2-5,4-6,,,,25-52,9-20,5-8,0,11,0,20,7,0,26,16
2021-01-16_csu_bakersfield_hawaii,Hawaii,2-9,1-4,5-8,2-15,0-7,0-2,3-10,1-6,4-8,6-18,4-11,2-2,,,,13-52,6-28,11-20,0,16,2,12,4,1,10,8
2021-01-16_csu_bakersfield_hawaii,CSU Bakersfield,2-15,2-6,3-4,3-10,1-3,3-6,4-14,3-5,5-5,4-9,1-1,7-10,,,,13-48,7-15,18-25,0,3,2,10,5,1,18,16
2021-01-16_uc_san_diego_uc_santa_barbara,UC Santa Barbara,9-14,1-2,1-1,6-16,2-6,2-4,6-12,0-1,8-9,5-17,0-2,5-6,,,,26-59,3-11,16-20,0,10,8,38,11,11,12,12
2021-01-16_uc_san_diego_uc_santa_barbara,UC San Diego,9-16,2-5,1-2,8-17,3-5,4-4,3-15,0-3,3-4,6-12,1-3,7-13,,,,26-60,6-16,15-23,0,11,8,28,4,11,10,14
2021-01-16_cal_st_fullerton_concordia_ca,Concordia (CA),4-13,2-8,1-2,4-17,1-4,1-1,6-13,2-6,3-4,1-12,1-4,10-12,,,,15-55,6-22,15-19,0,7,0,12,7,1,8,2
2021-01-16_cal_st_fullerton_concordia_ca,Cal St. Fullerton,7-14,1-1,2-2,8-15,0-1,3-4,6-16,1-5,2-7,7-17,0-1,4-5,,,,28-62,2-8,11-18,1,9,1,36,9,1,24,28
2021-01-17_southern_california_uc_riverside,UC Riverside,5-15,3-5,4-6,8-17,2-5,1-1,2-16,1-7,0-0,4-16,2-8,3-4,,,,19-64,8-25,8-11,0,8,0,10,6,0,20,0
2021-01-17_southern_california_uc_riverside,Southern California,5-13,0-4,0-2,3-11,0-1,3-5,6-11,1-2,6-8,5-14,2-5,2-2,,,,19-49,3-12,11-17,0,2,0,26,17,0,18,17
2021-01-22_uc_davis_uc_san_diego,UC San Diego,5-17,2-5,0-1,8-16,1-5,1-1,4-17,3-8,2-2,7-15,4-11,1-2,,,,24-65,10-29,4-6,0,9,0,20,9,1,16,21
2021-01-22_uc_davis_uc_san_diego,UC Davis,7-18,6-10,0-0,7-14,4-9,4-4,7-16,3-7,2-2,7-12,4-8,1-2,,,,28-60,17-34,7-8,0,12,0,18,12,1,13,15
2021-01-22_hawaii_cal_st_fullerton,Cal St. Fullerton,3-13,0-2,2-3,2-15,0-4,2-4,4-13,2-2,4-6,6-13,4-4,3-6,,,,15-54,6-12,11-19,0,10,0,14,4,1,12,20
2021-01-22_hawaii_cal_st_fullerton,Hawaii,4-12,2-5,3-6,6-14,3-7,1-1,4-14,0-7,3-4,3-10,1-3,2-4,,,,17-50,6-22,9-15,0,4,0,20,2,1,14,5
2021-01-22_cal_poly_uc_irvine,UC Irvine,6-14,1-2,4-4,5-11,0-3,1-4,4-11,2-6,3-4,7-10,1-2,7-12,,,,22-46,4-13,15-24,0,7,1,28,16,2,24,8
2021-01-22_cal_poly_uc_irvine,Cal Poly,4-17,1-4,0-0,4-14,0-5,1-4,9-13,1-4,2-2,5-18,1-5,2-2,,,,22-62,3-18,5-8,0,10,1,24,2,2,27,4
2021-01-22_csu_bakersfield_uc_riverside,UC Riverside,8-14,2-4,2-2,4-12,0-1,3-4,5-12,1-2,3-5,7-17,3-7,2-2,,,,24-55,6-14,10-13,0,10,6,28,19,5,17,11
2021-01-22_csu_bakersfield_uc_riverside,CSU Bakersfield,5-19,1-7,2-2,7-15,3-6,0-0,6-14,0-2,1-1,5-15,1-4,2-3,,,,23-63,5-19,5-6,0,16,6,26,5,5,10,5
2021-01-23_uc_davis_uc_san_diego,UC San Diego,5-14,0-4,1-1,0-11,0-3,4-4,5-14,1-7,4-4,4-15,1-6,7-8,,,,14-54,2-20,16-17,0,8,0,16,4,0,10,9
2021-01-23_uc_davis_uc_san_diego,UC Davis,9-15,2-6,1-1,5-13,1-5,4-4,5-12,2-5,1-1,3-12,1-5,2-2,,,,22-52,6-21,8-8,0,12,0,28,8,0,11,13
2021-01-23_hawaii_cal_st_fullerton,Cal St. Fullerton,3-14,0-2,1-2,1-10,0-2,4-6,4-15,0-1,1-1,7-14,0-5,7-10,,,,15-53,0-10,13-19,0,0,0,26,10,0,6,12
2021-01-23_hawaii_cal_st_fullerton,Hawaii,5-15,2-8,2-2,2-11,1-3,5-6,3-11,0-6,5-6,6-16,3-9,7-7,,,,16-53,6-26,19-21,0,8,0,18,7,0,10,8
2021-01-23_cal_poly_uc_irvine,UC Irvine,8-13,4-7,1-4,5-9,1-3,3-5,6-15,3-7,5-8,3-11,2-5,1-2,,,,22-48,10-22,10-19,0,7,3,28,16,4,20,22
2021-01-23_cal_poly_uc_irvine,Cal Poly,5-13,2-4,2-4,7-17,0-1,0-0,6-15,3-5,2-4,9-16,1-2,0-1,,,,27-61,6-12,4-9,0,19,3,36,5,4,9,24
2021-01-23_csu_bakersfield_uc_riverside,UC Riverside,7-13,3-6,1-2,4-14,0-7,0-0,8-18,3-6,2-3,6-13,2-5,3-4,,,,25-58,8-24,6-9,0,13,0,26,5,0,17,20
2021-01-23_csu_bakersfield_uc_riverside,CSU Bakersfield,2-12,0-5,2-3,4-20,0-2,0-0,4-15,0-1,4-6,7-19,1-6,4-7,,,,17-66,1-14,10-16,0,16,0,28,10,0,16,8
2021-01-29_uc_santa_barbara_uc_davis,UC Davis,6-15,0-1,0-0,8-16,1-5,2-2,6-14,1-4,3-5,6-12,1-2,7-9,,,,26-57,3-12,12-16,0,6,4,38,4,4,7,2
2021-01-29_uc_santa_barbara_uc_davis,UC Santa Barbara,9-16,2-4,2-2,4-12,0-4,2-2,4-10,1-5,6-6,7-16,2-4,2-2,,,,24-54,5-17,12-12,0,4,2,32,10,3,16,12
2021-01-29_uc_irvine_hawaii,Hawaii,4-15,1-5,0-0,6-14,2-7,4-4,5-9,2-4,8-8,6-12,2-6,7-8,,,,21-50,7-22,19-20,0,14,0,26,2,0,6,11
2021-01-29_uc_irvine_hawaii,UC Irvine,9-17,2-6,2-2,7-13,3-6,2-3,8-15,0-2,9-13,8-17,0-6,0-0,,,,32-62,5-20,13-18,0,13,0,44,20,0,28,30
2021-01-29_uc_san_diego_long_beach_st,Long Beach St.,3-16,1-6,1-3,8-13,1-4,2-2,6-18,2-7,2-2,3-13,1-5,4-6,,,,20-60,5-22,9-13,0,0,5,22,4,7,16,22
2021-01-29_uc_san_diego_long_beach_st,UC San Diego,5-15,3-7,0-0,5-9,5-8,0-0,4-15,2-10,1-2,3-15,1-8,4-8,,,,17-54,11-33,5-10,0,7,5,10,0,7,12,10
2021-01-29_uc_riverside_cal_poly,Cal Poly,5-12,3-6,0-0,7-13,2-6,2-2,7-12,0-1,0-0,3-7,0-0,5-6,,,,22-44,5-13,7-8,0,3,2,30,0,4,7,13
2021-01-29_uc_riverside_cal_poly,UC Riverside,3-10,2-4,3-4,3-19,2-8,4-7,3-12,0-3,2-2,3-14,0-4,6-10,,,,12-55,4-19,15-23,0,12,2,6,11,4,18,17
2021-01-29_cal_st_fullerton_csu_bakersfield,CSU Bakersfield,9-13,3-3,2-3,5-10,0-1,2-3,7-12,3-7,2-2,3-14,1-1,6-8,,,,24-49,7-12,12-16,0,4,0,24,11,0,22,12
2021-01-29_cal_st_fullerton_csu_bakersfield,Cal St. Fullerton,3-14,2-6,2-2,3-15,1-5,1-2,6-13,2-4,6-10,6-13,2-8,2-2,,,,18-55,7-23,11-16,1,16,0,20,2,0,22,22
