game_id,team,q1_fg,q1_3p,q1_ft,q2_fg,q2_3p,q2_ft,q3_fg,q3_3p,q3_ft,q4_fg,q4_3p,q4_ft,ot1_fg,ot1_3p,ot1_ft,total_fg,total_3p,total_ft,technical_fouls,second_chance_pts,scores_tied,pts_in_paint,fast_break_pts,lead_changes,pts_off_turnovers,bench_pts
2021-01-30_uc_santa_barbara_uc_davis,UC Davis,7-14,2-4,2-2,8-16,3-4,0-0,6-13,2-6,5-5,9-13,2-6,2-2,,,,30-56,9-20,9-9,0,4,0,36,3,2,4,14
2021-01-30_uc_santa_barbara_uc_davis,UC Santa Barbara,5-17,1-6,2-2,6-13,3-7,1-2,7-16,2-6,2-2,5-17,2-6,2-3,,,,23-63,8-25,7-9,0,9,1,20,6,2,5,5
2021-01-30_uc_san_diego_long_beach_st,Long Beach St.,6-15,1-5,3-4,6-15,3-4,0-0,10-20,3-9,3-4,4-7,0-0,9-15,,,,26-57,7-18,15-23,0,12,2,32,4,4,15,20
2021-01-30_uc_san_diego_long_beach_st,UC San Diego,4-15,4-9,2-2,5-12,3-6,1-2,7-17,3-8,1-2,3-14,1-7,0-0,,,,19-58,11-30,4-6,0,5,2,8,2,4,9,15
2021-01-30_uc_riverside_cal_poly,Cal Poly,11-16,2-2,0-0,5-15,1-3,0-0,8-13,0-0,1-2,5-10,2-4,3-4,,,,29-54,5-9,4-6,0,4,2,34,3,2,18,23
2021-01-30_uc_riverside_cal_poly,UC Riverside,5-10,0-1,7-8,7-13,2-5,0-2,2-13,1-5,0-0,5-14,2-5,3-7,,,,19-50,5-16,10-17,0,9,2,16,3,2,15,16
2021-01-30_cal_st_fullerton_csu_bakersfield,CSU Bakersfield,4-14,0-2,2-3,6-15,2-5,3-3,5-13,0-1,2-5,6-11,0-1,6-10,,,,21-53,2-9,13-21,1,5,4,30,10,5,18,10
2021-01-30_cal_st_fullerton_csu_bakersfield,Cal St. Fullerton,4-11,2-3,1-2,4-13,2-6,4-4,5-11,2-3,5-8,5-12,3-6,1-2,,,,18-47,9-18,11-16,0,11,5,14,3,5,13,28
2021-02-05_cal_poly_hawaii,Hawaii,6-12,3-8,3-4,4-11,2-7,2-2,5-14,3-8,0-2,7-16,5-11,0-0,,,,22-53,13-34,5-8,0,16,10,16,2,18,8,24
2021-02-05_cal_poly_hawaii,Cal Poly,8-17,1-3,0-0,6-13,4-6,0-0,5-17,0-3,2-4,8-17,0-3,1-2,,,,27-64,5-15,3-6,0,12,10,30,8,18,17,9
2021-02-05_csu_bakersfield_uc_irvine,UC Irvine,5-14,1-6,5-5,5-13,4-7,4-6,8-15,3-4,3-5,1-10,0-6,7-10,,,,19-52,8-23,19-26,0,0,3,18,8,8,19,20
2021-02-05_csu_bakersfield_uc_irvine,CSU Bakersfield,6-15,0-4,6-6,7-12,2-6,3-3,6-16,1-8,4-7,5-10,3-4,6-8,,,,24-53,6-22,19-24,0,12,3,28,17,8,18,15
2021-02-05_long_beach_st_uc_santa_barbara,UC Santa Barbara,1-10,1-5,3-4,5-13,3-7,2-2,5-12,0-3,5-6,5-18,3-11,0-0,,,,16-53,7-26,10-12,0,7,1,12,0,1,4,21
2021-02-05_long_beach_st_uc_santa_barbara,Long Beach St.,8-20,0-4,2-3,3-12,1-5,1-2,6-19,1-4,2-4,4-10,0-3,12-14,,,,21-61,2-16,17-23,0,14,1,30,8,1,18,12
2021-02-05_uc_riverside_cal_st_fullerton,Cal St. Fullerton,3-11,0-1,2-2,6-18,1-5,0-2,5-14,1-4,0-0,4-15,0-4,3-4,,,,18-58,2-14,5-8,0,0,1,22,13,1,12,16
2021-02-05_uc_riverside_cal_st_fullerton,UC Riverside,5-11,2-4,1-2,6-13,1-3,1-2,7-14,2-4,2-2,2-8,0-2,6-6,,,,20-46,5-13,10-12,0,5,1,18,2,1,18,33
2021-02-06_oregon_uc_davis,UC Davis,6-16,4-9,0-0,4-12,0-3,1-2,8-17,5-10,0-0,4-13,1-7,2-2,,,,22-58,10-29,3-4,0,0,6,24,20,8,5,4
2021-02-06_oregon_uc_davis,Oregon,4-19,2-8,2-2,6-13,0-2,1-2,8-17,1-4,0-2,7-13,2-4,5-7,,,,25-62,5-18,8-13,0,10,6,32,10,8,14,14
2021-02-06_cal_poly_hawaii,Hawaii,6-16,4-10,4-5,3-12,1-7,4-6,8-12,3-6,2-4,4-9,1-5,5-5,,,,21-49,9-28,15-20,0,3,8,22,12,9,14,19
2021-02-06_cal_poly_hawaii,Cal Poly,8-17,1-4,1-1,5-18,1-5,0-0,7-15,0-4,2-2,7-18,1-4,0-0,,,,27-68,3-17,3-3,0,6,8,40,2,9,13,13
2021-02-06_csu_bakersfield_uc_irvine,UC Irvine,5-15,2-5,4-5,3-9,1-1,5-8,6-11,1-2,8-12,3-7,0-1,8-12,,,,17-42,4-9,25-37,0,5,1,24,12,0,24,24
2021-02-06_csu_bakersfield_uc_irvine,CSU Bakersfield,4-16,0-5,0-1,4-13,2-3,0-0,5-13,1-2,2-4,3-12,1-6,4-4,,,,16-54,4-16,6-9,1,9,1,20,0,0,17,20
2021-02-06_long_beach_st_uc_santa_barbara,UC Santa Barbara,5-11,1-3,0-0,4-16,2-7,2-2,7-16,2-6,4-6,5-15,1-5,1-4,,,,21-58,6-21,7-12,0,14,1,24,0,1,3,5
2021-02-06_long_beach_st_uc_santa_barbara,Long Beach St.,9-20,0-5,1-2,9-17,2-5,1-1,7-17,0-3,4-5,4-14,1-4,3-5,,,,29-68,3-17,9-13,0,12,1,42,15,1,17,16
2021-02-06_uc_riverside_cal_st_fullerton,Cal St. Fullerton,4-9,0-1,1-3,4-13,1-3,2-2,7-16,0-4,0-0,6-11,2-2,1-4,,,,21-49,3-10,4-9,0,2,1,26,3,0,9,19
2021-02-06_uc_riverside_cal_st_fullerton,UC Riverside,7-13,0-0,3-4,5-10,1-4,2-4,6-16,1-3,2-2,8-14,0-1,3-3,,,,26-53,2-8,10-13,0,4,1,38,12,0,26,20
2021-02-12_long_beach_st_uc_davis,UC Davis,3-12,1-4,2-2,9-16,5-9,1-1,4-16,2-10,2-4,6-9,2-2,8-11,,,,22-53,10-25,13-18,0,10,2,20,2,3,21,26
2021-02-12_long_beach_st_uc_davis,Long Beach St.,2-16,0-7,2-6,5-17,1-7,2-2,6-13,2-3,1-1,6-17,0-5,6-7,,,,19-63,3-22,11-16,0,8,2,30,4,3,11,9
2021-02-12_uc_santa_barbara_hawaii,Hawaii,10-15,2-3,2-2,1-12,0-3,1-2,10-19,1-4,4-5,6-14,3-3,5-8,,,,27-60,6-13,12-17,0,9,1,40,6,6,13,25
2021-02-12_uc_santa_barbara_hawaii,UC Santa Barbara,6-16,1-6,5-5,7-19,1-7,2-2,5-14,2-6,2-2,5-16,2-10,1-2,,,,23-65,6-29,10-11,0,5,5,24,4,6,15,19
2021-02-12_uc_san_diego_csu_bakersfield,CSU Bakersfield,5-15,2-4,3-4,3-14,0-3,4-4,9-20,3-6,1-2,7-15,1-4,0-2,,,,24-64,6-17,8-12,0,8,2,30,9,6,17,24
2021-02-12_uc_san_diego_csu_bakersfield,UC San Diego,4-18,2-7,1-1,5-19,1-8,1-2,3-13,0-4,0-0,1-9,0-3,7-10,,,,13-59,3-22,9-13,0,5,2,18,6,6,2,22
2021-02-12_cal_st_fullerton_cal_poly,Cal Poly,8-16,1-3,1-1,5-15,0-4,1-2,5-11,0-1,2-2,5-12,0-2,5-7,4-7,0-0,6-6,27-61,1-10,15-18,0,16,1,36,6,1,17,11
2021-02-12_cal_st_fullerton_cal_poly,Cal St. Fullerton,3-13,1-5,0-0,4-15,2-6,2-3,5-11,2-5,5-5,7-12,4-5,2-2,4-10,1-4,0-0,23-61,10-25,9-10,0,4,3,16,4,1,16,20
2021-02-13_long_beach_st_uc_davis,UC Davis,8-15,5-8,0-0,2-7,2-5,5-8,9-15,2-5,4-4,4-10,1-4,2-4,,,,23-47,10-22,11-16,0,6,0,22,3,0,10,19
2021-02-13_long_beach_st_uc_davis,Long Beach St.,2-12,0-2,3-6,5-16,0-4,4-4,4-16,1-8,3-5,6-14,3-7,2-3,,,,17-58,4-21,12-18,0,16,0,18,0,0,8,8
2021-02-13_uc_santa_barbara_hawaii,Hawaii,4-12,0-4,2-2,7-14,0-2,5-10,3-17,0-4,0-2,4-14,1-3,6-8,,,,18-57,1-13,13-22,0,6,0,34,6,0,8,32
2021-02-13_uc_santa_barbara_hawaii,UC Santa Barbara,6-14,1-2,7-8,6-19,1-9,2-2,9-16,4-7,5-6,5-19,0-9,0-1,,,,26-68,6-27,14-17,0,13,1,30,8,1,23,19
2021-02-13_uc_san_diego_csu_bakersfield,CSU Bakersfield,5-13,0-4,0-0,7-14,2-6,3-4,8-12,2-3,9-10,4-13,1-4,4-4,,,,24-52,5-17,16-18,0,6,9,20,10,7,15,15
2021-02-13_uc_san_diego_csu_bakersfield,UC San Diego,11-18,3-6,0-0,7-14,4-6,0-0,5-15,2-8,0-2,2-10,1-4,6-8,,,,25-57,10-24,6-10,0,8,9,22,4,7,15,11
2021-02-13_cal_st_fullerton_cal_poly,Cal Poly,5-18,1-5,0-0,4-11,3-6,4-4,6-13,2-4,2-3,3-15,0-6,1-1,,,,18-57,6-21,7-8,0,11,3,16,5,1,16,18
2021-02-13_cal_st_fullerton_cal_poly,Cal St. Fullerton,4-10,1-5,4-8,6-11,4-7,0-0,7-7,3-3,10-12,4-11,1-4,0-0,,,,21-39,9-19,14-20,0,3,3,22,5,2,20,11
2021-02-19_uc_irvine_cal_st_fullerton,Cal St. Fullerton,6-15,3-8,3-4,5-13,1-4,1-2,5-13,2-5,5-6,5-12,1-6,0-2,,,,21-53,7-23,9-14,0,3,1,22,2,2,6,15
2021-02-19_uc_irvine_cal_st_fullerton,UC Irvine,8-13,2-3,3-7,6-12,1-1,2-6,2-14,1-5,4-8,7-12,3-5,9-11,,,,23-51,7-14,18-32,0,8,1,30,16,2,25,31
2021-02-19_uc_riverside_uc_san_diego,UC San Diego,5-14,3-8,3-4,7-15,1-2,2-2,7-11,2-3,4-4,4-13,1-4,1-2,,,,23-53,7-17,10-12,0,2,1,26,12,0,7,14
2021-02-19_uc_riverside_uc_san_diego,UC Riverside,7-15,0-3,0-0,5-16,1-5,0-0,9-18,3-4,0-0,4-12,2-4,3-3,,,,25-61,6-16,3-3,1,8,1,22,4,0,18,19
2021-02-19_csu_bakersfield_uc_santa_barbara,UC Santa Barbara,4-18,3-7,1-2,9-14,3-5,0-1,9-17,7-11,0-0,5-12,2-4,7-10,,,,27-61,15-27,8-13,0,11,0,20,5,3,11,17
2021-02-19_csu_bakersfield_uc_santa_barbara,CSU Bakersfield,6-15,2-5,0-0,4-13,0-7,2-3,7-19,2-6,1-1,8-15,1-2,5-5,,,,25-62,5-20,8-9,0,11,1,30,4,3,16,9
2021-02-19_cal_poly_long_beach_st,Long Beach St.,5-12,0-4,0-1,2-14,0-6,2-7,3-14,1-6,4-4,4-13,1-7,8-14,,,,14-53,2-23,14-26,0,11,3,18,10,0,11,13
2021-02-19_cal_poly_long_beach_st,Cal Poly,5-12,1-3,1-2,5-12,0-2,0-1,6-16,1-6,0-0,7-10,1-1,5-6,,,,23-50,3-12,6-9,0,6,3,28,6,0,13,17
2021-02-20_uc_irvine_cal_st_fullerton,Cal St. Fullerton,6-13,3-6,0-0,3-15,0-6,1-2,6-13,2-5,0-1,8-18,0-5,8-10,,,,23-59,5-22,9-13,1,9,2,34,4,2,20,9
2021-02-20_uc_irvine_cal_st_fullerton,UC Irvine,8-20,1-5,3-3,5-14,1-5,1-1,7-13,1-2,3-3,6-11,0-1,6-7,,,,26-58,3-13,13-14,0,11,2,40,9,2,16,25
2021-02-20_uc_riverside_uc_san_diego,UC San Diego,9-16,2-3,3-5,8-13,3-3,1-2,3-14,2-6,3-4,4-11,2-4,10-12,,,,24-54,9-16,17-23,0,5,2,24,5,9,5,13
2021-02-20_uc_riverside_uc_san_diego,UC Riverside,8-15,0-2,2-4,7-14,1-2,1-2,6-16,0-2,4-4,6-18,3-8,2-4,,,,27-63,4-14,9-14,0,4,2,34,9,9,13,18
2021-02-20_cal_poly_long_beach_st,Long Beach St.,5-16,3-7,1-2,4-11,1-6,0-0,4-12,2-5,4-4,2-10,0-5,1-2,,,,15-49,6-23,6-8,0,8,5,10,3,11,20,8
2021-02-20_cal_poly_long_beach_st,Cal Poly,5-14,2-5,0-0,5-10,0-0,2-4,3-11,1-4,1-2,4-10,1-4,4-4,,,,17-45,4-13,7-10,0,10,5,18,3,11,13,15
2021-02-26_uc_davis_cal_poly,Cal Poly,7-15,2-2,0-0,4-16,0-5,0-0,6-20,1-8,1-1,4-15,1-3,0-2,,,,21-66,4-18,1-3,0,13,2,22,6,2,2,10
2021-02-26_uc_davis_cal_poly,UC Davis,8-16,2-9,2-3,6-15,1-9,0-2,5-14,2-6,2-2,5-13,1-4,5-7,,,,24-58,6-28,9-14,0,7,2,34,6,2,19,7
2021-02-26_long_beach_st_hawaii,Hawaii,6-16,0-6,2-4,7-13,2-5,4-4,8-14,3-5,4-6,5-12,2-5,8-12,,,,26-55,7-21,18-26,0,13,12,30,2,20,2,29
2021-02-26_long_beach_st_hawaii,Long Beach St.,7-17,1-2,0-0,5-15,1-4,3-4,10-22,2-7,2-4,7-17,4-8,4-4,,,,29-71,8-21,9-12,0,11,12,28,9,20,16,14
2021-02-26_uc_san_diego_uc_irvine,UC Irvine,5-15,2-5,0-0,6-14,0-2,7-9,7-14,2-3,1-2,6-16,2-6,1-3,,,,24-59,6-16,9-14,0,8,5,32,9,7,18,25
2021-02-26_uc_san_diego_uc_irvine,UC San Diego,6-14,3-9,0-0,7-17,5-11,2-2,3-12,2-4,2-2,7-11,2-2,4-6,,,,23-54,12-26,8-10,0,5,5,12,2,7,14,34
2021-02-26_uc_santa_barbara_uc_riverside,UC Riverside,4-16,0-2,0-0,7-11,1-2,0-3,7-16,1-4,3-5,3-10,1-2,4-4,,,,21-53,3-10,7-12,0,6,0,24,2,0,22,30
2021-02-26_uc_santa_barbara_uc_riverside,UC Santa Barbara,7-9,2-3,2-4,8-15,2-3,1-1,6-12,3-5,4-4,2-12,1-5,7-8,,,,23-48,8-16,14-17,0,10,0,28,10,1,14,22
2021-02-27_uc_davis_cal_poly,Cal Poly,2-15,0-2,4-6,5-21,0-2,1-1,7-15,0-4,0-0,5-10,0-1,10-11,,,,19-61,0-9,15-18,0,7,0,28,8,0,5,18
2021-02-27_uc_davis_cal_poly,UC Davis,5-13,2-5,2-2,6-17,1-6,0-0,4-9,3-6,2-2,6-11,2-3,8-11,,,,21-50,8-20,12-15,0,2,0,24,11,0,8,5
2021-02-27_long_beach_st_hawaii,Hawaii,7-12,4-4,1-2,8-17,2-8,2-2,5-16,1-7,2-4,6-11,2-3,3-4,,,,26-56,9-22,8-12,0,14,14,28,5,13,12,14
2021-02-27_long_beach_st_hawaii,Long Beach St.,8-16,1-6,4-4,6-17,0-5,4-6,9-15,3-5,2-2,4-13,0-4,1-1,,,,27-61,4-20,11-13,0,8,14,38,10,13,17,28
2021-02-27_uc_san_diego_uc_irvine,UC Irvine,3-16,2-5,5-6,5-16,2-4,0-0,9-16,1-5,3-3,3-10,2-5,9-10,,,,20-58,7-19,17-19,0,8,8,18,8,11,9,19
2021-02-27_uc_san_diego_uc_irvine,UC San Diego,4-16,2-10,1-2,6-16,2-8,3-3,5-20,1-8,0-0,8-21,3-6,0-0,,,,23-73,8-32,4-5,0,8,8,24,8,11,12,12
2021-02-27_uc_santa_barbara_uc_riverside,UC Riverside,8-17,1-4,3-3,3-15,1-2,7-10,5-14,2-3,8-12,10-20,2-5,0-1,,,,26-66,6-14,18-26,0,14,0,28,9,0,12,49
2021-02-27_uc_santa_barbara_uc_riverside,UC Santa Barbara,7-11,0-0,12-14,9-16,2-6,0-2,6-13,1-5,5-8,6-14,0-3,7-10,,,,28-54,3-14,24-34,0,11,1,44,5,1,9,10
2021-03-05_hawaii_uc_davis,UC Davis,4-14,1-5,3-4,4-10,1-5,4-4,6-17,4-7,6-6,6-15,0-4,1-2,,,,20-56,6-21,14-16,0,5,0,26,8,0,6,6
2021-03-05_hawaii_uc_davis,Hawaii,7-21,5-11,0-0,6-16,2-6,1-2,4-13,1-1,6-8,6-15,1-3,8-10,,,,23-65,9-21,15-20,1,10,0,28,10,0,16,16
2021-03-05_uc_irvine_long_beach_st,Long Beach St.,4-11,1-4,0-2,8-19,1-6,4-5,7-16,2-5,5-7,6-12,0-2,7-7,,,,25-58,4-17,16-21,0,7,1,36,9,3,13,12
2021-03-05_uc_irvine_long_beach_st,UC Irvine,6-14,2-6,3-4,5-12,4-9,2-4,9-19,3-7,4-4,7-12,2-3,5-7,,,,27-57,11-25,14-19,0,5,1,32,12,3,19,29
2021-03-05_cal_st_fullerton_uc_san_diego,UC San Diego,5-15,4-11,2-2,5-14,1-9,2-2,3-14,2-9,0-0,8-18,4-7,0-0,,,,21-61,11-36,4-4,0,6,0,12,5,2,12,5
2021-03-05_cal_st_fullerton_uc_san_diego,Cal St. Fullerton,6-15,1-6,5-7,7-13,2-5,2-2,7-11,1-3,2-2,3-11,0-3,1-4,,,,23-50,4-17,10-15,0,17,2,30,4,2,15,11
2021-03-05_cal_poly_uc_santa_barbara,UC Santa Barbara,2-14,0-2,2-2,4-11,2-4,4-4,7-13,3-6,2-2,2-12,1-7,2-2,,,,15-50,6-19,10-10,0,6,3,14,4,3,2,21
2021-03-05_cal_poly_uc_santa_barbara,Cal Poly,7-16,1-4,0-0,10-20,3-7,0-0,10-18,5-7,0-0,6-13,1-5,0-0,,,,33-67,10-23,0-0,0,2,3,28,7,3,19,21
2021-03-06_hawaii_uc_davis,UC Davis,7-12,3-5,1-1,2-13,1-7,4-5,6-13,2-5,2-4,2-11,1-4,6-10,,,,17-49,7-21,13-20,0,1,6,20,17,4,9,0
2021-03-06_hawaii_uc_davis,Hawaii,7-18,1-3,1-1,3-12,1-4,6-8,3-14,0-5,2-3,2-13,2-8,3-6,,,,15-57,4-20,12-18,0,15,6,18,4,4,12,20
2021-03-06_uc_irvine_long_beach_st,Long Beach St.,8-13,2-4,6-6,6-13,1-3,6-10,8-14,2-4,2-2,3-5,1-1,10-15,,,,25-45,6-12,24-33,0,6,0,38,14,0,26,23
2021-03-06_uc_irvine_long_beach_st,UC Irvine,6-12,0-3,3-4,5-17,1-8,3-4,7-18,4-9,0-0,5-12,1-5,4-6,,,,23-59,6-25,10-14,0,20,0,26,2,0,14,43
2021-03-06_cal_st_fullerton_uc_san_diego,UC San Diego,3-18,1-9,1-2,4-15,3-8,5-6,9-17,3-7,2-5,5-16,4-7,0-2,2-7,1-3,2-2,23-73,12-34,10-17,0,14,4,18,17,6,26,21
2021-03-06_cal_st_fullerton_uc_san_diego,Cal St. Fullerton,5-16,1-6,1-2,9-18,0-5,2-3,4-9,1-1,0-0,8-13,2-5,2-4,2-6,1-3,0-0,28-62,5-20,5-9,0,11,4,32,6,5,7,16
2021-03-06_cal_poly_uc_santa_barbara,UC Santa Barbara,6-15,3-7,2-2,4-12,1-2,4-6,7-12,3-5,6-6,4-11,2-6,15-16,,,,21-50,9-20,27-30,0,9,2,18,15,7,9,14
2021-03-06_cal_poly_uc_santa_barbara,Cal Poly,8-17,1-2,1-2,6-20,1-4,0-0,4-16,0-6,1-1,9-20,4-10,6-7,,,,27-73,6-22,8-10,1,15,2,28,15,7,12,35
2021-03-09_uc_riverside_cal_st_fullerton,Cal St. Fullerton,5-10,1-2,0-0,5-12,2-4,0-2,7-14,1-3,1-2,5-12,2-5,4-4,,,,22-48,6-14,5-8,0,10,1,32,0,1,11,6
2021-03-09_uc_riverside_cal_st_fullerton,UC Riverside,7-19,2-6,0-0,5-14,2-4,2-3,5-10,2-6,0-0,3-12,0-6,3-4,,,,20-55,6-22,5-7,0,5,2,18,4,1,19,6
2021-03-10_uc_davis_cal_st_fullerton,Cal St. Fullerton,3-18,1-12,2-2,3-18,1-4,0-0,7-17,1-5,3-6,9-19,1-8,1-2,,,,22-72,4-29,6-10,0,11,2,22,10,1,12,3
2021-03-10_uc_davis_cal_st_fullerton,UC Davis,7-15,3-6,2-2,5-12,2-4,1-1,3-13,1-5,2-4,3-5,0-0,14-22,,,,18-45,6-15,19-29,0,3,2,24,11,1,4,8
2021-03-10_csu_bakersfield_hawaii,Hawaii,5-15,1-6,6-9,7-12,2-4,6-7,5-17,2-7,6-7,6-14,3-6,9-12,,,,23-58,8-23,27-35,0,18,4,28,15,8,8,20
2021-03-10_csu_bakersfield_hawaii,CSU Bakersfield,8-13,4-4,1-2,4-14,1-3,6-10,6-17,0-4,2-2,6-18,0-6,5-8,,,,24-62,5-17,14-22,0,14,4,28,9,8,7,18
2021-03-10_uc_irvine_uc_santa_barbara,UC Santa Barbara,7-15,3-6,2-3,9-15,6-9,3-3,7-14,6-9,4-6,6-15,3-5,5-8,,,,29-59,18-29,14-20,0,11,8,18,4,19,15,27
2021-03-10_uc_irvine_uc_santa_barbara,UC Irvine,8-12,1-1,1-3,7-15,3-7,5-6,9-13,4-5,5-7,9-19,2-4,5-9,,,,33-59,10-17,16-25,0,8,8,46,19,19,24,31
2021-03-10_long_beach_st_cal_poly,Cal Poly,5-14,1-6,4-5,4-16,1-5,2-2,4-10,1-4,4-4,6-13,1-5,9-12,,,,19-53,4-20,19-23,0,15,8,28,5,13,9,2
2021-03-10_long_beach_st_cal_poly,Long Beach St.,4-15,1-6,0-0,6-14,1-5,3-5,6-14,2-5,3-4,4-13,1-2,9-11,,,,20-56,5-18,15-20,0,12,8,26,11,13,14,20
2021-03-12_uc_davis_hawaii,Hawaii,3-15,1-6,2-2,5-17,3-10,2-2,3-17,1-7,4-5,5-19,3-13,4-4,,,,16-68,8-36,12-13,0,13,3,14,7,5,18,11
2021-03-12_uc_davis_hawaii,UC Davis,5-14,0-2,2-2,4-9,1-3,3-3,8-14,4-7,2-2,5-12,0-4,8-10,,,,22-49,5-16,15-17,0,0,3,26,14,5,6,14
2021-03-12_uc_irvine_cal_poly,Cal Poly,7-14,1-5,1-2,8-15,2-4,0-0,3-11,0-4,8-9,5-15,1-5,0-2,,,,23-55,4-18,9-13,0,6,8,26,14,6,12,17
2021-03-12_uc_irvine_cal_poly,UC Irvine,3-15,0-6,1-1,8-16,4-8,4-4,4-13,3-8,6-10,5-14,1-5,9-10,,,,20-58,8-27,20-25,0,9,8,22,9,6,19,25
2021-03-13_uc_davis_uc_irvine,UC Irvine,5-14,2-6,2-4,4-12,3-5,1-2,4-16,0-6,0-2,3-14,0-1,2-3,,,,16-56,5-18,5-11,0,4,8,20,1,12,4,7
2021-03-13_uc_davis_uc_irvine,UC Davis,6-16,3-9,0-0,4-12,1-3,2-4,5-14,1-7,3-4,9-11,2-3,1-1,,,,24-53,7-22,6-9,0,4,8,34,5,12,11,4
2021-03-22_missouri_st_uc_davis,UC Davis,4-14,2-5,1-2,5-16,3-8,1-1,3-10,3-7,0-0,6-18,5-11,0-0,,,,18-58,13-31,2-3,0,3,0,6,0,3,15,0
2021-03-22_missouri_st_uc_davis,Missouri St.,7-16,2-3,3-5,6-19,2-3,0-1,6-20,1-5,3-4,6-12,1-4,8-11,,,,25-67,6-15,14-21,0,11,0,32,6,3,15,26
