game_id,date,home_team,away_team,home_score,away_score,winner,site_location,home_away_neutral,is_conference_game,season,source_url
2021-11-27_pepperdine_cal_st_fullerton,2021-11-27,Pepperdine,Cal St. Fullerton,63,68,Cal St. Fullerton,"Malibu, CA",away,False,2021-22,https://fullertontitans.com/sports/womens-basketball/stats/2021-22/pepperdine/boxscore/3345
2021-11-27_santa_clara_csu_bakersfield,2021-11-27,Santa Clara,CSU Bakersfield,67,53,Santa Clara,"Santa Clara, CA",away,False,2021-22,https://gorunners.com/sports/womens-basketball/stats/2021-22/santa-clara/boxscore/8256
2021-11-28_hawaii_gonzaga,2021-11-28,Hawaii,Gonzaga,49,68,Gonzaga,"Honolulu, O‘ahu",home,False,2021-22,https://hawaiiathletics.com/sports/womens-basketball/stats/2021-2022/gonzaga/boxscore/26618
2021-11-28_uc_irvine_sacramento_st,2021-11-28,UC Irvine,Sacramento St.,58,51,UC Irvine,"Irvine, Calif.",home,False,2021-22,https://ucirvinesports.com/sports/womens-basketball/stats/2021-22/sacramento-state/boxscore/10733
2021-11-28_rhode_island_long_beach_st,2021-11-28,Rhode Island,Long Beach St.,52,64,Long Beach St.,"Charlottesville, Va.",neutral,False,2021-22,https://longbeachstate.com/sports/womens-basketball/stats/2021-22/rhode-island/boxscore/7240
2021-11-30_csu_bakersfield_pepperdine,2021-11-30,CSU Bakersfield,Pepperdine,42,52,Pepperdine,"Bakersfield, CA",home,False,2021-22,https://gorunners.com/sports/womens-basketball/stats/2021-22/pepperdine/boxscore/8257
2021-12-01_oregon_uc_davis,2021-12-01,Oregon,UC Davis,57,64,UC Davis,"Eugene, Ore.",away,False,2021-22,https://ucdavisaggies.com/sports/womens-basketball/stats/2021-22/oregon/boxscore/19820
2021-12-01_csun_loyola_marymount,2021-12-01,CSUN,Loyola Marymount,62,57,CSUN,"Northridge, Calif.",home,False,2021-22,https://gomatadors.com/sports/womens-basketball/stats/2021-22/loyola-marymount/boxscore/14927
2021-12-02_southern_california_uc_irvine,2021-12-02,Southern California,UC Irvine,78,69,Southern California,"Los Angeles, Calif.",away,False,2021-22,https://ucirvinesports.com/sports/womens-basketball/stats/2021-22/usc/boxscore/10734
2021-12-02_uc_santa_barbara_denver,2021-12-02,UC Santa Barbara,Denver,89,80,UC Santa Barbara,"The Thunderdome, Isla Vista, CA",home,False,2021-22,https://ucsbgauchos.com/sports/womens-basketball/stats/2021-22/denver/boxscore/5261
2021-12-02_cal_poly_nevada,2021-12-02,Cal Poly,Nevada,53,61,Nevada,"San Luis Obispo, Calif.",home,False,2021-22,https://gopoly.com/sports/womens-basketball/stats/2021-22/nevada/boxscore/5963
2021-12-03_uc_san_diego_san_jose_st,2021-12-03,UC San Diego,San Jose St.,81,61,UC San Diego,"La Jolla, Calif.",home,False,2021-22,https://ucsdtritons.com/sports/womens-basketball/stats/2021-22/san-jose-state/boxscore/8508
2021-12-04_uc_davis_washington_st,2021-12-04,UC Davis,Washington St.,49,71,Washington St.,"Davis, Calif.",home,False,2021-22,https://ucdavisaggies.com/sports/womens-basketball/stats/2021-22/washington-state/boxscore/19821
2021-12-04_cal_poly_denver,2021-12-04,Cal Poly,Denver,63,75,Denver,"San Luis Obispo, Calif.",home,False,2021-22,https://gopoly.com/sports/womens-basketball/stats/2021-22/denver/boxscore/5964
2021-12-04_cal_st_fullerton_grand_canyon,2021-12-04,Cal St. Fullerton,Grand Canyon,60,53,Cal St. Fullerton,"Fullerton, CA",home,False,2021-22,https://fullertontitans.com/sports/womens-basketball/stats/2021-22/grand-canyon/boxscore/3346
2021-12-05_hawaii_loyola_marymount,2021-12-05,Hawaii,Loyola Marymount,76,63,Hawaii,"Honolulu, O‘ahu",home,False,2021-22,https://hawaiiathletics.com/sports/womens-basketball/stats/2021-2022/lmu/boxscore/26619
2021-12-05_air_force_long_beach_st,2021-12-05,Air Force,Long Beach St.,49,50,Long Beach St.,"Colorado Springs, Colo.",away,False,2021-22,https://longbeachstate.com/sports/womens-basketball/stats/2021-22/air-force/boxscore/7241
2021-12-05_csun_san_diego,2021-12-05,CSUN,San Diego,70,83,San Diego,"Northridge, Calif.",home,False,2021-22,https://gomatadors.com/sports/womens-basketball/stats/2021-22/san-diego/boxscore/14928
2021-12-05_csu_bakersfield_unlv,2021-12-05,CSU Bakersfield,UNLV,56,71,UNLV,"Bakersfield, CA",home,False,2021-22,https://gorunners.com/sports/womens-basketball/stats/2021-22/unlv/boxscore/8258
2021-12-07_cal_st_fullerton_san_francisco,2021-12-07,Cal St. Fullerton,San Francisco,62,53,Cal St. Fullerton,"Fullerton, CA",home,False,2021-22,https://fullertontitans.com/sports/womens-basketball/stats/2021-22/san-francisco/boxscore/3347
2021-12-08_csu_bakersfield_sacramento_st,2021-12-08,CSU Bakersfield,Sacramento St.,50,60,Sacramento St.,"Bakersfield, CA",home,False,2021-22,https://gorunners.com/sports/womens-basketball/stats/2021-22/sacramento-state/boxscore/8259
2021-12-09_portland_csun,2021-12-09,Portland,CSUN,80,62,Portland,"Portland, Ore.",away,False,2021-22,https://gomatadors.com/sports/womens-basketball/stats/2021-22/portland/boxscore/14929
2021-12-10_utah_cal_st_fullerton,2021-12-10,Utah,Cal St. Fullerton,100,45,Utah,"Salt Lake City, UT",away,False,2021-22,https://fullertontitans.com/sports/womens-basketball/stats/2021-22/university-of-utah/boxscore/3348
2021-12-11_uc_irvine_san_diego,2021-12-11,UC Irvine,San Diego,64,75,San Diego,"Irvine, Calif.",home,False,2021-22,https://ucirvinesports.com/sports/womens-basketball/stats/2021-22/san-diego/boxscore/10735
2021-12-11_oregon_long_beach_st,2021-12-11,Oregon,Long Beach St.,68,59,Oregon,"Eugene, Ore.",away,False,2021-22,https://longbeachstate.com/sports/womens-basketball/stats/2021-22/oregon/boxscore/7242
2021-12-11_csu_bakersfield_fresno_st,2021-12-11,CSU Bakersfield,Fresno St.,64,77,Fresno St.,"Bakersfield, CA",home,False,2021-22,https://gorunners.com/sports/womens-basketball/stats/2021-22/fresno-state/boxscore/8260
2021-12-12_uc_santa_barbara_bethesda_ca,2021-12-12,UC Santa Barbara,Bethesda (CA),117,28,UC Santa Barbara,"The Thunderdome, Isla Vista, CA",home,False,2021-22,https://ucsbgauchos.com/sports/womens-basketball/stats/2021-22/bethesda-university/boxscore/5262
2021-12-13_uc_davis_stanislaus_st,2021-12-13,UC Davis,Stanislaus St.,84,55,UC Davis,"Davis, Calif.",home,False,2021-22,https://ucdavisaggies.com/sports/womens-basketball/stats/2021-22/stanislaus-state/boxscore/19822
2021-12-13_northern_ariz_cal_poly,2021-12-13,Northern Ariz.,Cal Poly,88,73,Northern Ariz.,"Flagstaff, AZ",away,False,2021-22,https://gopoly.com/sports/womens-basketball/stats/2021-22/northern-arizona-university/boxscore/5965
2021-12-14_uc_san_diego_california_baptist,2021-12-14,UC San Diego,California Baptist,73,74,California Baptist,"La Jolla, Calif.",home,False,2021-22,https://ucsdtritons.com/sports/womens-basketball/stats/2021-22/california-baptist/boxscore/8509
2021-12-15_stanford_uc_davis,2021-12-15,Stanford,UC Davis,68,42,Stanford,"Stanford, Calif.",away,False,2021-22,https://ucdavisaggies.com/sports/womens-basketball/stats/2021-22/stanford/boxscore/19823
2021-12-15_san_jose_st_uc_irvine,2021-12-15,San Jose St.,UC Irvine,66,74,UC Irvine,"Santa Cruz, Calif.",neutral,False,2021-22,https://ucirvinesports.com/sports/womens-basketball/stats/2021-22/san-jose-state-university/boxscore/10736
2021-12-15_southern_california_csun,2021-12-15,Southern California,CSUN,76,51,Southern California,"Los Angeles, Calif.",away,False,2021-22,https://gomatadors.com/sports/womens-basketball/stats/2021-22/usc/boxscore/14985
2021-12-16_uc_riverside_antelope_valley,2021-12-16,UC Riverside,Antelope Valley,88,39,UC Riverside,"Riverside, Calif.",home,False,2021-22,https://gohighlanders.com/sports/womens-basketball/stats/2021-22/university-of-antelope-valley/boxscore/13278
2021-12-17_san_diego_st_uc_san_diego,2021-12-17,San Diego St.,UC San Diego,65,57,San Diego St.,"San Diego, Calif.",away,False,2021-22,https://ucsdtritons.com/sports/womens-basketball/stats/2021-22/san-diego-state/boxscore/8510
2021-12-18_uc_santa_barbara_sacramento_st,2021-12-18,UC Santa Barbara,Sacramento St.,66,58,UC Santa Barbara,"The Thunderdome, Isla Vista, CA",home,False,2021-22,https://ucsbgauchos.com/sports/womens-basketball/stats/2021-22/sacramento-state/boxscore/5263
2021-12-18_california_cal_poly,2021-12-18,California,Cal Poly,89,73,California,"Berkeley, CA",away,False,2021-22,https://gopoly.com/sports/womens-basketball/stats/2021-22/cal/boxscore/5966
2021-12-19_uc_davis_gonzaga,2021-12-19,UC Davis,Gonzaga,69,66,UC Davis,"Davis, Calif.",home,False,2021-22,https://ucdavisaggies.com/sports/womens-basketball/stats/2021-22/gonzaga/boxscore/19824
2021-12-19_incarnate_word_uc_riverside,2021-12-19,Incarnate Word,UC Riverside,61,55,Incarnate Word,"San Antonio, TX",away,False,2021-22,https://gohighlanders.com/sports/womens-basketball/stats/2021-22/university-of-the-incarnate-word/boxscore/13283
2021-12-21_unlv_hawaii,2021-12-21,UNLV,Hawaii,70,63,UNLV,"Las Vegas, Nev.",away,False,2021-22,https://hawaiiathletics.com/sports/womens-basketball/stats/2021-2022/unlv/boxscore/26620
2021-12-21_arizona_st_uc_irvine,2021-12-21,Arizona St.,UC Irvine,69,52,Arizona St.,"Tempe, Ariz.",away,False,2021-22,https://ucirvinesports.com/sports/womens-basketball/stats/2021-22/arizona-state/boxscore/10737
2021-12-21_san_jose_st_uc_santa_barbara,2021-12-21,San Jose St.,UC Santa Barbara,51,81,UC Santa Barbara,"Provident Credit Union Event Center, San Jose, CA",away,False,2021-22,https://ucsbgauchos.com/sports/womens-basketball/stats/2021-22/san-jose-state/boxscore/5264
2021-12-21_cal_poly_california_baptist,2021-12-21,Cal Poly,California Baptist,64,66,California Baptist,"San Luis Obispo, Calif.",home,False,2021-22,https://gopoly.com/sports/womens-basketball/stats/2021-22/cal-baptist/boxscore/5967
2021-12-21_csun_antelope_valley,2021-12-21,CSUN,Antelope Valley,90,32,CSUN,"Northridge, Calif.",home,False,2021-22,https://gomatadors.com/sports/womens-basketball/stats/2021-22/university-of-antelope-valley/boxscore/14931
2021-12-21_cal_st_fullerton_loyola_marymount,2021-12-21,Cal St. Fullerton,Loyola Marymount,51,64,Loyola Marymount,"Fullerton, CA",home,False,2021-22,https://fullertontitans.com/sports/womens-basketball/stats/2021-22/loyola-marymount/boxscore/3349
2021-12-23_grand_canyon_uc_irvine,2021-12-23,Grand Canyon,UC Irvine,58,53,Grand Canyon,"Phoenix, Ariz.",away,False,2021-22,https://ucirvinesports.com/sports/womens-basketball/stats/2021-22/grand-canyon/boxscore/10738
2021-12-30_long_beach_st_cal_poly,2021-12-30,Long Beach St.,Cal Poly,76,54,Long Beach St.,"Long Beach, Calif.",home,True,2021-22,https://longbeachstate.com/sports/womens-basketball/stats/2021-22/cal-poly/boxscore/7245
2022-01-01_long_beach_st_csu_bakersfield,2022-01-01,Long Beach St.,CSU Bakersfield,59,42,Long Beach St.,"Long Beach, Calif.",home,True,2021-22,https://longbeachstate.com/sports/womens-basketball/stats/2021-22/csu-bakersfield/boxscore/7246
2022-01-06_uc_irvine_uc_davis,2022-01-06,UC Irvine,UC Davis,76,59,UC Irvine,"Irvine, Calif.",home,True,2021-22,https://ucirvinesports.com/sports/womens-basketball/stats/2021-22/uc-davis/boxscore/10741
2022-01-06_uc_san_diego_uc_riverside,2022-01-06,UC San Diego,UC Riverside,60,57,UC San Diego,"La Jolla, Calif.",home,True,2021-22,https://ucsdtritons.com/sports/womens-basketball/stats/2021-22/uc-riverside/boxscore/8514
2022-01-06_cal_poly_uc_santa_barbara,2022-01-06,Cal Poly,UC Santa Barbara,42,63,UC Santa Barbara,"Mott Athletics Center, San Luis Obispo, CA",away,False,2021-22,https://ucsbgauchos.com/sports/womens-basketball/stats/2021-22/cal-poly/boxscore/5267
2022-01-08_uc_san_diego_uc_davis,2022-01-08,UC San Diego,UC Davis,59,56,UC San Diego,"La Jolla, Calif.",home,True,2021-22,https://ucsdtritons.com/sports/womens-basketball/stats/2021-22/uc-davis/boxscore/8515
2022-01-08_hawaii_cal_st_fullerton,2022-01-08,Hawaii,Cal St. Fullerton,54,52,Hawaii,"Honolulu, O‘ahu",home,True,2021-22,https://hawaiiathletics.com/sports/womens-basketball/stats/2021-2022/cal-state-fullerton/boxscore/26624
2022-01-08_uc_irvine_uc_riverside,2022-01-08,UC Irvine,UC Riverside,59,53,UC Irvine,"Irvine, Calif.",home,True,2021-22,https://ucirvinesports.com/sports/womens-basketball/stats/2021-22/uc-riverside/boxscore/10742
2022-01-08_cal_poly_csun,2022-01-08,Cal Poly,CSUN,45,54,CSUN,"San Luis Obispo, Calif.",home,True,2021-22,https://gopoly.com/sports/womens-basketball/stats/2021-22/csun/boxscore/5971
2022-01-11_uc_san_diego_uc_irvine,2022-01-11,UC San Diego,UC Irvine,44,59,UC Irvine,"La Jolla, Calif.",home,True,2021-22,https://ucsdtritons.com/sports/womens-basketball/stats/2021-22/uc-irvine/boxscore/8516
2022-01-13_uc_san_diego_hawaii,2022-01-13,UC San Diego,Hawaii,82,58,UC San Diego,"La Jolla, Calif.",home,True,2021-22,https://ucsdtritons.com/sports/womens-basketball/stats/2021-22/hawai-i/boxscore/8518
2022-01-13_uc_santa_barbara_long_beach_st,2022-01-13,UC Santa Barbara,Long Beach St.,54,68,Long Beach St.,"The Thunderdome, Isla Vista, CA",home,False,2021-22,https://ucsbgauchos.com/sports/womens-basketball/stats/2021-22/long-beach-state/boxscore/5269
2022-01-13_csun_cal_st_fullerton,2022-01-13,CSUN,Cal St. Fullerton,50,65,Cal St. Fullerton,"Northridge, Calif.",home,True,2021-22,https://gomatadors.com/sports/womens-basketball/stats/2021-22/cal-state-fullerton/boxscore/14936
2022-01-14_utah_uc_riverside,2022-01-14,Utah,UC Riverside,89,48,Utah,"Salt Lake City, Utah",away,False,2021-22,https://gohighlanders.com/sports/womens-basketball/stats/2021-22/utah/boxscore/13358
2022-01-15_uc_irvine_hawaii,2022-01-15,UC Irvine,Hawaii,73,77,Hawaii,"Irvine, Calif.",home,True,2021-22,https://ucirvinesports.com/sports/womens-basketball/stats/2021-22/hawai-i/boxscore/10744
2022-01-15_uc_santa_barbara_cal_st_fullerton,2022-01-15,UC Santa Barbara,Cal St. Fullerton,78,70,UC Santa Barbara,Family Day,home,False,2021-22,https://ucsbgauchos.com/sports/womens-basketball/stats/2021-22/cal-state-fullerton/boxscore/5270
