game_id,team,q1_fg,q1_3p,q1_ft,q2_fg,q2_3p,q2_ft,q3_fg,q3_3p,q3_ft,q4_fg,q4_3p,q4_ft,ot1_fg,ot1_3p,ot1_ft,ot2_fg,ot2_3p,ot2_ft,total_fg,total_3p,total_ft,technical_fouls,second_chance_pts,scores_tied,pts_in_paint,fast_break_pts,lead_changes,pts_off_turnovers,bench_pts
2025-01-30_uc_san_diego_hawaii,Hawaii,6-16,3-12,2-2,5-10,3-6,2-2,6-12,2-4,0-0,5-12,1-5,2-6,2-4,1-2,1-2,,,,24-54,10-29,7-12,0,9,9,24,7,11,16,23
2025-01-30_uc_san_diego_hawaii,UC San Diego,6-12,1-4,0-0,5-17,1-5,2-4,9-15,0-4,2-3,5-14,3-5,0-0,1-9,0-2,2-2,,,,26-67,5-20,6-9,0,7,9,26,11,11,23,12
2025-01-30_uc_irvine_long_beach_st,Long Beach St.,6-12,2-3,2-3,1-15,1-6,4-4,5-8,1-2,3-4,4-16,1-7,1-1,,,,,,,16-51,5-18,10-12,1,6,5,22,0,3,4,4
2025-01-30_uc_irvine_long_beach_st,UC Irvine,5-20,2-11,0-0,5-20,3-7,1-2,8-19,3-8,0-2,3-12,1-4,9-10,,,,,,,21-71,9-30,10-14,0,11,5,16,0,3,23,5
2025-01-30_csun_uc_santa_barbara,UC Santa Barbara,6-16,1-4,0-0,2-17,1-10,0-0,10-16,1-5,4-5,6-11,3-7,10-12,,,,,,,24-60,6-26,14-17,0,4,1,32,8,8,18,21
2025-01-30_csun_uc_santa_barbara,CSUN,8-13,1-2,1-2,2-10,0-5,2-2,6-11,2-4,1-3,5-15,1-5,3-5,,,,,,,21-49,4-16,7-12,0,8,1,34,2,8,3,10
2025-01-30_cal_poly_csu_bakersfield,CSU Bakersfield,5-12,1-3,2-4,3-17,0-5,0-0,4-11,2-4,1-2,4-8,0-2,4-7,,,,,,,16-48,3-14,7-13,0,6,1,20,9,3,15,6
2025-01-30_cal_poly_csu_bakersfield,Cal Poly,2-13,0-3,2-2,4-13,0-6,2-3,7-13,1-3,0-2,5-12,1-4,9-12,,,,,,,18-51,2-16,13-19,0,10,1,30,16,3,12,4
2025-02-01_uc_davis_uc_irvine,UC Irvine,5-17,0-4,2-2,7-14,2-3,2-4,3-14,1-7,4-5,2-18,2-8,5-6,,,,,,,17-63,5-22,13-17,0,12,3,22,4,2,8,18
2025-02-01_uc_davis_uc_irvine,UC Davis,6-16,3-6,2-2,3-13,2-4,4-4,2-10,1-4,4-6,4-15,0-4,3-3,,,,,,,15-54,6-18,13-15,0,13,3,18,3,2,7,8
2025-02-01_cal_st_fullerton_hawaii,Hawaii,5-13,1-2,3-4,4-16,0-7,2-2,7-17,2-6,0-0,3-10,0-5,8-8,,,,,,,19-56,3-20,13-14,0,2,2,30,16,1,11,26
2025-02-01_cal_st_fullerton_hawaii,Cal St. Fullerton,5-14,0-0,0-0,4-11,0-3,2-2,6-13,1-3,3-3,5-14,1-3,0-2,,,,,,,20-52,2-9,5-7,0,6,2,26,2,1,9,13
2025-02-01_long_beach_st_uc_santa_barbara,UC Santa Barbara,6-14,1-5,11-13,8-16,2-5,4-4,7-11,2-5,3-7,1-10,0-2,10-12,,,,,,,22-51,5-17,28-36,0,10,3,32,3,2,14,23
2025-02-01_long_beach_st_uc_santa_barbara,Long Beach St.,7-19,0-3,3-4,7-21,2-10,0-0,5-18,2-8,4-6,7-15,1-4,4-12,,,,,,,26-73,5-25,11-22,0,21,3,36,23,2,15,11
2025-02-01_cal_poly_uc_riverside,UC Riverside,6-14,1-6,0-0,6-17,1-6,0-0,6-14,2-6,1-4,8-11,1-2,6-8,,,,,,,26-56,5-20,7-12,0,4,4,30,13,4,13,10
2025-02-01_cal_poly_uc_riverside,Cal Poly,3-12,0-3,3-3,5-11,3-6,2-3,5-19,1-6,2-2,6-15,1-3,6-7,,,,,,,19-57,5-18,13-15,0,14,4,28,7,4,19,4
2025-02-01_csu_bakersfield_csun,CSUN,10-15,3-6,0-0,4-14,1-6,5-6,7-15,3-10,2-3,1-14,0-7,7-8,,,,,,,22-58,7-29,14-17,0,4,3,30,10,5,19,3
2025-02-01_csu_bakersfield_csun,CSU Bakersfield,7-16,3-7,1-2,3-10,1-3,4-5,4-13,1-6,2-2,4-9,1-5,2-4,,,,,,,18-48,6-21,9-13,0,3,3,22,4,5,12,14
2025-02-06_uc_davis_long_beach_st,Long Beach St.,3-19,0-5,2-2,5-15,2-5,5-8,3-19,1-9,4-4,8-19,3-6,2-4,,,,,,,19-72,6-25,13-18,0,7,0,16,6,0,15,9
2025-02-06_uc_davis_long_beach_st,UC Davis,7-15,1-3,3-3,7-13,4-7,2-2,3-12,0-5,0-0,5-9,2-3,15-16,,,,,,,22-49,7-18,20-21,0,5,0,30,13,0,9,18
2025-02-06_hawaii_cal_poly,Cal Poly,4-16,1-6,3-3,2-15,0-6,5-6,4-13,0-3,0-0,6-15,0-3,2-6,,,,,,,16-59,1-18,10-15,0,6,4,28,3,4,8,12
2025-02-06_hawaii_cal_poly,Hawaii,4-14,0-4,3-3,4-12,0-2,6-6,6-9,0-1,5-8,7-10,2-3,9-12,,,,,,,21-45,2-10,23-29,0,4,4,34,13,4,22,28
2025-02-06_uc_riverside_uc_san_diego,UC San Diego,5-14,1-4,1-3,7-17,2-5,3-4,6-12,0-3,5-6,8-16,0-4,8-10,,,,,,,26-59,3-16,17-23,0,19,6,40,6,8,18,12
2025-02-06_uc_riverside_uc_san_diego,UC Riverside,4-15,2-6,2-4,6-15,2-5,1-2,2-10,0-2,6-7,4-12,1-7,3-4,,,,,,,16-52,5-20,12-17,0,9,6,18,1,8,3,12
2025-02-06_uc_santa_barbara_csu_bakersfield,CSU Bakersfield,7-17,1-6,0-0,5-9,0-3,1-4,3-14,2-8,0-1,3-10,0-2,0-0,,,,,,,18-50,3-19,1-5,0,5,4,22,0,5,4,6
2025-02-06_uc_santa_barbara_csu_bakersfield,UC Santa Barbara,2-15,1-4,4-4,6-15,4-9,2-2,4-11,1-3,1-2,3-14,1-5,7-9,,,,,,,15-55,7-21,14-17,0,10,4,12,10,5,16,12
2025-02-06_cal_st_fullerton_csun,CSUN,5-19,1-7,2-4,3-10,1-5,2-4,5-14,1-4,4-4,8-15,5-9,3-7,,,,,,,21-58,8-25,11-19,0,9,6,24,5,11,17,12
2025-02-06_cal_st_fullerton_csun,Cal St. Fullerton,6-13,1-5,3-4,5-20,0-4,0-0,6-16,0-2,7-9,5-10,0-1,10-14,,,,,,,22-59,1-12,20-27,0,4,6,34,22,11,24,14
2025-02-08_uc_davis_cal_st_fullerton,Cal St. Fullerton,4-12,1-2,0-2,5-13,0-1,3-3,5-12,1-3,0-0,6-16,1-3,8-8,,,,,,,20-53,3-9,11-13,0,7,0,22,12,0,27,18
2025-02-08_uc_davis_cal_st_fullerton,UC Davis,7-17,1-2,4-4,8-16,4-6,6-7,5-16,2-8,0-0,6-9,2-3,0-2,,,,,,,26-58,9-19,10-13,0,10,0,30,4,0,19,21
2025-02-08_hawaii_uc_santa_barbara,UC Santa Barbara,10-17,5-8,1-1,3-14,1-6,3-4,3-12,1-6,3-5,4-14,1-5,3-5,,,,,,,20-57,8-25,10-15,0,4,3,18,3,4,12,13
2025-02-08_hawaii_uc_santa_barbara,Hawaii,2-16,1-7,2-4,7-15,4-8,0-0,8-12,2-5,5-7,5-13,0-4,7-8,,,,,,,22-56,7-24,14-19,0,6,3,28,9,4,14,12
2025-02-08_uc_san_diego_uc_irvine,UC Irvine,4-11,0-4,0-0,6-20,3-12,2-2,7-17,3-6,2-3,4-11,1-4,3-5,,,,,,,21-59,7-26,7-10,0,17,3,18,3,8,2,22
2025-02-08_uc_san_diego_uc_irvine,UC San Diego,5-16,2-3,0-0,8-18,1-3,3-4,1-17,0-4,4-4,5-19,0-6,1-1,,,,,,,19-70,3-16,8-9,0,8,3,24,3,8,23,11
2025-02-08_csun_long_beach_st,Long Beach St.,8-15,5-10,0-0,7-15,2-6,2-2,9-17,4-8,3-5,9-17,2-5,4-7,,,,,,,33-64,13-29,9-14,0,5,2,24,17,6,19,11
2025-02-08_csun_long_beach_st,CSUN,7-17,5-9,0-0,4-13,3-6,6-9,4-17,0-3,5-10,4-19,1-6,7-7,,,,,,,19-66,9-24,18-26,0,14,2,18,6,6,16,22
2025-02-08_csu_bakersfield_uc_riverside,UC Riverside,5-13,2-4,0-0,9-15,3-4,0-0,4-14,1-4,2-2,4-16,0-3,6-12,,,,,,,22-58,6-15,8-14,0,15,3,24,2,4,18,18
2025-02-08_csu_bakersfield_uc_riverside,CSU Bakersfield,2-11,0-3,0-0,7-11,3-4,1-2,7-8,3-4,7-7,4-7,3-6,6-12,,,,,,,20-37,9-17,14-21,0,2,3,22,8,4,8,23
2025-02-13_uc_riverside_uc_davis,UC Davis,5-14,1-5,1-2,6-13,1-6,0-0,4-11,0-3,1-2,7-15,0-2,5-7,,,,,,,22-53,2-16,7-11,0,8,8,32,3,8,17,8
2025-02-13_uc_riverside_uc_davis,UC Riverside,5-17,2-6,0-0,4-14,2-5,0-0,6-15,2-6,3-4,6-14,1-1,3-5,,,,,,,21-60,7-18,6-9,0,6,8,18,3,8,7,19
2025-02-13_long_beach_st_hawaii,Hawaii,8-14,0-3,0-0,5-10,0-2,7-8,7-17,2-5,5-6,5-12,2-4,6-8,,,,,,,25-53,4-14,18-22,0,3,8,40,2,10,16,21
2025-02-13_long_beach_st_hawaii,Long Beach St.,7-20,2-7,3-4,7-16,2-5,3-4,6-13,2-6,1-2,2-17,0-9,8-10,,,,,,,22-66,6-27,15-20,1,11,8,28,14,10,19,11
2025-02-13_uc_santa_barbara_uc_irvine,UC Irvine,7-14,3-7,1-1,6-15,2-5,1-2,3-15,1-9,0-0,2-14,2-4,6-8,,,,,,,18-58,8-25,8-11,0,2,7,12,6,8,12,8
2025-02-13_uc_santa_barbara_uc_irvine,UC Santa Barbara,7-14,4-5,0-0,5-14,0-5,2-3,5-11,2-4,4-4,4-9,2-4,6-8,,,,,,,21-48,8-18,12-15,0,6,7,22,5,8,10,10
2025-02-13_uc_san_diego_csu_bakersfield,CSU Bakersfield,3-12,0-5,0-0,4-14,1-6,0-0,6-12,2-4,3-6,4-11,1-1,4-10,,,,,,,17-49,4-16,7-16,0,7,0,26,10,1,16,16
2025-02-13_uc_san_diego_csu_bakersfield,UC San Diego,7-20,2-8,3-3,6-17,1-6,2-2,6-19,2-6,1-2,5-13,1-3,3-6,,,,,,,24-69,6-23,9-13,0,11,0,26,12,1,27,26
2025-02-13_cal_poly_cal_st_fullerton,Cal St. Fullerton,8-17,1-2,1-2,7-13,2-5,3-3,6-15,0-3,3-4,7-12,0-1,1-3,,,,,,,28-57,3-11,8-12,0,10,4,38,15,2,20,20
2025-02-13_cal_poly_cal_st_fullerton,Cal Poly,7-12,1-3,4-5,2-11,1-6,2-4,8-12,2-3,5-5,5-13,2-9,3-4,,,,,,,22-48,6-21,14-18,0,4,4,24,9,2,6,3
2025-02-15_uc_davis_uc_san_diego,UC San Diego,5-19,0-6,4-4,5-17,0-7,2-6,7-16,1-4,2-2,5-15,1-3,11-14,,,,,,,22-67,2-20,19-26,1,4,5,18,6,11,25,4
2025-02-15_uc_davis_uc_san_diego,UC Davis,6-13,2-6,1-2,7-17,5-11,0-0,5-11,3-4,3-4,5-17,0-6,3-5,,,,,,,23-58,10-27,7-11,1,15,5,22,9,11,7,18
2025-02-15_uc_irvine_hawaii,Hawaii,6-9,2-3,2-2,3-17,0-7,1-2,6-17,1-5,1-2,1-7,0-2,10-10,,,,,,,16-50,3-17,14-16,0,5,3,16,2,8,5,8
2025-02-15_uc_irvine_hawaii,UC Irvine,3-16,0-9,2-2,6-18,1-10,3-3,4-15,2-6,0-2,1-10,1-4,7-10,,,,,,,14-59,4-29,12-17,0,11,3,16,3,8,13,11
2025-02-15_uc_santa_barbara_uc_riverside,UC Riverside,4-12,0-6,2-3,4-8,4-6,1-2,4-11,0-2,4-5,4-10,0-2,8-9,,,,,,,16-41,4-16,15-19,0,6,1,18,4,2,7,23
2025-02-15_uc_santa_barbara_uc_riverside,UC Santa Barbara,2-10,1-3,1-2,6-11,1-4,0-0,3-11,0-2,3-4,4-12,1-5,5-6,,,,,,,15-44,3-14,9-12,0,5,1,22,4,2,13,16
2025-02-15_cal_poly_csun,CSUN,3-14,2-11,0-0,1-11,0-7,0-4,3-12,2-6,4-6,3-11,2-6,4-7,,,,,,,10-48,6-30,8-17,0,8,1,8,2,1,13,8
2025-02-15_cal_poly_csun,Cal Poly,8-17,2-6,2-2,10-15,3-3,2-2,9-14,2-4,2-2,3-11,2-4,0-0,,,,,,,30-57,9-17,6-6,0,4,1,32,14,1,32,28
2025-02-15_cal_st_fullerton_csu_bakersfield,CSU Bakersfield,7-16,3-4,2-2,5-12,0-1,4-6,4-16,0-2,4-6,7-18,3-9,6-8,,,,,,,23-62,6-16,16-22,1,8,5,32,13,6,18,24
2025-02-15_cal_st_fullerton_csu_bakersfield,Cal St. Fullerton,7-17,2-4,2-2,4-10,2-2,5-6,7-18,2-5,1-2,5-7,2-3,16-24,,,,,,,23-52,8-14,24-34,0,4,5,26,15,6,13,31
2025-02-20_csu_bakersfield_uc_davis,UC Davis,10-18,3-7,1-1,6-15,3-11,0-0,3-17,2-11,3-4,4-14,2-3,6-6,,,,,,,23-64,10-32,10-11,0,5,1,24,7,4,21,18
2025-02-20_csu_bakersfield_uc_davis,CSU Bakersfield,3-12,1-4,2-2,6-15,1-4,0-0,3-8,0-2,3-4,6-13,1-6,1-6,,,,,,,18-48,3-16,6-12,0,6,1,26,9,4,6,20
2025-02-20_csun_uc_irvine,UC Irvine,10-19,5-7,0-0,14-20,6-10,2-2,6-17,2-9,8-9,6-21,1-8,4-5,,,,,,,36-77,14-34,14-16,0,18,0,36,5,0,23,62
2025-02-20_csun_uc_irvine,CSUN,3-16,1-8,0-2,3-11,0-3,4-6,4-12,2-4,5-10,7-17,3-10,7-8,,,,,,,17-56,6-25,16-26,0,11,0,22,7,0,5,27
2025-02-20_uc_san_diego_cal_poly,Cal Poly,2-6,1-4,2-2,1-13,0-1,4-6,9-20,1-3,0-1,6-13,2-5,3-6,,,,,,,18-52,4-13,9-15,0,9,0,22,11,0,14,13
2025-02-20_uc_san_diego_cal_poly,UC San Diego,5-16,1-7,2-2,6-16,0-6,2-3,6-11,5-9,6-10,5-11,3-5,3-4,,,,,,,22-54,9-27,13-19,0,9,0,22,3,0,21,12
2025-02-20_cal_st_fullerton_uc_santa_barbara,UC Santa Barbara,6-14,1-3,3-4,4-14,1-4,3-3,9-11,5-6,10-12,6-16,4-9,3-3,,,,,,,25-55,11-22,19-22,0,10,1,24,12,5,11,28
2025-02-20_cal_st_fullerton_uc_santa_barbara,Cal St. Fullerton,3-15,1-4,1-2,5-9,0-2,4-7,7-14,1-5,4-5,5-11,1-2,4-7,,,,,,,20-49,3-13,13-21,0,3,1,22,2,5,10,15
2025-02-20_long_beach_st_uc_riverside,UC Riverside,10-22,1-5,0-0,6-10,2-3,2-2,4-14,1-4,6-6,6-13,2-4,3-4,,,,,,,26-59,6-16,11-12,0,11,3,30,4,12,21,23
2025-02-20_long_beach_st_uc_riverside,Long Beach St.,9-14,1-3,2-2,6-11,1-2,2-2,7-19,1-4,4-4,8-14,1-3,3-4,,,,,,,30-58,4-12,11-12,0,20,3,40,15,12,23,11
2025-02-22_csun_uc_davis,UC Davis,9-17,5-11,2-2,6-14,2-5,2-4,4-12,2-5,1-2,5-19,2-12,2-2,,,,,,,24-62,11-33,7-10,0,0,0,20,13,0,20,26
2025-02-22_csun_uc_davis,CSUN,4-16,1-7,2-2,5-14,2-6,2-4,3-15,1-11,2-4,4-15,1-7,2-2,,,,,,,16-60,5-31,8-12,0,16,0,22,3,0,9,21
2025-02-22_hawaii_uc_san_diego,UC San Diego,4-16,1-7,0-0,3-22,1-8,3-8,2-12,0-5,0-0,8-20,1-10,4-5,,,,,,,17-70,3-30,7-13,0,11,0,24,8,0,13,6
2025-02-22_hawaii_uc_san_diego,Hawaii,3-10,2-4,3-4,5-12,3-5,2-4,5-15,2-5,0-0,2-10,0-4,7-14,,,,,,,15-47,7-18,12-22,0,8,0,16,2,0,3,10
2025-02-22_uc_irvine_csu_bakersfield,CSU Bakersfield,5-12,2-4,3-4,1-13,1-5,0-0,4-14,2-6,1-2,6-12,4-7,4-4,,,,,,,16-51,9-22,8-10,0,6,3,12,0,3,3,14
2025-02-22_uc_irvine_csu_bakersfield,UC Irvine,8-18,3-11,2-2,1-10,0-3,8-8,5-19,1-6,2-6,2-10,0-2,12-14,,,,,,,16-57,4-22,24-30,0,7,3,22,2,3,13,15
2025-02-22_uc_santa_barbara_long_beach_st,Long Beach St.,7-18,2-8,1-2,3-17,1-6,4-6,5-13,2-6,4-4,4-13,1-5,5-8,,,,,,,19-61,6-25,14-20,0,12,2,20,13,5,17,9
2025-02-22_uc_santa_barbara_long_beach_st,UC Santa Barbara,6-13,2-5,6-6,4-9,1-4,9-10,7-18,4-8,0-0,4-12,2-7,7-8,,,,,,,21-52,9-24,22-24,0,10,2,20,11,5,17,40
2025-02-22_uc_riverside_cal_poly,Cal Poly,7-9,2-2,4-5,7-10,1-2,0-0,5-11,0-5,0-0,8-15,2-4,0-0,,,,,,,27-45,5-13,4-5,0,6,2,40,4,4,8,43
2025-02-22_uc_riverside_cal_poly,UC Riverside,6-13,1-5,0-0,7-15,1-7,2-7,9-16,3-6,2-2,8-14,1-3,4-7,,,,,,,30-58,6-21,8-16,0,14,2,38,13,4,33,24
2025-02-27_uc_riverside_hawaii,Hawaii,9-14,2-4,0-0,3-11,0-2,0-0,4-12,2-6,0-0,5-16,2-11,3-6,,,,,,,21-53,6-23,3-6,0,4,2,30,11,3,15,13
2025-02-27_uc_riverside_hawaii,UC Riverside,4-14,1-5,0-0,7-17,1-4,2-2,6-12,1-6,1-2,6-11,4-7,5-6,,,,,,,23-54,7-22,8-10,0,7,2,26,4,3,14,28
2025-02-27_uc_irvine_cal_st_fullerton,Cal St. Fullerton,3-15,0-4,0-0,5-10,2-3,1-2,2-14,1-6,1-2,4-20,1-3,0-1,,,,,,,14-59,4-16,2-5,0,4,2,18,2,0,3,19
2025-02-27_uc_irvine_cal_st_fullerton,UC Irvine,6-15,1-7,2-2,6-17,0-1,0-0,11-18,2-4,0-0,5-14,1-4,0-0,,,,,,,28-64,4-16,2-2,0,7,2,44,4,0,12,30
2025-02-27_uc_san_diego_csun,CSUN,8-18,2-8,0-0,9-16,4-8,2-6,2-13,0-5,4-6,5-15,2-7,2-3,,,,,,,24-62,8-28,8-15,0,5,5,32,9,4,15,15
2025-02-27_uc_san_diego_csun,UC San Diego,6-14,3-4,3-4,10-18,4-8,7-7,6-15,1-4,4-7,4-16,2-7,2-2,,,,,,,26-63,10-23,16-20,0,11,5,30,6,4,19,30
2025-02-27_cal_poly_uc_santa_barbara,UC Santa Barbara,4-9,1-2,3-5,6-11,4-7,3-5,6-13,1-4,1-1,3-11,1-4,11-14,,,,,,,19-44,7-17,18-25,0,1,10,20,14,9,17,20
2025-02-27_cal_poly_uc_santa_barbara,Cal Poly,6-11,3-4,2-2,3-10,1-2,2-2,4-10,2-5,7-8,5-14,3-7,4-7,,,,,,,18-45,9-18,15-19,0,3,10,16,4,9,7,10
2025-02-27_csu_bakersfield_long_beach_st,Long Beach St.,7-18,2-7,4-4,11-19,3-4,5-7,5-16,2-3,0-0,4-17,0-4,12-16,,,,,,,27-70,7-18,21-27,0,17,0,36,6,1,19,18
2025-02-27_csu_bakersfield_long_beach_st,CSU Bakersfield,7-18,0-2,0-1,7-16,1-4,0-0,9-13,4-6,3-4,4-14,3-6,5-6,,,,,,,27-61,8-18,8-11,0,8,0,34,3,1,4,20
2025-03-01_uc_davis_hawaii,Hawaii,5-17,1-4,3-4,7-16,4-8,5-6,4-11,1-4,3-5,6-17,1-6,4-4,,,,,,,22-61,7-22,15-19,0,10,7,26,13,11,6,26
2025-03-01_uc_davis_hawaii,UC Davis,4-15,3-10,1-2,6-20,1-8,2-2,8-12,3-4,3-6,6-13,2-4,11-11,,,,,,,24-60,9-26,17-21,1,5,7,26,17,11,16,44
2025-03-01_long_beach_st_uc_irvine,UC Irvine,6-22,1-9,0-0,4-17,1-6,6-6,7-17,3-8,0-0,3-20,1-9,0-2,,,,,,,20-76,6-32,6-8,1,17,8,16,6,6,12,16
2025-03-01_long_beach_st_uc_irvine,Long Beach St.,5-18,2-5,1-2,8-16,3-7,0-0,5-13,1-4,5-6,9-13,3-3,4-6,,,,,,,27-60,9-19,10-14,1,8,8,28,7,6,6,9
2025-03-01_cal_st_fullerton_uc_san_diego,UC San Diego,8-16,1-3,3-3,7-14,3-6,2-2,6-19,0-5,2-4,5-16,4-8,2-2,,,,,,,26-65,8-22,9-11,0,11,3,34,14,2,17,15
2025-03-01_cal_st_fullerton_uc_san_diego,Cal St. Fullerton,6-14,0-4,3-3,5-13,0-2,1-2,3-16,1-2,1-2,4-12,1-5,3-6,,,,,,,18-55,2-13,8-13,0,6,3,26,10,2,18,16
2025-03-01_uc_santa_barbara_csun,CSUN,2-14,1-6,3-4,5-14,3-7,1-1,5-17,1-7,4-9,6-17,2-8,1-5,,,,,,,18-62,7-28,9-19,0,10,0,22,7,0,11,20
2025-03-01_uc_santa_barbara_csun,UC Santa Barbara,7-15,4-10,2-2,6-17,3-10,1-2,4-12,2-7,2-2,9-13,4-7,4-4,,,,,,,26-57,13-34,9-10,0,10,0,18,4,0,8,19
2025-03-01_csu_bakersfield_cal_poly,Cal Poly,3-16,2-7,4-4,8-14,0-4,0-0,5-15,2-4,0-0,3-13,2-4,9-10,,,,,,,19-58,6-19,13-14,0,2,7,22,10,5,21,5
2025-03-01_csu_bakersfield_cal_poly,CSU Bakersfield,6-15,2-5,0-0,4-8,2-4,1-2,3-10,2-6,3-4,6-14,0-4,3-5,,,,,,,19-47,6-19,7-11,0,7,7,18,2,5,9,9
2025-03-06_uc_irvine_uc_davis,UC Davis,6-14,1-4,2-4,4-15,2-7,0-0,5-14,1-2,3-4,4-11,2-6,4-4,,,,,,,19-54,6-19,9-12,0,11,6,22,4,7,18,18
2025-03-06_uc_irvine_uc_davis,UC Irvine,5-13,2-5,4-4,3-10,1-3,2-5,5-14,1-7,2-2,5-13,2-5,5-6,,,,,,,18-50,6-20,13-17,0,8,6,18,2,7,18,14
2025-03-06_hawaii_csu_bakersfield,CSU Bakersfield,5-13,2-6,1-2,2-10,1-7,0-0,7-15,1-8,0-0,7-13,1-3,3-4,,,,,,,21-51,5-24,4-6,0,7,2,28,9,2,7,24
2025-03-06_hawaii_csu_bakersfield,Hawaii,5-15,0-4,0-0,5-11,4-7,5-6,10-17,2-4,1-2,6-14,1-7,1-1,,,,,,,26-57,7-22,7-9,0,9,2,34,7,2,19,25
2025-03-06_long_beach_st_uc_san_diego,UC San Diego,6-15,3-6,4-6,7-16,2-4,7-8,8-17,1-4,1-2,9-14,2-7,2-3,,,,,,,30-62,8-21,14-19,0,10,0,38,9,1,21,18
2025-03-06_long_beach_st_uc_san_diego,Long Beach St.,6-22,1-4,0-0,5-16,1-6,2-2,6-17,2-8,3-4,2-12,2-5,2-2,,,,,,,19-67,6-23,7-8,0,8,0,22,2,1,8,24
2025-03-06_cal_st_fullerton_cal_poly,Cal Poly,6-15,1-3,5-5,3-6,1-2,1-1,7-14,2-4,1-4,6-17,3-5,10-11,,,,,,,22-52,7-14,17-21,0,9,4,24,16,5,20,8
2025-03-06_cal_st_fullerton_cal_poly,Cal St. Fullerton,8-14,0-1,1-1,5-12,2-7,9-11,4-12,2-6,1-2,6-11,0-2,1-4,,,,,,,23-49,4-16,12-18,0,2,4,32,11,5,17,11
2025-03-06_csun_uc_riverside,UC Riverside,7-16,3-9,2-2,5-21,1-6,1-2,5-19,0-4,0-0,9-16,5-6,1-2,,,,,,,26-72,9-25,4-6,0,11,9,30,7,8,24,19
2025-03-06_csun_uc_riverside,CSUN,9-18,2-5,3-5,6-9,3-5,0-0,5-12,2-4,0-0,5-9,1-3,4-7,,,,,,,25-48,8-17,7-12,0,10,9,36,4,8,9,6
2025-03-08_uc_san_diego_uc_davis,UC Davis,5-10,4-9,0-0,3-12,2-7,0-2,8-14,2-7,0-0,8-12,2-4,11-12,,,,,,,24-48,10-27,11-14,0,4,4,28,7,3,11,23
2025-03-08_uc_san_diego_uc_davis,UC San Diego,6-18,3-8,3-3,5-15,3-6,0-0,5-13,2-5,4-6,5-16,1-6,0-0,,,,,,,21-62,9-25,7-9,0,7,4,16,9,3,13,5
2025-03-08_hawaii_csun,CSUN,1-16,0-7,2-3,3-13,0-8,2-2,4-12,1-6,2-4,5-14,2-8,1-5,,,,,,,13-55,3-29,7-14,0,1,1,20,2,1,7,10
2025-03-08_hawaii_csun,Hawaii,4-14,1-6,6-6,4-16,2-11,2-2,6-22,2-12,0-1,8-16,3-5,2-2,,,,,,,22-68,8-34,10-11,0,19,1,26,11,1,8,16
2025-03-08_uc_irvine_uc_santa_barbara,UC Santa Barbara,3-10,1-2,2-2,3-15,2-8,0-0,7-11,3-6,3-4,4-19,0-9,4-5,,,,,,,17-55,6-25,9-11,0,9,2,22,4,2,5,23
2025-03-08_uc_irvine_uc_santa_barbara,UC Irvine,5-19,1-9,0-1,5-14,2-7,1-2,9-18,7-9,2-2,2-10,0-3,7-10,,,,,,,21-61,10-28,10-15,0,8,2,12,6,2,29,30
2025-03-08_cal_poly_long_beach_st,Long Beach St.,7-17,0-2,1-2,9-16,2-6,0-0,7-14,1-4,0-0,6-13,3-4,7-8,,,,,,,29-60,6-16,8-10,0,12,4,34,15,2,15,10
2025-03-08_cal_poly_long_beach_st,Cal Poly,8-17,4-6,2-3,4-11,0-5,2-3,3-15,1-4,3-4,6-18,3-7,7-8,,,,,,,21-61,8-22,14-18,0,10,4,24,11,2,15,9
2025-03-08_uc_riverside_cal_st_fullerton,Cal St. Fullerton,5-12,1-1,1-2,4-13,0-2,3-6,5-15,0-3,3-4,6-11,0-2,3-3,,,,,,,20-51,1-8,10-15,0,3,3,32,2,4,10,6
2025-03-08_uc_riverside_cal_st_fullerton,UC Riverside,5-14,2-5,3-6,6-13,0-4,1-2,6-17,1-6,4-5,5-14,1-5,5-6,,,,,,,22-58,4-20,13-19,0,9,3,32,4,4,10,27
2025-03-12_uc_santa_barbara_cal_poly,Cal Poly,7-16,4-5,1-3,4-12,1-4,0-0,5-17,0-9,4-4,2-7,1-4,9-16,,,,,,,18-52,6-22,14-23,0,5,0,24,1,0,12,10
2025-03-12_uc_santa_barbara_cal_poly,UC Santa Barbara,2-12,1-7,1-2,5-11,1-6,2-7,2-11,1-6,6-9,9-20,2-9,4-5,,,,,,,18-54,5-28,13-23,0,3,0,22,5,0,18,7
2025-03-12_long_beach_st_uc_riverside,UC Riverside,3-12,0-2,2-2,4-20,0-5,1-3,5-16,2-5,2-2,4-7,3-3,12-15,,,,,,,16-55,5-15,17-22,0,12,3,20,4,2,11,10
2025-03-12_long_beach_st_uc_riverside,Long Beach St.,1-14,1-5,1-2,5-17,0-6,0-0,4-15,2-5,3-6,5-13,0-4,3-4,,,,,,,15-59,3-20,7-12,0,7,3,22,1,2,8,10
2025-03-13_uc_davis_uc_riverside,UC Riverside,6-14,0-1,2-4,3-14,0-3,1-2,5-16,2-5,6-8,3-9,0-1,5-8,,,,,,,17-53,2-10,14-22,0,9,1,24,7,1,13,22
2025-03-13_uc_davis_uc_riverside,UC Davis,5-13,2-4,2-3,5-14,2-7,1-2,6-14,2-7,3-4,7-12,2-3,1-2,,,,,,,23-53,8-21,7-11,0,5,1,26,7,1,15,18
