game_id,team,q1_fg,q1_3p,q1_ft,q2_fg,q2_3p,q2_ft,q3_fg,q3_3p,q3_ft,q4_fg,q4_3p,q4_ft,ot1_fg,ot1_3p,ot1_ft,ot2_fg,ot2_3p,ot2_ft,ot3_fg,ot3_3p,ot3_ft,total_fg,total_3p,total_ft,technical_fouls,second_chance_pts,scores_tied,pts_in_paint,fast_break_pts,lead_changes,pts_off_turnovers,bench_pts
2022-11-26_uc_riverside_liu,UC Riverside,8-15,1-3,2-2,2-12,0-2,2-2,5-14,0-4,3-4,4-14,0-4,3-4,,,,,,,,,,19-55,1-13,10-12,0,10,2,24,6,5,8,11
2022-11-27_pacific_uc_davis,UC Davis,7-17,3-8,1-1,7-16,3-9,3-4,8-16,4-8,1-2,3-12,2-9,7-10,,,,,,,,,,25-61,12-34,12-17,0,14,6,24,11,7,15,13
2022-11-27_pacific_uc_davis,Pacific,6-15,3-5,2-2,5-16,3-4,6-6,6-16,2-4,3-6,5-14,1-3,4-4,,,,,,,,,,22-61,9-16,15-18,0,3,6,16,4,7,12,11
2022-11-27_hawaii_stanford,Stanford,8-19,3-7,6-6,4-8,1-3,6-6,5-17,1-8,0-0,7-16,2-4,1-4,,,,,,,,,,24-60,7-22,13-16,0,8,0,30,14,1,25,29
2022-11-27_hawaii_stanford,Hawaii,3-13,1-7,0-0,3-10,0-2,4-6,5-16,3-6,2-2,1-7,0-5,5-5,,,,,,,,,,12-46,4-20,11-13,0,5,0,12,2,1,9,6
2022-11-27_etsu_uc_san_diego,UC San Diego,4-13,2-4,0-2,4-14,3-7,0-2,5-13,0-4,0-0,7-15,1-5,0-2,,,,,,,,,,20-55,6-20,0-6,0,10,1,24,6,2,6,18
2022-11-27_etsu_uc_san_diego,ETSU,7-19,1-9,0-1,8-15,0-3,2-2,3-19,2-7,0-0,4-13,3-5,3-4,,,,,,,,,,22-66,6-24,5-7,0,12,1,28,6,2,14,14
2022-11-28_cal_st_fullerton_pepperdine,Pepperdine,6-14,1-5,0-1,5-11,0-1,0-0,6-11,1-5,2-4,7-14,2-6,1-2,,,,,,,,,,24-50,4-17,3-7,0,7,1,34,2,2,6,11
2022-11-28_cal_st_fullerton_pepperdine,Cal St. Fullerton,7-20,2-7,0-2,5-17,0-3,3-4,7-13,3-5,8-9,4-14,2-5,0-0,,,,,,,,,,23-64,7-20,11-15,0,11,2,26,5,2,21,7
2022-11-30_lmu_ca_uc_santa_barbara,UC Santa Barbara,8-13,0-1,0-0,7-18,3-7,0-0,6-12,1-5,4-4,4-7,0-1,6-6,,,,,,,,,,25-50,4-14,10-10,0,8,0,34,12,0,21,17
2022-11-30_lmu_ca_uc_santa_barbara,LMU (CA),2-13,1-5,4-4,3-12,2-5,2-2,5-14,2-4,4-8,6-14,2-4,0-0,,,,,,,,,,16-53,7-18,10-14,0,12,0,16,3,0,20,14
2022-12-01_eastern_wash_uc_irvine,UC Irvine,10-17,1-3,2-2,1-10,0-4,3-4,10-19,3-4,0-0,7-18,1-5,1-2,,,,,,,,,,28-64,5-16,6-8,0,11,9,34,3,5,13,22
2022-12-01_eastern_wash_uc_irvine,Eastern Wash.,9-16,2-6,1-2,4-11,2-5,0-0,4-14,1-5,1-1,8-19,3-10,5-5,,,,,,,,,,25-60,8-26,7-8,0,19,9,32,2,5,15,15
2022-12-01_uc_san_diego_san_diego_st,San Diego St.,6-13,1-4,2-2,6-15,3-7,2-3,7-15,0-1,0-0,9-13,2-3,6-8,,,,,,,,,,28-56,6-15,10-13,0,7,2,34,15,1,22,33
2022-12-01_uc_san_diego_san_diego_st,UC San Diego,8-14,4-7,4-5,5-11,2-4,2-2,4-16,0-6,4-4,2-12,0-6,6-7,,,,,,,,,,19-53,6-23,16-18,0,11,2,16,6,1,21,23
2022-12-01_csun_san_francisco,San Francisco,7-14,1-7,2-3,8-18,3-6,3-3,6-15,2-5,5-10,6-13,1-4,1-2,,,,,,,,,,27-60,7-22,11-18,0,9,1,36,11,3,16,40
2022-12-01_csun_san_francisco,CSUN,4-14,1-2,2-2,2-12,1-2,5-6,3-8,0-1,5-10,5-13,2-4,5-7,,,,,,,,,,14-47,4-9,17-25,0,3,1,14,7,3,13,12
2022-12-03_saint_marys_ca_uc_davis,UC Davis,4-13,3-8,0-0,5-14,1-9,0-2,6-18,1-7,5-8,5-15,1-6,2-2,,,,,,,,,,20-60,6-30,7-12,0,8,5,28,7,8,10,22
2022-12-03_saint_marys_ca_uc_davis,Saint Mary's (CA),4-12,0-1,1-2,4-15,2-7,5-7,7-15,0-4,2-4,3-16,1-6,11-12,,,,,,,,,,18-58,3-18,19-25,0,7,5,24,6,8,17,14
2022-12-03_uc_santa_barbara_ucla,UCLA,2-16,0-6,0-0,9-13,1-3,2-4,10-15,3-6,0-0,7-13,2-3,4-7,,,,,,,,,,28-57,6-18,6-11,0,16,3,34,6,4,23,18
2022-12-03_uc_santa_barbara_ucla,UC Santa Barbara,8-14,3-5,1-1,4-13,1-7,4-6,4-10,3-6,0-0,4-9,2-2,3-6,,,,,,,,,,20-46,9-20,8-13,0,5,3,20,2,4,17,14
2022-12-03_long_beach_st_california_baptist,California Baptist,3-15,0-6,5-6,5-11,3-8,2-2,4-14,0-5,1-3,6-17,2-7,10-12,,,,,,,,,,18-57,5-26,18-23,0,11,1,26,2,0,11,14
2022-12-03_long_beach_st_california_baptist,Long Beach St.,7-17,0-7,2-4,5-17,1-8,5-7,5-14,0-5,1-2,8-12,3-5,5-7,,,,,,,,,,25-60,4-25,13-20,0,12,1,32,11,0,22,24
2022-12-04_csu_bakersfield_omaha,Omaha,4-17,0-5,5-7,7-14,1-5,2-2,4-15,0-3,5-6,7-17,1-6,1-2,2-8,0-2,5-6,,,,,,,24-71,2-21,18-23,0,15,9,26,11,10,32,28
2022-12-04_csu_bakersfield_omaha,CSU Bakersfield,4-7,1-1,2-4,5-12,1-6,0-2,9-14,4-6,4-5,4-9,0-1,3-4,2-6,1-3,5-6,,,,,,,24-48,7-17,14-21,1,7,9,28,4,10,19,33
2022-12-06_san_diego_csun,CSUN,3-7,1-2,2-4,4-11,0-2,0-0,7-13,1-3,3-4,9-14,3-3,1-1,,,,,,,,,,23-45,5-10,6-9,0,5,1,26,15,0,14,13
2022-12-06_san_diego_csun,San Diego,7-16,2-2,0-0,7-13,2-5,1-2,10-18,2-4,0-2,5-12,2-3,6-9,,,,,,,,,,29-59,8-14,7-13,0,15,1,30,12,0,19,40
2022-12-06_cal_st_fullerton_pacific,Pacific,5-16,1-4,2-2,5-14,1-3,3-5,8-19,1-3,0-0,8-20,0-6,6-6,,,,,,,,,,26-69,3-16,11-13,0,10,0,38,13,1,11,16
2022-12-06_cal_st_fullerton_pacific,Cal St. Fullerton,9-21,0-6,1-3,4-15,0-4,1-2,7-17,3-6,6-8,6-10,3-3,14-16,,,,,,,,,,26-63,6-19,22-29,0,11,0,28,5,2,11,13
2022-12-07_pepperdine_csu_bakersfield,CSU Bakersfield,4-16,1-4,2-2,6-20,1-6,0-0,4-17,1-5,3-8,6-19,3-7,2-4,,,,,,,,,,20-72,6-22,7-14,0,8,2,24,5,4,16,19
2022-12-07_pepperdine_csu_bakersfield,Pepperdine,7-17,3-5,0-0,4-11,1-3,6-14,7-15,2-6,11-15,7-16,2-2,5-6,,,,,,,,,,25-59,8-16,22-35,0,13,2,28,12,4,14,14
2022-12-08_nevada_long_beach_st,Long Beach St.,7-12,2-4,1-2,6-12,2-6,2-2,10-18,1-3,0-0,6-10,1-3,1-2,,,,,,,,,,29-52,6-16,4-6,0,0,2,28,16,0,31,12
2022-12-08_nevada_long_beach_st,Nevada,6-13,3-4,1-2,5-12,1-3,0-0,3-10,1-5,4-4,8-16,1-4,2-3,,,,,,,,,,22-51,6-16,7-9,0,10,2,26,4,0,18,30
2022-12-10_california_baptist_uc_santa_barbara,UC Santa Barbara,4-15,1-7,4-4,4-13,1-5,2-2,3-16,0-8,10-12,9-19,5-12,0-0,,,,,,,,,,20-63,7-32,16-18,0,15,4,24,14,5,14,19
2022-12-10_california_baptist_uc_santa_barbara,California Baptist,4-14,2-8,2-2,9-19,0-6,4-6,5-12,3-7,6-11,5-10,2-4,4-6,,,,,,,,,,23-55,7-25,16-25,0,6,4,32,23,5,15,9
2022-12-10_cal_poly_northern_ariz,Northern Ariz.,7-13,3-7,5-6,6-16,2-7,2-3,8-18,1-6,1-2,3-11,0-5,4-6,,,,,,,,,,24-58,6-25,12-17,0,23,3,34,9,4,24,28
2022-12-10_cal_poly_northern_ariz,Cal Poly,8-13,1-4,0-1,4-14,0-0,5-7,7-14,1-2,2-2,5-18,2-4,7-11,,,,,,,,,,24-59,4-10,14-21,0,8,3,36,6,4,18,30
2022-12-10_seattle_u_csun,CSUN,8-17,1-4,8-8,11-14,3-5,0-0,6-16,3-6,8-10,6-11,4-7,8-8,,,,,,,,,,31-58,11-22,24-26,1,12,5,24,4,3,26,24
2022-12-10_seattle_u_csun,Seattle U,8-15,4-6,4-5,3-14,0-4,7-8,3-12,2-4,6-12,12-20,7-13,8-11,,,,,,,,,,26-61,13-27,25-36,0,13,5,22,2,3,17,46
2022-12-10_ucla_cal_st_fullerton,Cal St. Fullerton,3-14,0-2,0-0,2-12,0-4,2-2,4-13,2-5,4-4,3-11,0-4,9-11,,,,,,,,,,12-50,2-15,15-17,0,0,1,10,2,0,25,7
2022-12-10_ucla_cal_st_fullerton,UCLA,4-13,1-6,5-6,8-18,0-2,1-2,9-16,2-6,0-1,3-14,0-6,7-9,,,,,,,,,,24-61,3-20,13-18,0,13,0,40,12,0,14,24
2022-12-10_sacramento_st_csu_bakersfield,CSU Bakersfield,5-14,1-4,3-3,2-13,1-2,0-0,6-14,1-3,3-5,5-12,1-3,0-0,,,,,,,,,,18-53,4-12,6-8,0,11,3,26,9,1,10,8
2022-12-10_sacramento_st_csu_bakersfield,Sacramento St.,8-16,4-11,0-0,5-14,2-6,3-4,6-13,2-8,4-5,6-14,2-7,0-0,,,,,,,,,,25-57,10-32,7-9,0,18,3,26,1,1,13,9
2022-12-11_gonzaga_uc_davis,UC Davis,5-12,3-7,3-4,4-14,3-7,0-0,6-14,1-7,1-2,6-10,0-3,2-5,,,,,,,,,,21-50,7-24,6-11,0,6,2,28,4,4,14,29
2022-12-11_gonzaga_uc_davis,Gonzaga,6-14,3-6,1-2,5-9,2-3,4-6,6-12,2-2,4-7,7-14,4-8,5-6,,,,,,,,,,24-49,11-19,14-21,0,3,2,20,3,4,23,11
2022-12-11_hawaii_unlv,UNLV,10-15,1-3,3-4,6-18,1-7,4-5,6-11,1-3,3-4,7-15,0-2,5-6,,,,,,,,,,29-59,3-15,15-19,0,13,2,46,6,3,14,15
2022-12-11_hawaii_unlv,Hawaii,7-14,2-6,2-4,5-17,1-2,1-1,7-16,1-5,5-6,6-14,0-5,4-6,,,,,,,,,,25-61,4-18,12-17,0,5,2,38,13,3,19,28
2022-12-11_fresno_st_uc_irvine,UC Irvine,4-13,2-3,0-0,3-11,0-2,3-4,5-10,0-0,3-3,4-13,1-6,3-4,,,,,,,,,,16-47,3-11,9-11,0,7,0,22,6,0,7,16
2022-12-11_fresno_st_uc_irvine,Fresno St.,5-16,2-5,0-0,9-14,4-7,0-0,3-9,2-3,3-4,3-10,2-6,0-0,,,,,,,,,,20-49,10-21,3-4,0,5,0,14,3,0,15,4
2022-12-11_pepperdine_uc_riverside,UC Riverside,2-11,0-4,4-4,2-11,0-3,5-6,5-17,0-5,5-8,5-18,1-2,8-9,,,,,,,,,,14-57,1-14,22-27,1,15,1,16,2,0,16,14
2022-12-11_pepperdine_uc_riverside,Pepperdine,6-13,1-4,0-2,9-20,3-5,2-2,5-12,0-0,0-2,6-10,0-3,7-11,,,,,,,,,,26-55,4-12,9-17,0,10,1,34,15,0,23,17
2022-12-14_uc_irvine_westcliff,Westcliff,2-9,0-2,0-0,2-11,2-5,3-4,5-14,1-4,1-2,3-15,0-2,6-6,,,,,,,,,,12-49,3-13,10-12,0,0,0,12,0,0,6,6
2022-12-14_uc_irvine_westcliff,UC Irvine,13-20,2-3,1-2,4-12,0-2,3-3,8-19,4-7,4-4,10-21,0-4,1-1,,,,,,,,,,35-72,6-16,9-10,0,18,0,54,20,0,31,24
2022-12-15_uc_davis_william_jessup,William Jessup,6-19,1-3,0-0,1-19,0-7,0-0,4-14,1-5,1-2,2-13,0-5,1-1,,,,,,,,,,13-65,2-20,2-3,0,2,1,18,0,1,9,12
2022-12-15_uc_davis_william_jessup,UC Davis,6-17,2-9,1-2,6-17,3-11,6-8,9-16,4-6,0-0,7-13,2-5,2-4,,,,,,,,,,28-63,11-31,9-14,0,8,1,30,22,1,17,37
2022-12-15_uc_santa_barbara_stanislaus_st,Stanislaus St.,7-18,0-1,0-0,1-8,0-2,0-0,6-14,1-2,4-6,3-12,1-5,5-8,,,,,,,,,,17-52,2-10,9-14,0,9,0,22,8,1,12,12
2022-12-15_uc_santa_barbara_stanislaus_st,UC Santa Barbara,8-14,3-6,3-3,6-16,2-5,6-7,6-16,1-7,0-0,7-19,2-6,0-1,,,,,,,,,,27-65,8-24,9-11,0,4,0,34,15,1,30,44
2022-12-16_southern_miss_uc_irvine,UC Irvine,2-12,1-7,0-0,5-14,0-4,0-1,4-13,4-11,2-2,6-16,2-8,2-3,,,,,,,,,,17-55,7-30,4-6,0,11,2,16,2,0,15,22
2022-12-16_southern_miss_uc_irvine,Southern Miss.,4-13,0-2,1-2,5-11,0-3,2-2,9-18,0-2,4-5,3-9,0-1,1-2,,,,,,,,,,21-51,0-8,8-11,0,10,2,34,2,0,16,8
2022-12-16_california_uc_san_diego,UC San Diego,5-13,3-7,1-2,5-11,1-5,4-5,6-18,3-8,0-0,6-17,1-8,4-4,,,,,,,,,,22-59,8-28,9-11,0,0,4,24,11,9,18,20
2022-12-16_california_uc_san_diego,California,6-17,0-5,3-5,9-12,3-4,1-3,9-17,0-2,1-3,8-20,1-2,2-3,,,,,,,,,,32-66,4-13,7-14,0,15,4,42,8,9,12,21
2022-12-16_long_beach_st_dartmouth,Dartmouth,4-12,2-7,0-1,5-14,2-7,1-1,5-11,1-3,5-8,6-11,2-3,2-2,,,,,,,,,,20-48,7-20,8-12,0,7,0,20,0,0,8,19
2022-12-16_long_beach_st_dartmouth,Long Beach St.,9-15,3-8,0-0,8-16,1-5,4-7,5-17,0-9,1-1,7-13,2-3,0-0,,,,,,,,,,29-61,6-25,5-8,0,12,0,34,12,0,32,24
2022-12-17_dartmouth_uc_irvine,UC Irvine,7-14,4-8,1-2,8-14,1-4,0-1,10-16,4-5,2-2,3-14,2-6,2-2,,,,,,,,,,28-58,11-23,5-7,0,17,0,28,9,0,27,42
2022-12-17_dartmouth_uc_irvine,Dartmouth,2-13,1-9,0-0,5-15,2-6,0-0,9-14,2-4,0-2,5-11,4-6,6-6,,,,,,,,,,21-53,9-25,6-8,0,4,0,20,2,0,12,31
2022-12-17_long_beach_st_southern_miss,Southern Miss.,3-10,1-2,2-4,4-13,1-3,2-2,6-17,1-5,1-2,7-15,0-3,8-11,,,,,,,,,,20-55,3-13,13-19,0,13,4,28,7,2,21,16
2022-12-17_long_beach_st_southern_miss,Long Beach St.,2-10,0-6,3-4,8-17,1-4,2-2,5-10,3-4,0-0,4-16,0-6,3-5,,,,,,,,,,19-53,4-20,8-11,1,6,4,22,5,2,7,17
2022-12-17_cal_st_fullerton_california_baptist,California Baptist,3-16,2-8,5-6,5-20,1-9,2-4,7-19,1-7,1-2,7-13,3-7,2-4,5-11,1-4,0-0,,,,,,,27-79,8-35,10-16,0,12,5,38,6,4,12,17
2022-12-17_cal_st_fullerton_california_baptist,Cal St. Fullerton,6-15,1-1,4-4,6-15,1-5,6-9,5-15,0-2,0-0,5-12,2-4,3-4,3-5,0-0,11-14,,,,,,,25-62,4-12,24-31,0,1,3,38,6,4,20,7
2022-12-17_ucla_csu_bakersfield,CSU Bakersfield,3-11,0-1,2-2,4-10,2-4,2-2,3-12,0-4,1-2,7-14,4-9,2-2,,,,,,,,,,17-47,6-18,7-8,0,4,0,14,0,0,12,30
2022-12-17_ucla_csu_bakersfield,UCLA,6-14,2-5,8-9,6-17,1-9,2-3,8-17,1-5,0-0,9-13,3-6,0-2,,,,,,,,,,29-61,7-25,10-14,0,10,0,40,21,0,22,40
2022-12-17_utah_uc_riverside,UC Riverside,3-14,0-2,0-0,4-14,1-5,0-2,5-14,3-6,1-2,5-17,2-5,4-4,,,,,,,,,,17-59,6-18,5-8,0,4,0,16,2,1,8,9
2022-12-17_utah_uc_riverside,Utah,7-17,1-3,4-4,9-14,2-6,4-5,13-19,2-5,2-3,7-19,1-5,4-5,,,,,,,,,,36-69,6-19,14-17,0,13,0,60,22,1,29,37
2022-12-18_san_jose_st_uc_san_diego,UC San Diego,3-11,1-5,6-10,4-15,2-7,0-0,7-12,2-4,6-9,5-12,1-6,0-2,,,,,,,,,,19-50,6-22,12-21,0,10,1,26,4,3,15,21
2022-12-18_san_jose_st_uc_san_diego,San Jose St.,2-8,1-4,4-4,8-11,3-4,2-4,9-19,4-7,4-6,5-12,2-4,2-4,,,,,,,,,,24-50,10-19,12-18,0,12,1,22,9,3,9,26
2022-12-19_uc_davis_northern_ariz,Northern Ariz.,8-17,3-7,1-1,6-18,4-9,3-4,5-16,0-4,4-5,8-18,4-6,10-11,,,,,,,,,,27-69,11-26,18-21,0,7,4,30,9,9,9,17
2022-12-19_uc_davis_northern_ariz,UC Davis,7-18,1-7,2-2,9-14,3-5,6-8,9-14,2-3,3-4,4-17,2-7,4-8,,,,,,,,,,29-63,8-22,15-22,0,5,4,40,7,9,15,41
2022-12-19_csun_sacramento_st,Sacramento St.,6-13,2-7,2-2,3-11,2-6,4-5,5-13,4-8,5-6,6-11,1-5,3-8,,,,,,,,,,20-48,9-26,14-21,0,4,5,22,1,8,12,0
2022-12-19_csun_sacramento_st,CSUN,5-13,0-2,4-4,5-12,1-2,3-3,5-10,0-0,4-4,5-11,0-1,9-10,,,,,,,,,,20-46,1-5,20-21,0,2,5,22,16,8,20,8
2022-12-21_san_jose_st_hawaii,Hawaii,4-15,0-7,0-0,4-13,4-10,0-0,6-12,3-6,4-4,3-7,1-2,8-12,,,,,,,,,,17-47,8-25,12-16,0,13,6,18,9,6,15,21
2022-12-21_san_jose_st_hawaii,San Jose St.,2-13,0-3,2-2,6-12,0-2,3-6,3-13,0-0,4-6,4-13,2-4,2-4,,,,,,,,,,15-51,2-9,11-18,0,9,6,22,2,6,21,9
2022-12-21_uc_irvine_grand_canyon,Grand Canyon,6-14,1-3,3-4,7-15,1-4,4-4,2-16,0-5,1-4,3-19,0-9,5-9,,,,,,,,,,18-64,2-21,13-21,1,6,5,26,5,2,21,21
2022-12-21_uc_irvine_grand_canyon,UC Irvine,2-8,1-3,7-8,4-11,0-2,6-8,6-13,2-4,8-8,3-9,1-4,9-12,,,,,,,,,,15-41,4-13,30-36,0,8,5,18,7,2,22,23
2022-12-21_uc_san_diego_seattle_u,Seattle U,5-15,1-7,1-2,4-13,2-9,2-2,6-20,2-7,3-5,5-17,3-7,2-4,,,,,,,,,,20-65,8-30,8-13,0,10,2,20,7,5,15,24
2022-12-21_uc_san_diego_seattle_u,UC San Diego,5-15,0-3,6-8,3-13,0-6,7-8,7-14,2-5,1-1,5-15,3-8,2-2,,,,,,,,,,20-57,5-22,16-19,0,5,2,24,9,5,11,8
2022-12-21_uc_santa_barbara_cal_lutheran,Cal Lutheran,2-11,0-3,3-4,4-17,0-6,2-3,5-16,1-9,1-2,5-12,2-5,1-2,,,,,,,,,,16-56,3-23,7-11,0,2,0,12,2,0,14,20
2022-12-21_uc_santa_barbara_cal_lutheran,UC Santa Barbara,14-22,1-6,0-2,12-18,4-9,4-6,7-18,1-6,3-7,9-19,2-4,3-7,,,,,,,,,,42-77,8-25,10-22,0,29,0,60,7,0,25,76
2022-12-21_baylor_long_beach_st,Long Beach St.,6-12,1-4,3-3,6-13,4-7,0-0,3-14,0-4,1-2,4-15,3-9,2-2,,,,,,,,,,19-54,8-24,6-7,0,6,1,20,3,1,8,7
2022-12-21_baylor_long_beach_st,Baylor,8-16,0-3,4-6,8-9,3-3,4-6,4-9,1-3,1-1,8-16,3-9,1-3,,,,,,,,,,28-50,7-18,10-16,0,14,1,38,9,1,21,17
2022-12-21_lmu_ca_csun,CSUN,4-10,1-3,9-10,5-12,1-4,0-0,3-16,0-3,4-4,8-15,0-2,7-10,,,,,,,,,,20-53,2-12,20-24,0,4,5,26,4,2,14,13
2022-12-21_lmu_ca_csun,LMU (CA),7-14,0-5,2-2,7-17,1-5,3-3,10-12,4-5,3-4,1-7,0-2,6-7,,,,,,,,,,25-50,5-17,14-16,0,7,5,34,8,2,7,9
2022-12-21_cal_st_fullerton_sacramento_st,Sacramento St.,6-14,1-3,0-0,6-13,2-5,4-4,7-15,3-8,2-2,4-8,0-2,9-12,,,,,,,,,,23-50,6-18,15-18,0,4,1,30,0,2,11,2
2022-12-21_cal_st_fullerton_sacramento_st,Cal St. Fullerton,3-12,0-2,0-0,6-13,1-3,2-3,6-15,0-0,4-4,6-13,2-5,4-4,,,,,,,,,,21-53,3-10,10-11,0,10,0,22,4,1,9,14
2022-12-22_csu_bakersfield_pacific,Pacific,5-13,0-2,4-5,2-20,0-6,3-4,4-13,1-6,0-0,3-13,1-6,4-4,,,,,,,,,,14-59,2-20,11-13,1,4,2,22,4,4,12,9
2022-12-22_csu_bakersfield_pacific,CSU Bakersfield,5-13,1-4,2-4,5-14,3-8,0-0,6-13,1-6,5-7,4-12,0-4,2-4,,,,,,,,,,20-52,5-22,9-15,1,5,2,26,5,4,24,10
2022-12-22_texas_tech_uc_riverside,UC Riverside,2-12,1-4,1-2,5-14,1-5,2-2,4-14,0-2,2-4,4-10,0-3,1-1,,,,,,,,,,15-50,2-14,6-9,0,0,0,16,4,2,11,7
2022-12-22_texas_tech_uc_riverside,Texas Tech,7-11,1-2,0-0,5-14,1-2,2-3,4-18,0-3,1-3,10-14,2-3,0-0,,,,,,,,,,26-57,4-10,3-6,0,11,0,34,0,2,17,25
2022-12-29_uc_davis_hawaii,Hawaii,5-15,1-6,1-1,7-18,2-5,4-6,6-12,1-4,4-6,5-11,0-1,11-11,,,,,,,,,,23-56,4-16,20-24,0,4,7,28,9,7,7,29
2022-12-29_uc_davis_hawaii,UC Davis,9-19,3-7,2-2,4-13,1-6,3-5,4-15,1-7,1-3,4-11,1-5,8-9,,,,,,,,,,21-58,6-25,14-19,1,2,7,28,12,7,7,50
2022-12-29_uc_san_diego_long_beach_st,Long Beach St.,8-22,2-9,2-3,4-12,2-4,3-3,9-17,2-3,0-1,5-10,3-5,0-0,,,,,,,,,,26-61,9-21,5-7,0,17,4,32,10,6,20,17
2022-12-29_uc_san_diego_long_beach_st,UC San Diego,7-11,6-9,2-4,6-12,1-3,1-1,4-13,1-6,0-0,3-12,0-3,1-1,,,,,,,,,,20-48,8-21,4-6,0,6,4,22,0,6,11,10
2022-12-29_uc_santa_barbara_cal_st_fullerton,Cal St. Fullerton,3-16,0-4,5-6,8-14,1-4,1-2,3-17,1-5,0-0,9-12,3-4,2-2,,,,,,,,,,23-59,5-17,8-10,0,1,0,26,9,0,8,10
2022-12-29_uc_santa_barbara_cal_st_fullerton,UC Santa Barbara,6-15,0-2,4-7,8-12,0-1,2-2,5-14,2-3,1-1,4-10,2-8,9-13,,,,,,,,,,23-51,4-14,16-23,0,13,0,28,2,0,14,14
2022-12-29_csun_cal_poly,Cal Poly,5-16,3-10,4-4,2-12,1-9,3-4,3-11,3-4,3-4,5-15,3-10,5-6,,,,,,,,,,15-54,10-33,15-18,0,10,2,10,10,4,17,23
2022-12-29_csun_cal_poly,CSUN,5-12,1-3,1-2,5-11,1-1,2-5,8-15,2-4,3-4,7-13,0-2,5-8,,,,,,,,,,25-51,4-10,11-19,0,8,2,32,24,4,17,18
2022-12-29_csu_bakersfield_uc_riverside,UC Riverside,2-13,0-5,2-2,3-17,2-8,2-2,6-14,2-3,1-3,3-12,1-5,3-4,1-7,0-2,5-8,1-6,0-2,3-4,,,,16-69,5-25,16-23,0,11,5,12,5,10,6,5
2022-12-29_csu_bakersfield_uc_riverside,CSU Bakersfield,6-16,3-7,2-2,3-10,1-5,1-4,2-9,1-3,0-4,5-13,0-1,1-3,3-7,0-2,1-2,1-6,0-1,6-6,,,,20-61,5-19,11-21,0,10,5,26,10,10,14,10
2022-12-31_cal_poly_hawaii,Hawaii,3-11,1-5,2-3,1-12,0-7,3-4,4-13,2-5,9-11,4-6,0-0,9-14,,,,,,,,,,12-42,3-17,23-32,0,8,4,16,11,3,17,20
2022-12-31_cal_poly_hawaii,Cal Poly,4-10,2-6,0-0,5-12,3-8,0-0,5-11,2-5,1-2,3-13,1-7,4-4,,,,,,,,,,17-46,8-26,5-6,0,10,4,14,5,3,8,19
2022-12-31_uc_irvine_csu_bakersfield,CSU Bakersfield,4-14,3-11,0-0,4-13,0-1,3-4,7-12,2-6,0-0,2-12,1-6,6-8,,,,,,,,,,17-51,6-24,9-12,0,8,3,20,4,3,14,10
2022-12-31_uc_irvine_csu_bakersfield,UC Irvine,6-17,5-11,0-0,5-14,1-5,2-2,5-13,2-5,2-2,3-11,1-5,4-4,,,,,,,,,,19-55,9-26,8-8,0,6,3,16,2,3,10,15
2022-12-31_uc_san_diego_uc_santa_barbara,UC Santa Barbara,5-16,3-13,0-2,4-9,1-1,6-9,6-14,2-3,1-3,5-14,2-5,3-4,,,,,,,,,,20-53,8-22,10-18,0,9,1,16,3,7,10,30
2022-12-31_uc_san_diego_uc_santa_barbara,UC San Diego,8-18,1-8,1-1,7-13,2-5,0-0,5-12,3-4,1-2,7-13,0-2,6-8,,,,,,,,,,27-56,6-19,8-11,0,6,1,34,11,7,16,19
2022-12-31_uc_riverside_long_beach_st,Long Beach St.,9-17,2-4,6-7,8-16,1-2,2-2,3-16,0-3,0-0,7-14,0-1,8-8,,,,,,,,,,27-63,3-10,16-17,0,12,2,42,17,1,28,16
2022-12-31_uc_riverside_long_beach_st,UC Riverside,5-12,0-5,5-5,3-9,0-1,5-8,5-13,2-5,4-4,8-13,3-7,1-1,,,,,,,,,,21-47,5-18,15-18,0,5,2,28,7,1,11,17
2022-12-31_csun_cal_st_fullerton,Cal St. Fullerton,3-13,0-4,1-2,4-16,2-6,2-2,7-11,1-2,6-8,4-15,1-4,10-12,,,,,,,,,,18-55,4-16,19-24,0,7,0,22,5,1,22,2
2022-12-31_csun_cal_st_fullerton,CSUN,5-15,1-3,0-0,10-15,2-5,4-5,5-11,2-6,1-2,5-13,1-1,8-11,,,,,,,,,,25-54,6-15,13-18,0,9,0,28,10,1,15,33
2023-01-05_uc_irvine_uc_davis,UC Davis,6-14,0-4,4-4,2-10,1-7,1-2,5-19,1-8,0-2,0-14,0-4,5-8,,,,,,,,,,13-57,2-23,10-16,1,8,2,16,5,2,5,22
2023-01-05_uc_irvine_uc_davis,UC Irvine,5-16,3-4,2-4,6-14,0-4,7-8,6-14,1-3,2-7,3-12,2-4,10-11,,,,,,,,,,20-56,6-15,21-30,0,15,2,24,9,2,23,21
2023-01-05_hawaii_uc_san_diego,UC San Diego,4-14,2-5,2-3,1-9,1-7,5-8,9-16,3-5,0-0,6-13,2-5,5-9,,,,,,,,,,20-52,8-22,12-20,0,3,4,16,8,7,4,15
2023-01-05_hawaii_uc_san_diego,Hawaii,4-13,3-9,0-0,5-12,4-6,7-8,5-17,1-7,0-1,5-16,2-8,2-4,,,,,,,,,,19-58,10-30,9-13,0,8,4,18,4,7,16,9
