game_id,team,q1_fg,q1_3p,q1_ft,q2_fg,q2_3p,q2_ft,q3_fg,q3_3p,q3_ft,q4_fg,q4_3p,q4_ft,ot1_fg,ot1_3p,ot1_ft,ot2_fg,ot2_3p,ot2_ft,ot3_fg,ot3_3p,ot3_ft,total_fg,total_3p,total_ft,technical_fouls,second_chance_pts,scores_tied,pts_in_paint,fast_break_pts,lead_changes,pts_off_turnovers,bench_pts
2022-11-10_cal_poly_simpson_ca,Simpson (CA),3-11,0-3,2-2,6-17,2-4,4-5,7-11,1-2,3-5,1-11,0-4,3-4,,,,,,,,,,17-50,3-13,12-16,0,4,2,18,4,0,2,12
2022-11-10_cal_poly_simpson_ca,Cal Poly,8-12,0-2,2-2,9-20,0-2,2-2,12-14,2-4,1-2,6-13,1-6,3-4,,,,,,,,,,35-59,3-14,8-10,0,16,2,56,9,0,17,31
2022-11-10_gonzaga_long_beach_st,Long Beach St.,7-12,2-4,0-0,4-10,2-3,4-4,4-16,1-7,2-2,4-13,0-3,5-6,,,,,,,,,,19-51,5-17,11-12,0,6,0,26,6,6,15,7
2022-11-10_gonzaga_long_beach_st,Gonzaga,10-16,4-8,4-4,4-10,2-4,4-4,6-17,0-4,0-0,8-13,4-7,6-9,,,,,,,,,,28-56,10-23,14-17,0,20,0,34,8,6,22,18
2022-11-10_ucla_uc_riverside,UC Riverside,2-15,1-3,2-2,5-13,1-5,0-0,4-14,3-4,0-0,5-10,2-5,2-3,,,,,,,,,,16-52,7-17,4-5,0,4,2,14,0,2,8,18
2022-11-10_ucla_uc_riverside,UCLA,3-11,0-3,4-6,5-14,0-2,6-7,8-17,2-7,7-7,5-17,1-6,2-2,,,,,,,,,,21-59,3-18,19-22,0,16,2,28,10,2,18,18
2022-11-11_washington_uc_davis,UC Davis,5-12,3-7,1-4,8-14,2-5,0-0,4-10,1-4,2-6,6-13,1-5,4-8,,,,,,,,,,23-49,7-21,7-18,0,5,1,32,10,2,14,17
2022-11-11_washington_uc_davis,Washington,11-19,3-7,0-1,6-11,0-1,4-4,6-12,2-6,7-11,7-16,1-3,5-7,,,,,,,,,,30-58,6-17,16-23,0,8,1,44,18,2,22,29
2022-11-11_santa_clara_cal_st_fullerton,Cal St. Fullerton,11-21,4-6,1-2,4-14,0-2,2-2,3-14,2-6,3-4,6-15,1-4,4-7,3-6,0-0,1-2,,,,,,,27-70,7-18,11-17,0,11,3,32,4,6,13,13
2022-11-11_santa_clara_cal_st_fullerton,Santa Clara,6-13,4-8,1-2,6-13,3-6,2-4,4-15,1-6,1-2,8-16,2-5,3-4,3-7,1-4,4-7,,,,,,,27-64,11-29,11-19,0,15,2,26,6,7,15,11
2022-11-11_fresno_st_csu_bakersfield,CSU Bakersfield,3-14,1-4,1-3,4-11,1-4,0-2,11-17,6-9,0-0,5-11,1-6,0-0,,,,,,,,,,23-53,9-23,1-5,0,9,8,18,0,9,9,7
2022-11-11_fresno_st_csu_bakersfield,Fresno St.,3-19,1-7,2-4,6-16,1-5,1-1,5-14,0-5,1-4,6-17,1-8,6-6,,,,,,,,,,20-66,3-25,10-15,0,14,8,30,9,9,16,6
2022-11-12_sacramento_st_uc_irvine,UC Irvine,4-19,1-7,2-3,5-16,1-3,2-3,6-23,2-9,4-5,6-11,0-2,6-8,,,,,,,,,,21-69,4-21,14-19,0,7,2,24,2,3,26,7
2022-11-12_sacramento_st_uc_irvine,Sacramento St.,7-13,2-5,0-1,9-15,4-9,0-1,5-12,2-4,1-3,2-8,0-2,3-5,,,,,,,,,,23-48,8-20,4-10,0,8,2,28,3,3,13,7
2022-11-12_long_beach_st_la_sierra,La Sierra,3-14,0-5,1-2,5-13,1-5,1-1,1-8,0-5,2-2,5-13,0-3,1-3,,,,,,,,,,14-48,1-18,5-8,0,5,0,26,2,0,7,4
2022-11-12_long_beach_st_la_sierra,Long Beach St.,9-19,5-9,0-0,6-17,2-7,0-0,11-21,4-12,4-4,5-11,2-6,0-0,,,,,,,,,,31-68,13-34,4-4,0,15,0,32,13,0,32,30
2022-11-13_northern_ariz_uc_san_diego,UC San Diego,6-15,3-8,2-3,5-16,0-4,3-3,7-14,0-4,0-0,4-15,0-3,2-4,,,,,,,,,,22-60,3-19,7-10,0,9,0,34,14,2,13,20
2022-11-13_northern_ariz_uc_san_diego,Northern Ariz.,10-16,3-6,2-2,7-21,1-4,6-6,8-19,3-10,3-4,5-14,2-4,6-10,,,,,,,,,,30-70,9-24,17-22,0,16,0,36,15,2,31,29
2022-11-13_arizona_csun,CSUN,3-11,0-3,0-0,3-10,0-5,5-8,4-12,1-6,5-10,5-11,0-2,6-8,,,,,,,,,,15-44,1-16,16-26,0,6,1,20,10,1,7,7
2022-11-13_arizona_csun,Arizona,10-16,3-7,5-7,4-11,1-3,8-10,8-14,1-3,8-9,6-16,1-5,4-4,,,,,,,,,,28-57,6-18,25-30,0,14,1,36,24,1,28,38
2022-11-13_san_jose_st_cal_st_fullerton,Cal St. Fullerton,2-10,0-2,7-8,5-10,2-2,7-9,7-12,0-2,6-6,5-11,1-2,10-14,,,,,,,,,,19-43,3-8,30-37,0,4,5,22,4,3,15,11
2022-11-13_san_jose_st_cal_st_fullerton,San Jose St.,8-20,2-5,1-2,5-14,2-6,3-3,4-14,1-4,7-8,2-14,0-4,9-12,,,,,,,,,,19-62,5-19,20-25,0,10,3,22,8,3,21,24
2022-11-15_uc_santa_barbara_idaho_st,Idaho St.,4-16,0-3,0-0,6-16,2-8,0-0,3-14,0-2,3-4,9-19,2-5,1-1,,,,,,,,,,22-65,4-18,4-5,0,17,7,24,9,10,11,18
2022-11-15_uc_santa_barbara_idaho_st,UC Santa Barbara,3-12,0-4,4-6,4-10,0-3,1-1,5-13,2-7,4-4,4-9,1-3,10-12,,,,,,,,,,16-44,3-17,19-23,0,11,7,20,5,10,12,16
2022-11-15_fresno_st_uc_riverside,UC Riverside,4-12,2-5,0-2,3-9,0-1,0-0,3-12,0-3,6-10,5-11,0-3,2-2,,,,,,,,,,15-44,2-12,8-14,0,3,2,24,6,1,16,23
2022-11-15_fresno_st_uc_riverside,Fresno St.,5-14,0-1,4-5,4-13,3-6,6-6,7-23,1-6,0-0,3-7,0-1,2-3,,,,,,,,,,19-57,4-14,12-14,0,18,2,28,9,1,15,20
2022-11-16_stanford_cal_poly,Cal Poly,3-14,2-5,0-0,3-12,2-6,1-1,5-10,3-5,3-4,4-14,2-5,0-0,,,,,,,,,,15-50,9-21,4-5,0,6,1,10,2,2,7,17
2022-11-16_stanford_cal_poly,Stanford,9-17,2-8,3-5,8-15,2-3,1-2,6-12,5-9,3-4,7-16,1-7,3-4,,,,,,,,,,30-60,10-27,10-15,0,24,1,36,8,2,27,33
2022-11-17_uc_davis_boise_st,Boise St.,7-14,2-4,6-6,5-15,0-3,0-1,2-14,0-2,10-10,4-14,0-4,8-8,,,,,,,,,,18-57,2-13,24-25,0,10,3,24,10,10,8,26
2022-11-17_uc_davis_boise_st,UC Davis,9-12,5-7,2-2,4-12,0-3,4-4,5-20,2-12,5-5,5-14,2-5,3-4,,,,,,,,,,23-58,9-27,14-15,0,2,3,22,17,10,17,17
2022-11-17_washington_uc_irvine,UC Irvine,2-14,0-4,3-4,6-13,3-6,1-2,6-16,3-7,0-0,5-14,2-6,0-1,,,,,,,,,,19-57,8-23,4-7,0,9,7,14,6,8,16,27
2022-11-17_washington_uc_irvine,Washington,6-11,1-2,1-2,4-15,0-5,0-3,3-9,0-0,5-8,7-16,0-4,3-5,,,,,,,,,,20-51,1-11,9-18,0,13,7,44,8,8,19,8
2022-11-17_csun_santa_clara,Santa Clara,6-16,4-9,6-7,3-17,2-10,1-2,8-14,1-2,2-2,3-6,0-0,10-14,,,,,,,,,,20-53,7-21,19-25,0,9,4,22,8,9,21,25
2022-11-17_csun_santa_clara,CSUN,4-11,2-4,9-12,5-15,2-5,2-2,5-14,2-4,0-1,5-14,1-2,6-7,,,,,,,,,,19-54,7-15,17-22,0,20,4,22,4,9,13,10
2022-11-18_hawaii_fgcu,FGCU,6-17,4-13,3-3,6-13,4-8,4-10,6-14,2-6,1-2,4-13,2-7,1-2,,,,,,,,,,22-57,12-34,9-17,0,5,0,20,11,0,26,14
2022-11-18_hawaii_fgcu,Hawaii,3-14,0-3,0-0,4-11,2-4,3-4,4-12,1-5,1-4,7-14,0-2,2-4,,,,,,,,,,18-51,3-14,6-12,0,5,0,28,2,0,8,26
2022-11-18_fresno_st_cal_poly,Cal Poly,3-12,2-5,4-4,5-9,0-2,0-0,6-15,1-6,0-0,6-12,1-3,0-0,,,,,,,,,,20-48,4-16,4-4,0,8,3,22,0,8,9,19
2022-11-18_fresno_st_cal_poly,Fresno St.,3-9,0-2,4-4,3-12,2-4,0-0,3-11,0-4,4-6,6-13,3-4,4-5,,,,,,,,,,15-45,5-14,12-15,0,4,3,16,3,8,20,23
2022-11-18_georgetown_cal_st_fullerton,Cal St. Fullerton,3-16,1-6,0-0,6-14,3-8,3-4,3-6,0-0,1-4,4-11,2-6,0-0,,,,,,,,,,16-47,6-20,4-8,0,6,0,12,3,0,3,4
2022-11-18_georgetown_cal_st_fullerton,Georgetown,6-15,3-8,1-2,6-16,1-7,2-2,4-12,2-6,5-6,6-11,3-5,2-3,,,,,,,,,,22-54,9-26,10-13,0,10,0,14,10,0,22,19
2022-11-18_alas_anchorage_uc_riverside,UC Riverside,3-13,0-6,0-0,7-18,2-7,4-4,3-9,0-4,3-4,6-14,2-6,2-2,,,,,,,,,,19-54,4-23,9-10,0,10,1,20,7,0,20,17
2022-11-18_alas_anchorage_uc_riverside,Alas. Anchorage,8-15,3-5,0-0,2-10,0-6,3-3,6-11,0-1,10-12,7-14,2-4,0-2,,,,,,,,,,23-50,5-16,13-17,0,10,1,26,8,0,19,21
2022-11-19_seattle_u_uc_irvine,UC Irvine,8-18,2-9,1-1,5-12,1-5,1-2,5-14,3-6,0-0,3-16,1-7,3-4,,,,,,,,,,21-60,7-27,5-7,0,4,4,24,3,4,27,16
2022-11-19_seattle_u_uc_irvine,Seattle U,3-13,1-4,2-2,9-13,2-3,2-2,3-7,1-1,3-5,5-14,2-3,0-0,,,,,,,,,,20-47,6-11,7-9,1,15,4,28,5,4,15,25
2022-11-19_sacramento_st_uc_santa_barbara,UC Santa Barbara,6-14,2-4,1-1,5-13,2-4,4-4,7-12,0-1,3-4,4-9,0-2,4-6,4-5,0-0,0-0,,,,,,,26-53,4-11,12-15,0,11,10,30,0,8,19,8
2022-11-19_sacramento_st_uc_santa_barbara,Sacramento St.,4-12,3-6,0-0,8-16,4-8,2-2,4-11,1-5,0-0,7-13,4-8,0-0,4-5,1-2,1-2,,,,,,,27-57,13-29,3-4,0,6,10,26,10,8,13,8
2022-11-19_csun_san_jose_st,San Jose St.,3-14,2-7,1-2,4-14,2-8,1-2,6-19,1-5,1-1,4-14,3-9,3-6,,,,,,,,,,17-61,8-29,6-11,0,8,1,18,15,5,19,8
2022-11-19_csun_san_jose_st,CSUN,5-10,2-4,3-4,2-9,0-2,2-2,4-14,1-4,0-0,5-12,1-4,1-6,,,,,,,,,,16-45,4-14,6-12,0,6,1,20,9,5,14,14
2022-11-19_uc_riverside_pepperdine,Pepperdine,10-17,2-5,3-4,3-8,0-1,1-4,4-6,1-2,5-8,5-9,1-4,10-10,,,,,,,,,,22-40,4-12,19-26,1,11,3,32,7,6,20,16
2022-11-19_uc_riverside_pepperdine,UC Riverside,5-10,2-4,0-0,10-15,3-6,5-5,4-12,0-3,1-5,3-13,1-6,2-2,,,,,,,,,,22-50,6-19,8-12,0,9,3,18,4,6,24,24
2022-11-20_hawaii_lipscomb,Lipscomb,4-14,2-8,1-1,3-10,1-4,3-6,9-15,2-3,2-2,5-9,2-4,2-6,6-8,0-1,4-4,,,,,,,27-56,7-20,12-19,0,9,6,36,6,5,8,12
2022-11-20_hawaii_lipscomb,Hawaii,8-18,3-9,1-1,3-12,2-7,0-0,5-13,2-6,1-2,6-18,1-8,3-4,4-7,3-5,1-2,,,,,,,26-68,11-35,6-9,0,16,6,22,0,5,15,30
2022-11-20_uc_san_diego_portland,Portland,5-15,3-8,4-5,5-11,3-7,2-4,7-15,2-4,7-12,6-17,3-7,6-9,,,,,,,,,,23-58,11-26,19-30,1,17,1,20,10,2,18,35
2022-11-20_uc_san_diego_portland,UC San Diego,7-15,2-4,1-3,9-14,4-7,1-2,8-15,4-8,8-10,6-16,2-7,3-4,,,,,,,,,,30-60,12-26,13-19,0,7,1,30,5,2,20,18
2022-11-20_arizona_long_beach_st,Long Beach St.,7-12,2-4,0-0,8-11,3-3,4-5,5-17,3-5,0-0,4-12,1-3,3-6,,,,,,,,,,24-52,9-15,7-11,0,2,5,28,6,1,10,18
2022-11-20_arizona_long_beach_st,Arizona,4-13,2-7,0-1,11-16,3-6,5-10,5-14,1-4,7-10,11-18,4-5,2-4,,,,,,,,,,31-61,10-22,14-25,1,11,5,40,15,1,18,10
2022-11-20_george_washington_cal_st_fullerton,Cal St. Fullerton,9-13,5-5,0-0,5-11,0-3,4-6,8-13,2-4,1-4,4-9,2-3,4-6,,,,,,,,,,26-46,9-15,9-16,0,2,1,22,9,3,23,5
2022-11-20_george_washington_cal_st_fullerton,George Washington,5-14,2-5,1-2,6-13,3-5,2-2,0-14,0-4,8-10,9-17,4-7,4-4,,,,,,,,,,20-58,9-21,15-18,0,11,0,18,7,2,9,24
2022-11-20_unlv_csu_bakersfield,CSU Bakersfield,6-9,2-4,3-4,1-14,1-9,0-0,5-11,3-3,3-3,2-15,0-6,2-4,,,,,,,,,,14-49,6-22,8-11,0,3,3,12,5,2,1,18
2022-11-20_unlv_csu_bakersfield,UNLV,6-17,1-7,2-4,8-22,2-7,4-5,7-17,2-5,5-6,6-17,2-8,2-2,,,,,,,,,,27-73,7-27,13-17,0,28,3,40,13,2,17,35
2022-11-22_uc_davis_sacramento_st,Sacramento St.,7-12,1-4,5-7,7-12,2-5,0-0,4-13,1-4,1-4,6-10,2-2,7-9,,,,,,,,,,24-47,6-15,13-20,0,6,1,30,3,0,14,13
2022-11-22_uc_davis_sacramento_st,UC Davis,4-17,0-4,2-2,3-12,0-2,2-6,5-13,1-5,4-5,3-12,0-3,6-11,,,,,,,,,,15-54,1-14,14-24,0,4,1,22,3,0,10,11
2022-11-22_cal_poly_south_carolina,South Carolina,7-13,0-2,0-0,9-19,1-4,0-3,10-16,1-2,2-2,10-13,1-3,2-7,,,,,,,,,,36-61,3-11,4-12,0,14,0,58,15,0,20,38
2022-11-22_cal_poly_south_carolina,Cal Poly,1-16,0-3,0-0,5-15,3-7,2-2,1-12,1-6,2-4,5-17,2-7,2-4,,,,,,,,,,12-60,6-23,6-10,0,3,0,10,5,0,13,16
2022-11-23_uc_riverside_cal_state_la,Cal State LA,3-15,0-2,1-2,9-18,3-4,1-2,2-15,0-3,1-2,5-13,2-4,1-2,,,,,,,,,,19-61,5-13,4-8,0,18,3,26,5,7,19,27
2022-11-23_uc_riverside_cal_state_la,UC Riverside,3-12,2-6,0-0,5-13,0-1,2-2,7-16,0-2,3-4,2-7,0-1,6-8,,,,,,,,,,17-48,2-10,11-14,0,6,3,32,11,7,6,21
2022-11-25_hawaii_grambling,Grambling,5-14,0-5,1-1,5-11,1-3,0-0,3-11,0-3,4-4,5-13,2-4,3-4,,,,,,,,,,18-49,3-15,8-9,0,5,3,18,8,3,13,7
2022-11-25_hawaii_grambling,Hawaii,6-17,1-4,0-0,7-12,2-5,3-4,6-14,0-6,1-1,6-12,2-5,4-5,,,,,,,,,,25-55,5-20,8-10,0,4,3,40,3,3,12,32
2022-11-25_uc_irvine_liu,LIU,3-9,1-3,0-0,5-17,3-8,1-2,4-13,1-5,4-4,7-14,2-6,6-8,,,,,,,,,,19-53,7-22,11-14,0,14,0,22,4,2,21,24
2022-11-25_uc_irvine_liu,UC Irvine,5-16,1-6,2-2,8-16,2-7,0-0,5-12,2-5,1-2,4-10,3-7,10-12,,,,,,,,,,22-54,8-25,13-16,0,14,0,28,4,2,18,24
2022-11-25_uc_san_diego_illinois_st,Illinois St.,7-15,2-7,2-5,7-11,5-6,5-11,4-13,0-3,2-2,9-13,2-3,7-12,,,,,,,,,,27-52,9-19,16-30,0,8,1,28,5,0,15,27
2022-11-25_uc_san_diego_illinois_st,UC San Diego,6-16,1-7,0-0,6-13,0-2,6-11,5-13,2-5,3-4,4-15,2-8,6-7,,,,,,,,,,21-57,5-22,15-22,0,12,1,28,3,0,11,15
2022-11-25_cal_poly_sacramento_st,Sacramento St.,8-11,6-6,2-2,6-12,2-5,2-3,5-7,2-2,4-7,2-10,0-2,10-12,,,,,,,,,,21-40,10-15,18-24,0,8,1,20,10,0,14,13
2022-11-25_cal_poly_sacramento_st,Cal Poly,5-13,1-4,2-4,5-10,2-3,2-2,5-11,0-2,2-3,9-21,3-8,2-3,,,,,,,,,,24-55,6-17,8-12,0,9,1,28,5,0,24,30
2022-11-25_long_beach_st_tulsa,Tulsa,2-14,0-8,2-4,6-20,2-12,2-3,3-14,0-4,4-4,4-11,1-6,4-7,,,,,,,,,,15-59,3-30,12-18,0,18,0,22,2,0,10,24
2022-11-25_long_beach_st_tulsa,Long Beach St.,11-21,1-5,0-0,6-18,2-11,0-0,6-10,3-5,0-0,4-14,0-4,4-4,,,,,,,,,,27-63,6-25,4-4,0,8,0,30,8,0,23,12
2022-11-26_uc_davis_wyoming,Wyoming,8-16,1-5,2-3,5-16,1-3,2-4,3-11,0-4,2-2,8-9,4-5,7-12,,,,,,,,,,24-52,6-17,13-21,0,13,1,28,0,0,15,15
2022-11-26_uc_davis_wyoming,UC Davis,4-12,2-8,4-6,4-10,1-5,2-3,5-16,1-4,1-2,5-20,1-6,0-0,,,,,,,,,,18-58,5-23,7-11,0,14,1,20,3,0,9,22
2022-11-26_hawaii_fgcu,FGCU,7-14,4-10,0-0,7-16,2-10,1-1,6-13,2-7,2-2,5-14,2-10,0-0,,,,,,,,,,25-57,10-37,3-3,0,5,0,30,18,0,29,17
2022-11-26_hawaii_fgcu,Hawaii,3-10,0-1,1-3,6-12,3-6,2-2,6-13,1-3,3-8,4-11,0-3,2-3,,,,,,,,,,19-46,4-13,8-16,0,14,0,24,0,0,10,19
2022-11-26_stetson_uc_san_diego,UC San Diego,5-15,2-9,1-1,3-11,1-6,5-6,6-13,0-4,2-3,2-6,2-3,8-12,,,,,,,,,,16-45,5-22,16-22,0,7,2,22,12,2,16,28
2022-11-26_stetson_uc_san_diego,Stetson,3-14,1-7,4-5,6-15,2-5,4-5,3-10,1-6,2-4,3-13,2-5,2-4,,,,,,,,,,15-52,6-23,12-18,0,10,2,16,4,2,24,8
2022-11-26_southern_utah_uc_santa_barbara,UC Santa Barbara,6-16,0-4,1-1,6-12,2-5,4-4,5-18,1-6,4-5,6-15,1-4,7-8,2-7,0-0,5-10,3-6,0-1,4-4,4-6,2-3,7-10,32-80,6-23,32-42,0,23,13,46,7,6,21,22
2022-11-26_southern_utah_uc_santa_barbara,Southern Utah,3-14,1-4,3-5,6-14,1-1,5-7,8-13,1-2,5-7,6-12,2-4,2-2,4-7,1-3,0-0,4-9,2-5,0-0,3-5,1-2,4-4,34-74,9-21,19-25,0,6,13,34,9,6,11,10
2022-11-26_cal_poly_san_jose_st,San Jose St.,3-10,0-2,3-7,6-14,0-2,2-3,3-7,0-2,3-6,7-14,0-2,7-12,,,,,,,,,,19-45,0-8,15-28,0,13,2,32,9,1,20,22
2022-11-26_cal_poly_san_jose_st,Cal Poly,6-14,3-5,3-5,6-12,2-7,0-0,5-10,1-1,4-6,3-8,2-3,7-8,,,,,,,,,,20-44,8-16,14-19,0,5,2,22,9,1,25,29
2022-11-26_san_francisco_long_beach_st,Long Beach St.,5-13,2-6,1-3,5-16,1-5,0-0,4-14,0-6,2-2,6-15,2-8,2-5,,,,,,,,,,20-58,5-25,5-10,0,7,1,20,3,0,18,20
2022-11-26_san_francisco_long_beach_st,San Francisco,8-13,4-7,2-2,5-15,1-6,4-4,5-14,0-5,8-10,8-13,2-4,1-2,,,,,,,,,,26-55,7-22,15-18,0,9,1,34,2,0,14,32
2022-11-26_csun_antelope_valley,Antelope Valley,4-18,2-11,1-2,4-11,0-4,4-8,9-14,2-3,6-6,4-16,2-9,0-2,,,,,,,,,,21-59,6-27,11-18,-11,2,0,20,10,0,16,25
2022-11-26_csun_antelope_valley,CSUN,4-15,1-5,7-10,8-14,1-1,6-7,8-18,2-5,10-10,9-18,1-3,3-6,,,,,,,,,,29-65,5-14,26-33,1,11,0,40,17,0,30,33
2022-11-26_uc_riverside_liu,LIU,4-11,1-2,3-4,3-10,2-2,0-1,6-15,1-3,1-2,5-12,0-2,3-5,,,,,,,,,,18-48,4-9,7-12,0,0,2,28,14,5,23,21
