game_id,team,q1_fg,q1_3p,q1_ft,q2_fg,q2_3p,q2_ft,q3_fg,q3_3p,q3_ft,q4_fg,q4_3p,q4_ft,ot1_fg,ot1_3p,ot1_ft,ot2_fg,ot2_3p,ot2_ft,total_fg,total_3p,total_ft,technical_fouls,second_chance_pts,scores_tied,pts_in_paint,fast_break_pts,lead_changes,pts_off_turnovers,bench_pts
2019-12-21_southern_california_long_beach_st,Long Beach St.,1-15,1-3,1-2,3-13,0-3,2-2,7-19,1-8,1-2,4-16,1-5,3-5,,,,,,,15-63,3-19,7-11,0,6,0,20,4,1,16,7
2019-12-21_southern_california_long_beach_st,Southern California,6-16,1-5,0-0,6-16,0-4,4-4,6-12,0-3,4-5,5-9,0-1,2-4,,,,,,,23-53,1-13,10-13,0,6,0,36,12,1,6,15
2019-12-21_san_diego_csun,CSUN,6-14,1-3,3-7,2-10,0-2,0-2,3-12,0-4,1-2,3-12,2-5,5-8,,,,,,,14-48,3-14,9-19,0,0,3,12,4,1,10,10
2019-12-21_san_diego_csun,San Diego,6-10,0-0,6-8,5-11,0-1,6-7,5-15,1-3,2-4,4-12,0-2,4-4,,,,,,,20-48,1-6,18-23,0,4,1,32,15,2,23,10
2019-12-21_cal_st_fullerton_air_force,Air Force,6-15,0-2,2-4,4-15,2-5,2-2,7-18,0-5,4-4,10-19,0-5,6-7,,,,,,,27-67,2-17,14-17,0,6,1,44,12,2,27,8
2019-12-21_cal_st_fullerton_air_force,Cal St. Fullerton,3-11,0-1,2-3,9-14,0-2,3-3,12-18,1-2,1-1,10-15,1-2,3-3,,,,,,,34-58,2-7,9-10,0,8,1,46,10,3,14,4
2019-12-22_cal_poly_pomona_uc_san_diego,UC San Diego,3-14,2-6,5-6,3-9,2-5,4-4,4-15,3-9,4-6,6-12,1-3,1-2,2-10,1-8,2-4,,,,18-60,9-31,16-22,0,6,10,18,7,14,6,19
2019-12-22_cal_poly_pomona_uc_san_diego,Cal Poly Pomona,4-15,0-4,5-8,5-16,2-4,4-6,2-15,1-3,4-8,6-12,1-3,3-5,3-7,1-2,8-10,,,,20-65,5-16,24-37,0,12,10,24,17,14,22,22
2019-12-22_vcu_uc_riverside,UC Riverside,5-13,1-2,1-1,3-8,0-3,2-4,6-15,1-2,8-9,5-16,0-3,0-0,,,,,,,19-52,2-10,11-14,0,14,0,30,2,0,8,10
2019-12-22_vcu_uc_riverside,VCU,7-19,0-2,1-1,7-15,0-4,7-12,8-17,1-1,4-4,5-13,0-4,0-0,,,,,,,27-64,1-11,12-17,0,12,0,48,6,0,34,21
2019-12-28_stanford_uc_davis,UC Davis,5-14,4-6,3-4,6-16,3-6,0-0,4-9,0-2,1-2,5-15,3-6,1-6,,,,,,,20-54,10-20,5-12,1,11,3,18,0,8,7,8
2019-12-28_stanford_uc_davis,Stanford,7-13,1-4,4-5,4-13,0-2,3-4,6-12,0-1,4-6,9-17,3-6,0-0,,,,,,,26-55,4-13,11-15,0,8,3,32,7,8,24,17
2019-12-28_nevada_cal_poly,Cal Poly,4-12,1-3,2-4,1-12,0-5,0-0,4-17,1-5,6-8,5-20,1-5,1-2,,,,,,,14-61,3-18,9-14,0,11,1,16,7,2,14,10
2019-12-28_nevada_cal_poly,Nevada,7-22,3-9,4-7,7-15,1-5,0-0,7-16,1-4,3-3,3-9,2-3,9-11,,,,,,,24-62,7-21,16-21,0,14,0,24,12,2,11,40
2019-12-28_san_diego_state_csun,CSUN,5-19,2-7,0-1,5-19,1-6,0-0,8-17,3-7,5-6,7-16,0-2,2-2,,,,,,,25-71,6-22,7-9,0,11,4,32,11,6,17,15
2019-12-28_san_diego_state_csun,San Diego State,7-13,1-4,1-2,3-13,2-3,1-2,8-13,1-3,1-3,8-15,0-1,4-6,,,,,,,26-54,4-11,7-13,0,4,2,42,6,5,8,26
2019-12-29_smu_uc_irvine,UC Irvine,7-21,3-10,2-2,5-13,3-7,0-0,5-15,4-8,1-2,3-17,1-6,2-2,,,,,,,20-66,11-31,5-6,0,11,7,16,9,12,16,25
2019-12-29_smu_uc_irvine,SMU,7-19,2-3,0-1,3-12,2-2,9-12,5-14,0-1,0-0,6-10,0-1,4-5,,,,,,,21-55,4-7,13-18,0,18,7,32,16,12,14,21
2019-12-29_cal_st_fullerton_seattle_u,Seattle U,6-17,1-5,2-3,7-15,1-3,3-6,4-17,1-4,5-6,5-14,0-3,6-10,,,,,,,22-63,3-15,16-25,0,8,3,26,0,2,16,16
2019-12-29_cal_st_fullerton_seattle_u,Cal St. Fullerton,9-16,0-4,3-3,6-15,1-4,4-6,10-17,1-6,3-3,8-12,1-3,2-3,,,,,,,33-60,3-17,12-15,0,15,1,42,12,3,17,9
2019-12-29_oregon_st_csu_bakersfield,CSU Bakersfield,4-16,0-5,4-8,1-16,0-4,0-0,6-16,2-5,3-5,9-21,0-1,1-3,,,,,,,20-69,2-15,8-16,0,11,4,26,2,9,12,28
2019-12-29_oregon_st_csu_bakersfield,Oregon St.,5-13,1-6,5-10,6-13,2-4,4-5,9-16,1-4,0-0,6-10,1-3,3-5,,,,,,,26-52,5-17,12-20,0,12,4,40,10,9,7,22
2019-12-30_uc_santa_barbara_ottawa_az,Ottawa (AZ),5-21,2-5,2-2,3-14,1-6,2-2,7-14,1-3,5-5,4-14,1-5,5-8,,,,,,,19-63,5-19,14-17,0,6,0,14,4,0,20,14
2019-12-30_uc_santa_barbara_ottawa_az,UC Santa Barbara,7-14,0-3,3-6,9-15,4-8,3-3,5-18,1-5,4-5,6-10,1-4,2-2,,,,,,,27-57,6-20,12-16,0,13,0,38,5,0,12,30
2019-12-31_hawaii_penn,Penn,7-22,3-11,0-0,9-15,4-7,1-2,5-13,0-3,1-2,6-10,2-3,5-5,,,,,,,27-60,9-24,7-9,0,13,2,36,2,3,12,13
2019-12-31_hawaii_penn,Hawaii,5-15,1-2,2-3,5-15,2-5,1-2,5-11,1-5,3-7,6-16,2-9,1-2,,,,,,,21-57,6-21,7-14,0,9,2,26,3,3,9,20
2019-12-31_csun_hope_international,Hope International,5-20,2-7,0-0,5-14,4-13,0-0,3-14,1-7,2-4,7-8,2-3,3-3,,,,,,,20-56,9-30,5-7,0,4,3,20,2,2,3,27
2019-12-31_csun_hope_international,CSUN,6-16,1-6,2-3,8-18,2-6,0-0,7-14,1-3,2-4,11-18,5-6,0-1,,,,,,,32-66,9-21,4-8,0,16,0,44,25,2,32,20
2019-12-31_uc_riverside_csu_bakersfield,CSU Bakersfield,3-16,0-7,4-6,8-17,3-7,2-4,5-14,0-4,5-8,1-12,0-3,4-6,,,,,,,17-59,3-21,15-24,0,9,5,20,18,7,18,27
2019-12-31_uc_riverside_csu_bakersfield,UC Riverside,6-14,0-1,2-2,6-16,0-3,2-3,5-10,0-2,4-6,5-13,1-6,0-0,,,,,,,22-53,1-12,8-11,0,10,5,34,5,7,6,2
2020-01-01_uc_davis_william_jessup,William Jessup,2-17,2-7,1-2,4-16,1-5,0-3,2-12,0-3,5-6,3-11,0-3,1-2,,,,,,,11-56,3-18,7-13,0,3,0,16,4,0,5,1
2020-01-01_uc_davis_william_jessup,UC Davis,8-15,3-7,2-4,7-15,3-5,0-0,11-17,5-8,2-2,12-18,5-7,0-0,,,,,,,38-65,16-27,4-6,0,3,0,38,33,0,30,51
2020-01-02_uc_san_diego_cal_st_monterey_bay,Cal St. Monterey Bay,5-15,1-6,5-6,7-12,1-3,2-6,4-13,0-2,3-4,6-18,2-6,1-2,,,,,,,22-58,4-17,11-18,0,12,4,30,9,7,12,8
2020-01-02_uc_san_diego_cal_st_monterey_bay,UC San Diego,5-16,0-6,1-1,4-16,1-8,4-4,8-15,4-8,4-7,2-16,0-6,6-8,,,,,,,19-63,5-28,15-20,0,22,4,24,5,7,15,15
2020-01-02_cal_poly_holy_names,Holy Names,2-13,2-7,3-4,2-15,0-5,0-0,4-15,2-7,0-0,4-13,2-5,2-4,,,,,,,12-56,6-24,5-8,0,0,0,8,2,0,6,14
2020-01-02_cal_poly_holy_names,Cal Poly,8-21,2-6,2-4,11-22,1-6,7-7,12-21,3-6,1-2,8-21,1-6,5-7,,,,,,,39-85,7-24,15-20,0,25,0,58,14,0,38,40
2020-01-04_uc_san_diego_cal_st_east_bay,Cal St. East Bay,5-14,0-6,4-5,5-15,2-7,0-0,3-15,2-8,2-2,8-20,4-10,2-2,,,,,,,21-64,8-31,8-9,11,7,3,22,11,6,11,23
2020-01-04_uc_san_diego_cal_st_east_bay,UC San Diego,5-17,0-4,1-1,4-12,0-3,9-11,5-22,2-11,2-2,6-13,2-5,14-16,,,,,,,20-64,4-23,26-30,0,12,3,28,21,6,18,32
2020-01-04_long_beach_st_bethesda_ca,Bethesda (CA),2-17,0-9,0-0,5-15,1-5,1-3,5-17,1-5,2-2,6-15,1-5,1-2,,,,,,,18-64,3-24,4-7,1,8,0,18,1,0,9,2
2020-01-04_long_beach_st_bethesda_ca,Long Beach St.,9-18,1-3,6-10,12-19,2-4,2-3,6-19,2-8,0-0,11-19,1-4,0-1,,,,,,,38-75,6-19,8-14,0,22,0,52,23,0,33,47
2020-01-04_grand_canyon_csu_bakersfield,CSU Bakersfield,4-12,2-4,2-2,4-13,1-7,2-2,7-10,3-3,1-2,4-15,1-2,9-11,,,,,,,19-50,7-16,14-17,0,5,2,20,8,3,12,28
2020-01-04_grand_canyon_csu_bakersfield,Grand Canyon,3-14,0-0,0-2,7-12,0-1,0-0,4-13,0-2,8-11,6-12,0-4,6-10,,,,,,,20-51,0-7,14-23,0,14,2,36,4,3,15,26
2020-01-06_uc_irvine_westcliff,Westcliff,4-17,1-5,4-4,2-15,1-6,2-4,2-12,0-4,4-6,5-20,3-12,0-0,,,,,,,13-64,5-27,10-14,0,8,2,12,6,2,10,9
2020-01-06_uc_irvine_westcliff,UC Irvine,9-20,2-7,1-4,8-16,3-5,0-0,11-20,3-6,4-5,9-19,1-4,5-8,,,,,,,37-75,9-22,10-17,0,18,2,50,23,2,30,57
2020-01-08_california_baptist_csu_bakersfield,CSU Bakersfield,6-16,1-3,1-2,6-20,1-5,4-4,9-16,0-4,3-4,4-15,1-8,5-8,,,,,,,25-67,3-20,13-18,0,8,3,40,15,9,14,44
2020-01-08_california_baptist_csu_bakersfield,California Baptist,6-19,1-11,2-3,3-14,1-8,1-2,9-14,3-6,0-0,7-13,0-3,3-5,,,,,,,25-60,5-28,6-10,0,2,3,38,20,9,11,9
2020-01-09_uc_riverside_uc_davis,UC Davis,4-15,1-6,4-6,6-18,1-7,1-1,5-14,2-4,4-4,8-21,6-15,5-6,,,,,,,23-68,10-32,14-17,0,19,9,20,11,3,10,20
2020-01-09_uc_riverside_uc_davis,UC Riverside,4-15,0-2,5-6,6-12,1-3,3-4,8-18,3-7,2-2,8-17,2-5,7-8,,,,,,,26-62,6-17,17-20,0,21,9,20,15,3,9,15
2020-01-09_csun_hawaii,Hawai'i,6-12,3-8,1-2,4-8,0-2,8-9,3-14,0-2,5-9,5-13,1-5,0-2,,,,,,,18-47,4-17,14-22,0,1,3,28,2,1,8,21
2020-01-09_csun_hawaii,CSUN,4-21,1-6,0-0,5-19,1-4,6-8,7-16,1-3,2-3,5-9,3-5,2-6,,,,,,,21-65,6-18,10-17,0,6,2,24,16,1,10,13
2020-01-09_stanislaus_st_uc_san_diego,UC San Diego,7-13,3-5,5-6,8-17,5-11,1-2,3-12,1-7,5-8,4-12,1-8,11-13,,,,,,,22-54,10-31,22-29,0,21,0,24,14,1,15,29
2020-01-09_stanislaus_st_uc_san_diego,Stanislaus St.,3-14,0-5,1-2,4-16,1-5,4-6,7-15,2-4,7-11,2-15,1-5,8-12,,,,,,,16-60,4-19,20-31,0,12,0,18,7,1,16,28
2020-01-09_uc_santa_barbara_cal_st_fullerton,Cal St. Fullerton,8-16,1-5,0-0,8-13,2-2,2-3,5-16,0-3,0-2,6-20,1-4,0-1,3-6,1-1,3-4,,,,30-71,5-15,5-10,0,13,2,26,10,3,8,0
2020-01-09_uc_santa_barbara_cal_st_fullerton,UC Santa Barbara,9-16,2-6,1-2,7-18,2-10,2-2,4-11,1-5,5-6,2-12,1-3,2-4,3-9,1-6,1-2,,,,25-66,7-30,11-16,0,10,4,30,2,4,12,10
2020-01-09_long_beach_st_cal_poly,Cal Poly,7-10,5-5,2-2,8-16,2-6,2-3,7-15,2-4,0-0,3-12,2-5,4-4,,,,,,,25-53,11-20,8-9,0,6,8,14,4,5,7,7
2020-01-09_long_beach_st_cal_poly,Long Beach St.,7-15,3-8,0-1,9-16,3-8,4-5,7-14,4-7,2-2,4-16,1-6,1-2,,,,,,,27-61,11-29,7-10,0,4,8,24,11,5,22,9
2020-01-11_uc_davis_hawaii,Hawaii,4-10,1-3,4-6,2-13,0-8,0-0,3-18,2-8,3-4,7-15,4-10,3-3,,,,,,,16-56,7-29,10-13,0,2,3,16,4,6,12,17
2020-01-11_uc_davis_hawaii,UC Davis,3-14,1-7,0-0,8-17,3-6,1-2,8-16,5-7,1-2,2-13,2-7,7-10,,,,,,,21-60,11-27,9-14,0,14,3,20,9,6,6,23
2020-01-11_csun_uc_irvine,UC Irvine,5-14,2-7,0-0,6-15,3-7,4-6,4-11,1-4,7-9,5-18,2-8,3-6,,,,,,,20-58,8-26,14-21,0,15,0,24,11,0,12,16
2020-01-11_csun_uc_irvine,CSUN,7-14,4-5,0-0,6-16,4-6,2-2,9-21,2-7,1-1,5-13,1-5,2-4,,,,,,,27-64,11-23,5-7,0,16,0,28,9,0,21,15
2020-01-11_humboldt_st_uc_san_diego,UC San Diego,8-15,3-4,2-2,7-14,2-7,6-6,10-19,3-5,0-1,6-11,2-5,8-12,,,,,,,31-59,10-21,16-21,0,10,5,12,15,4,5,25
2020-01-11_humboldt_st_uc_san_diego,Humboldt St.,8-18,1-5,2-2,5-17,2-6,3-4,7-15,2-5,0-0,12-17,2-4,6-9,,,,,,,32-67,7-20,11-15,0,2,5,16,18,4,14,2
2020-01-11_uc_santa_barbara_cal_poly,Cal Poly,4-14,0-2,2-2,7-13,2-4,2-4,6-15,0-5,2-4,3-13,2-8,0-4,,,,,,,20-55,4-19,6-14,0,11,0,18,0,4,14,15
2020-01-11_uc_santa_barbara_cal_poly,UC Santa Barbara,6-14,3-7,3-4,2-11,1-7,1-4,3-9,2-4,1-2,7-13,4-5,1-1,,,,,,,18-47,10-23,6-11,0,8,0,8,3,4,5,5
2020-01-11_cal_st_fullerton_long_beach_st,Long Beach St.,7-17,1-3,2-3,6-19,1-7,0-0,9-14,3-6,2-2,5-12,1-5,1-1,,,,,,,27-62,6-21,5-6,0,7,2,34,14,4,21,22
2020-01-11_cal_st_fullerton_long_beach_st,Cal St. Fullerton,9-12,3-3,2-2,4-13,1-4,0-1,6-13,2-5,3-4,7-15,2-4,4-6,,,,,,,26-53,8-16,9-13,0,7,3,20,6,4,19,10
2020-01-16_uc_davis_long_beach_st,Long Beach St.,5-18,1-6,0-0,7-16,2-4,0-2,3-14,0-3,0-2,6-16,2-5,8-8,,,,,,,21-64,5-18,8-12,0,4,3,28,12,3,26,7
2020-01-16_uc_davis_long_beach_st,UC Davis,7-13,3-7,0-0,4-6,1-3,7-8,4-13,1-7,0-0,4-8,2-4,5-6,,,,,,,19-40,7-21,12-14,0,3,3,20,3,3,3,14
2020-01-16_hawaii_uc_riverside,UC Riverside,3-14,1-5,0-0,8-19,0-7,1-1,7-17,0-0,2-2,7-14,1-4,2-3,,,,,,,25-64,2-16,5-6,0,6,1,34,3,2,13,18
2020-01-16_hawaii_uc_riverside,Hawaii,10-20,3-7,0-1,8-16,4-7,3-3,6-12,2-6,1-4,7-16,2-6,3-4,,,,,,,31-64,11-26,7-12,0,4,1,36,9,2,13,23
2020-01-16_uc_irvine_uc_santa_barbara,UC Santa Barbara,3-10,1-5,3-4,4-18,0-6,0-0,6-9,2-3,6-8,10-15,2-4,5-6,,,,,,,23-52,5-18,14-18,0,10,6,26,2,4,6,28
2020-01-16_uc_irvine_uc_santa_barbara,UC Irvine,6-16,1-4,2-2,3-11,2-5,0-0,8-17,2-5,2-3,7-16,4-9,0-0,,,,,,,24-60,9-23,4-5,0,10,6,16,2,4,17,21
2020-01-16_uc_san_diego_cal_poly_pomona,Cal Poly Pomona,6-17,0-5,3-4,7-13,2-4,3-4,7-18,0-2,2-5,4-12,0-3,10-12,,,,,,,24-60,2-14,18-25,0,13,0,32,8,2,11,20
2020-01-16_uc_san_diego_cal_poly_pomona,UC San Diego,9-21,0-4,1-1,8-15,5-11,3-4,7-18,1-5,1-1,8-16,5-8,2-3,,,,,,,32-70,11-28,7-9,0,8,0,36,7,2,17,15
2020-01-16_csun_cal_state_fullerton,Cal State Fullerton,3-14,2-5,1-2,7-12,1-3,1-2,7-17,3-7,0-0,6-13,0-1,0-0,,,,,,,23-56,6-16,2-4,0,3,1,32,12,5,5,2
2020-01-16_csun_cal_state_fullerton,CSUN,6-15,1-4,1-1,3-18,0-4,0-0,10-20,0-2,1-6,6-14,1-2,0-2,,,,,,,25-67,2-12,2-9,0,11,3,44,8,6,29,10
2020-01-16_csu_bakersfield_kansas_city,Kansas City,7-16,4-6,2-2,5-14,2-4,0-0,5-18,1-3,3-4,5-15,4-6,0-4,,,,,,,22-63,11-19,5-10,0,12,6,18,7,9,12,28
2020-01-16_csu_bakersfield_kansas_city,CSU Bakersfield,9-18,2-7,0-0,4-10,0-3,5-7,8-15,1-5,6-6,6-15,2-7,0-0,,,,,,,27-58,5-22,11-13,0,9,6,36,16,9,12,41
2020-01-18_hawaii_cal_st_fullerton,Cal St. Fullerton,13-18,3-5,1-2,7-17,1-7,0-0,3-13,0-4,1-2,8-17,1-7,3-4,,,,,,,31-65,5-23,5-8,0,5,1,40,12,1,8,6
2020-01-18_hawaii_cal_st_fullerton,Hawaii,8-16,5-8,2-2,6-17,6-15,0-0,7-17,6-13,1-4,5-13,1-3,6-6,,,,,,,26-63,18-39,9-12,0,7,1,12,15,1,13,25
2020-01-18_cal_poly_uc_irvine,UC Irvine,5-14,2-9,0-0,6-13,4-7,0-0,7-20,1-8,0-1,6-11,3-6,10-12,,,,,,,24-58,10-30,10-13,0,6,1,22,3,4,14,42
2020-01-18_cal_poly_uc_irvine,Cal Poly,5-15,1-3,0-0,7-16,1-3,0-0,6-10,0-0,4-13,5-17,2-6,3-6,,,,,,,23-58,4-12,7-19,0,13,3,28,2,3,12,7
2020-01-18_uc_san_diego_cal_st_san_bdino,Cal St. San B'dino,5-17,0-2,2-3,6-13,2-6,1-1,3-18,1-5,2-4,3-13,1-5,7-9,,,,,,,17-61,4-18,12-17,0,7,3,20,4,0,7,9
2020-01-18_uc_san_diego_cal_st_san_bdino,UC San Diego,9-18,4-10,2-3,5-18,2-8,0-0,7-23,2-9,0-2,2-18,1-8,6-6,,,,,,,23-77,9-35,8-11,0,14,3,18,13,0,9,18
2020-01-18_uc_riverside_uc_santa_barbara,UC Santa Barbara,5-16,2-6,1-2,5-14,0-3,1-4,8-15,0-1,3-6,3-14,2-8,10-12,,,,,,,21-59,4-18,15-24,0,6,0,20,4,0,11,2
2020-01-18_uc_riverside_uc_santa_barbara,UC Riverside,9-14,0-2,4-6,6-15,0-1,2-2,6-16,2-5,0-0,5-12,0-2,6-10,,,,,,,26-57,2-10,12-18,0,8,0,22,8,0,9,6
2020-01-18_long_beach_st_csun,CSUN,5-13,1-4,0-0,2-14,0-6,3-6,3-10,1-3,4-6,7-14,3-7,6-7,,,,,,,17-51,5-20,13-19,0,16,5,22,8,5,19,15
2020-01-18_long_beach_st_csun,Long Beach St.,3-9,1-4,6-6,6-17,1-7,2-2,7-13,1-4,3-4,5-10,1-2,3-6,,,,,,,21-49,4-17,14-18,0,7,5,22,9,5,20,6
2020-01-18_csu_bakersfield_chicago_st,Chicago St.,7-15,3-3,1-3,6-13,1-2,2-2,5-17,1-3,1-2,3-9,0-0,9-10,,,,,,,21-54,5-8,13-17,0,11,8,20,13,7,18,2
2020-01-18_csu_bakersfield_chicago_st,CSU Bakersfield,7-18,1-5,1-2,5-11,3-7,4-5,8-17,0-4,2-3,2-14,0-3,3-3,,,,,,,22-60,4-19,10-13,0,12,8,24,7,7,21,21
2020-01-23_uc_santa_barbara_uc_davis,UC Davis,6-15,1-3,0-2,6-15,1-4,0-1,7-18,2-5,0-0,5-10,0-1,4-9,,,,,,,24-58,4-13,4-12,0,11,1,22,5,1,12,9
2020-01-23_uc_santa_barbara_uc_davis,UC Santa Barbara,3-13,2-5,1-2,6-18,0-5,0-0,3-10,0-1,1-2,4-16,3-13,7-10,,,,,,,16-57,5-24,9-14,0,15,0,20,0,0,12,4
2020-01-23_long_beach_st_hawaii,Hawaii,2-9,1-6,0-2,2-8,2-6,4-6,7-17,3-10,2-3,5-12,3-7,8-10,,,,,,,16-46,9-29,14-21,0,8,0,12,3,0,2,20
2020-01-23_long_beach_st_hawaii,Long Beach St.,6-18,2-8,2-4,6-10,1-2,6-6,6-14,3-4,2-2,1-12,0-3,8-8,,,,,,,19-54,6-17,18-20,0,0,0,20,10,0,16,21
2020-01-23_uc_irvine_csun,CSUN,5-14,1-4,1-2,8-15,1-4,3-3,3-18,1-6,4-9,2-10,1-3,8-8,,,,,,,18-57,4-17,16-22,0,8,0,20,10,0,22,16
2020-01-23_uc_irvine_csun,UC Irvine,3-9,0-3,0-2,4-14,3-8,0-2,6-13,1-4,6-8,6-14,3-8,0-0,,,,,,,19-50,7-23,6-12,0,8,0,18,4,0,5,20
2020-01-23_san_fran_st_uc_san_diego,UC San Diego,6-15,1-9,3-4,6-16,3-7,1-1,8-19,2-9,2-2,4-17,2-9,4-5,,,,,,,24-67,8-34,10-12,0,10,7,28,9,3,20,12
2020-01-23_san_fran_st_uc_san_diego,San Fran. St.,6-16,2-4,0-0,5-12,0-3,4-6,5-13,1-4,0-1,3-12,1-4,1-2,,,,,,,19-53,4-15,5-9,0,4,7,18,2,3,4,4
2020-01-23_cal_poly_uc_riverside,UC Riverside,5-11,4-6,6-10,8-13,1-1,1-4,7-13,2-3,0-0,6-12,1-2,3-4,,,,,,,26-49,8-12,10-18,0,12,1,18,4,2,8,8
2020-01-23_cal_poly_uc_riverside,Cal Poly,7-14,1-3,0-0,7-15,1-2,0-0,5-13,1-3,8-8,9-15,2-5,6-6,,,,,,,28-57,5-13,14-14,0,6,1,28,6,2,23,4
2020-01-23_utah_valley_csu_bakersfield,CSU Bakersfield,7-15,2-5,0-0,4-13,1-5,3-4,4-20,3-11,0-0,6-15,1-2,3-5,,,,,,,21-63,7-23,6-9,0,7,5,18,2,4,18,28
2020-01-23_utah_valley_csu_bakersfield,Utah Valley,6-12,0-1,4-5,6-10,1-3,0-0,4-10,2-4,2-4,3-11,2-5,4-6,,,,,,,19-43,5-13,10-15,0,5,5,24,5,4,9,15
2020-01-25_cal_poly_uc_davis,UC Davis,7-13,1-2,0-0,1-12,1-8,0-0,5-17,2-9,0-2,3-11,1-3,5-6,,,,,,,16-53,5-22,5-8,0,9,0,16,7,1,11,10
2020-01-25_cal_poly_uc_davis,Cal Poly,2-11,0-3,3-4,7-15,1-4,2-2,3-9,1-3,0-0,1-9,0-5,3-4,,,,,,,13-44,2-15,8-10,0,8,2,18,4,1,16,4
2020-01-25_uc_riverside_hawaii,Hawaii,6-13,0-6,3-3,6-16,4-6,4-4,6-16,3-9,1-2,3-12,2-6,6-6,,,,,,,21-57,9-27,14-15,0,9,1,22,4,0,23,21
2020-01-25_uc_riverside_hawaii,UC Riverside,5-14,0-1,1-1,5-15,2-4,0-0,5-14,3-8,8-8,7-19,1-5,0-0,,,,,,,22-62,6-18,9-9,0,17,1,12,0,0,13,4
2020-01-25_uc_irvine_long_beach_st,Long Beach St.,7-15,1-2,3-3,3-12,0-2,3-4,6-14,1-5,1-2,6-10,1-1,2-3,,,,,,,22-51,3-10,9-12,0,15,4,28,5,4,17,23
2020-01-25_uc_irvine_long_beach_st,UC Irvine,4-18,2-6,0-0,6-12,2-5,1-4,6-12,2-6,1-2,1-14,1-10,3-6,,,,,,,17-56,7-27,5-12,0,7,4,16,2,4,21,7
2020-01-25_sonoma_st_uc_san_diego,UC San Diego,3-13,1-5,2-2,5-13,2-5,0-1,7-17,3-7,1-3,4-12,1-5,6-6,,,,,,,19-55,7-22,9-12,0,0,0,20,12,11,20,11
2020-01-25_sonoma_st_uc_san_diego,Sonoma St.,5-16,1-3,0-0,4-13,1-5,2-2,4-12,2-4,1-2,6-16,0-4,2-3,,,,,,,19-57,4-16,5-7,0,8,0,28,8,11,3,11
2020-01-25_cal_st_fullerton_uc_santa_barbara,UC Santa Barbara,9-15,2-4,0-0,7-12,0-3,4-5,6-15,2-6,2-2,4-14,1-4,12-16,,,,,,,26-56,5-17,18-23,0,21,0,40,0,0,13,34
2020-01-25_cal_st_fullerton_uc_santa_barbara,Cal St. Fullerton,5-20,0-4,0-0,8-12,0-1,1-2,7-16,0-1,4-5,8-15,3-4,2-2,,,,,,,28-63,3-10,7-9,0,2,2,40,10,0,18,14
2020-01-25_seattle_u_csu_bakersfield,CSU Bakersfield,8-18,0-6,3-3,7-20,0-6,0-0,6-19,0-4,3-4,4-21,1-12,0-0,,,,,,,25-78,1-28,6-7,0,8,7,38,3,3,12,30
2020-01-25_seattle_u_csu_bakersfield,Seattle U,5-19,0-2,3-4,8-15,1-4,3-4,4-12,2-4,8-10,3-11,1-3,5-10,,,,,,,20-57,4-13,19-28,0,6,7,30,12,3,8,8
2020-01-29_uc_davis_csun,CSUN,5-18,0-3,0-1,4-16,1-5,0-0,5-20,0-5,0-0,3-14,0-3,4-5,,,,,,,17-68,1-16,4-6,0,9,0,20,4,5,8,14
2020-01-29_uc_davis_csun,UC Davis,2-15,2-8,2-2,6-19,4-11,0-0,6-12,2-6,1-2,8-9,2-3,4-8,,,,,,,22-55,10-28,7-12,0,10,0,18,0,5,7,33
2020-01-30_hawaii_uc_irvine,UC Irvine,6-14,1-5,2-2,7-19,2-8,1-2,8-17,3-7,1-1,5-14,1-6,7-7,,,,,,,26-64,7-26,11-12,0,10,2,28,10,2,7,13
2020-01-30_hawaii_uc_irvine,Hawaii,10-19,4-7,3-3,8-16,1-6,4-5,9-18,6-10,1-2,8-15,3-5,2-5,,,,,,,35-68,14-28,10-15,0,5,2,42,12,2,17,21
2020-01-30_uc_san_diego_humboldt_st,Humboldt St.,5-14,3-6,1-2,6-15,4-6,5-7,4-14,0-1,7-8,6-15,2-8,1-2,,,,,,,21-58,9-21,14-19,0,18,1,22,5,1,9,4
2020-01-30_uc_san_diego_humboldt_st,UC San Diego,10-17,5-8,1-2,8-11,4-5,3-4,7-14,4-7,5-6,3-14,1-4,2-2,,,,,,,28-56,14-24,11-14,0,12,1,20,10,1,12,15
2020-01-30_cal_st_fullerton_cal_poly,Cal Poly,6-15,3-6,0-0,7-16,1-2,6-9,7-15,2-2,4-5,3-17,0-1,2-4,,,,,,,23-63,6-11,12-18,0,10,0,26,5,1,9,1
2020-01-30_cal_st_fullerton_cal_poly,Cal St. Fullerton,5-11,0-4,2-3,1-13,1-6,7-8,10-19,2-3,5-6,7-11,1-3,1-2,,,,,,,23-54,4-16,15-19,0,9,1,28,2,1,20,8
2020-01-30_long_beach_st_uc_riverside,UC Riverside,5-16,0-5,2-2,4-17,0-5,1-2,5-11,2-4,2-3,4-15,0-6,6-6,,,,,,,18-59,2-20,11-13,0,19,12,28,2,15,12,13
2020-01-30_long_beach_st_uc_riverside,Long Beach St.,7-16,0-2,0-0,5-14,1-2,0-0,3-21,2-7,1-2,5-15,2-5,3-4,,,,,,,20-66,5-16,4-6,0,8,12,34,12,15,26,18
